"Plot Title: SN_740"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Lo>100)","High Range, μS/cm (LGR S/N: 20494740, SEN S/N: 20494740, LBL: <Conduct_Hi>55,000)","Temp, °C (LGR S/N: 20494740, SEN S/N: 20494740, LBL: Temperature)"
57,10/19/20 04:03:10 PM,14053.4,12777.0,23.36
58,10/19/20 04:03:20 PM,14042.9,12779.7,23.36
59,10/19/20 04:03:30 PM,14039.4,12780.5,23.36
60,10/19/20 04:03:40 PM,14061.6,12781.4,23.36
61,10/19/20 04:03:50 PM,14058.1,12783.2,23.36
62,10/19/20 04:04:00 PM,14061.6,12785.8,23.38
63,10/19/20 04:04:10 PM,14061.6,12784.0,23.38
64,10/19/20 04:04:20 PM,14065.1,12785.8,23.38
65,10/19/20 04:04:30 PM,14065.1,12788.4,23.38
66,10/19/20 04:04:40 PM,14065.1,12791.1,23.39
67,10/19/20 04:04:50 PM,14075.6,12791.1,23.39
68,10/19/20 04:05:00 PM,14075.6,12791.1,23.39
69,10/19/20 04:05:10 PM,14075.6,12791.1,23.39
70,10/19/20 04:05:20 PM,14065.1,12793.7,23.40
71,10/19/20 04:05:30 PM,14082.6,12797.2,23.40
72,10/19/20 04:05:40 PM,1259.0,1272.3,23.35
73,10/19/20 04:05:50 PM,1302.1,1315.7,23.31
74,10/19/20 04:06:00 PM,1300.5,1314.1,23.29
75,10/19/20 04:06:10 PM,1297.9,1312.0,23.25
76,10/19/20 04:06:20 PM,1296.4,1309.9,23.21
77,10/19/20 04:06:30 PM,244.1,260.4,23.05
78,10/19/20 04:06:40 PM,231.8,244.9,23.08
79,10/19/20 04:06:50 PM,229.9,244.0,23.05
80,10/19/20 04:07:00 PM,227.6,243.5,23.03
81,10/19/20 04:07:10 PM,225.2,242.6,23.01
82,10/19/20 04:07:20 PM,223.3,241.2,23.01
83,10/19/20 04:07:30 PM,223.3,240.8,23.00
84,10/19/20 04:07:40 PM,218.6,239.4,22.97
85,10/19/20 04:07:50 PM,221.5,239.4,22.97
86,10/19/20 04:08:00 PM,219.6,238.5,22.97
87,10/19/20 04:08:10 PM,220.1,238.0,22.97
88,10/19/20 04:08:20 PM,218.2,237.1,22.96
89,10/19/20 04:08:30 PM,216.3,236.2,22.96
90,10/19/20 04:08:40 PM,217.2,235.3,22.96
91,10/19/20 04:08:50 PM,213.5,233.9,22.94
92,10/19/20 04:09:00 PM,210.2,232.6,22.96
93,10/19/20 04:09:10 PM,209.7,231.7,22.96
94,10/19/20 04:09:20 PM,208.3,230.3,22.97
95,10/19/20 04:09:30 PM,209.2,229.4,22.94
96,10/19/20 04:09:40 PM,203.1,227.6,22.96
97,10/19/20 04:09:50 PM,200.3,225.8,22.96
98,10/19/20 04:10:00 PM,199.9,224.0,22.94
99,10/19/20 04:10:10 PM,196.6,222.1,22.96
100,10/19/20 04:10:20 PM,192.8,219.9,22.97
101,10/19/20 04:10:30 PM,189.1,217.6,22.97
102,10/19/20 04:10:40 PM,187.7,216.3,22.98
103,10/19/20 04:10:50 PM,186.3,213.5,22.99
104,10/19/20 04:11:00 PM,183.0,210.8,22.99
105,10/19/20 04:11:10 PM,177.8,208.1,23.00
106,10/19/20 04:11:20 PM,175.0,205.9,22.99
107,10/19/20 04:11:30 PM,171.3,202.2,22.98
108,10/19/20 04:11:40 PM,166.1,198.2,22.99
109,10/19/20 04:11:50 PM,163.3,194.6,23.00
110,10/19/20 04:12:00 PM,157.3,189.6,22.99
111,10/19/20 04:12:10 PM,148.4,181.1,23.00
112,10/19/20 04:12:20 PM,58.0,94.1,23.01
113,10/19/20 04:12:30 PM,0.0,0.0,23.00
114,10/19/20 04:12:40 PM,0.0,0.0,22.96
115,10/19/20 04:12:50 PM,0.0,0.0,23.00
116,10/19/20 04:13:00 PM,0.0,65.7,22.96
117,10/19/20 04:13:10 PM,0.0,0.0,22.98
118,10/19/20 04:13:20 PM,0.0,0.0,22.78
119,10/19/20 04:13:30 PM,0.0,88.0,22.84
120,10/19/20 04:13:40 PM,0.0,88.0,22.89
121,10/19/20 04:13:50 PM,0.0,88.0,22.87
122,10/19/20 04:14:00 PM,0.0,88.0,22.91
123,10/19/20 04:14:10 PM,0.0,88.0,22.91
124,10/19/20 04:14:20 PM,0.0,88.0,22.91
125,10/19/20 04:14:30 PM,0.0,88.0,22.86
126,10/19/20 04:14:40 PM,0.0,88.0,22.95
127,10/19/20 04:14:50 PM,0.0,115.7,22.90
128,10/19/20 04:15:00 PM,0.0,88.0,22.94
129,10/19/20 04:15:10 PM,0.0,88.0,22.78
130,10/19/20 04:15:20 PM,0.0,88.0,22.80
131,10/19/20 04:15:30 PM,0.0,224.9,22.94
132,10/19/20 04:15:40 PM,0.0,224.9,23.07
133,10/19/20 04:15:50 PM,0.0,57.0,23.27
134,10/19/20 04:16:00 PM,0.0,57.0,23.38
135,10/19/20 04:16:10 PM,0.0,57.0,23.45
136,10/19/20 04:16:20 PM,0.0,57.0,23.58
137,10/19/20 04:16:30 PM,0.0,57.0,23.61
138,10/19/20 04:16:40 PM,0.0,57.0,23.65
139,10/19/20 04:16:50 PM,0.0,57.0,23.58
140,10/19/20 04:17:00 PM,0.0,57.0,23.35
141,10/19/20 04:17:10 PM,0.0,57.0,23.70
142,10/19/20 04:17:20 PM,0.0,57.0,23.92
143,10/19/20 04:17:30 PM,0.0,129.8,22.55
144,10/19/20 04:17:40 PM,33232.5,36039.1,17.89
145,10/19/20 04:17:50 PM,33232.5,36005.7,17.80
146,10/19/20 04:18:00 PM,33232.5,36185.6,18.03
147,10/19/20 04:18:10 PM,33232.5,36131.1,18.10
148,10/19/20 04:18:20 PM,33232.5,36160.4,18.00
149,10/19/20 04:18:30 PM,33232.5,36080.8,18.00
150,10/19/20 04:18:40 PM,33232.5,36018.2,17.81
151,10/19/20 04:18:50 PM,33232.5,36068.3,17.82
152,10/19/20 04:19:00 PM,33232.5,36076.7,17.83
153,10/19/20 04:19:10 PM,33232.5,36034.9,17.77
154,10/19/20 04:19:20 PM,33232.5,35947.4,17.68
155,10/19/20 04:19:30 PM,33232.5,35926.7,17.63
156,10/19/20 04:19:40 PM,33232.5,35905.9,17.57
157,10/19/20 04:19:50 PM,33232.5,35881.0,17.51
158,10/19/20 04:20:00 PM,33232.5,35910.0,17.47
159,10/19/20 04:20:10 PM,33232.5,35864.4,17.41
160,10/19/20 04:20:20 PM,33232.5,35839.6,17.38
161,10/19/20 04:20:30 PM,33232.5,35843.7,17.33
162,10/19/20 04:20:40 PM,33232.5,35856.2,17.30
163,10/19/20 04:20:50 PM,33232.5,35744.7,17.25
164,10/19/20 04:21:00 PM,33232.5,35802.4,17.22
165,10/19/20 04:21:10 PM,33232.5,35806.5,17.17
166,10/19/20 04:21:20 PM,33232.5,35765.3,17.15
167,10/19/20 04:21:30 PM,33232.5,35802.4,17.14
168,10/19/20 04:21:40 PM,33232.5,35790.0,17.14
169,10/19/20 04:21:50 PM,33232.5,35798.3,17.13
170,10/19/20 04:22:00 PM,33232.5,35761.1,17.11
171,10/19/20 04:22:10 PM,33232.5,35736.4,17.08
172,10/19/20 04:22:20 PM,33232.5,35703.5,17.06
173,10/19/20 04:22:30 PM,33232.5,35732.3,17.05
174,10/19/20 04:22:40 PM,33232.5,35711.7,17.03
175,10/19/20 04:22:50 PM,33232.5,35724.1,16.99
176,10/19/20 04:23:00 PM,33232.5,35654.2,16.98
177,10/19/20 04:23:10 PM,33232.5,35699.4,16.96
178,10/19/20 04:23:20 PM,33232.5,35633.7,16.95
179,10/19/20 04:23:30 PM,33232.5,35654.2,16.93
180,10/19/20 04:23:40 PM,33232.5,35662.4,16.92
181,10/19/20 04:23:50 PM,33232.5,35641.9,16.90
182,10/19/20 04:24:00 PM,33232.5,35621.4,16.90
183,10/19/20 04:24:10 PM,33232.5,35654.2,16.89
184,10/19/20 04:24:20 PM,33232.5,35637.8,16.89
185,10/19/20 04:24:30 PM,33232.5,35605.1,16.89
186,10/19/20 04:24:40 PM,33232.5,35670.6,16.88
187,10/19/20 04:24:50 PM,33232.5,35720.0,16.87
188,10/19/20 04:25:00 PM,33232.5,35650.1,16.86
189,10/19/20 04:25:10 PM,33232.5,35641.9,16.86
190,10/19/20 04:25:20 PM,33232.5,35629.6,16.86
191,10/19/20 04:25:30 PM,33232.5,35625.5,16.86
192,10/19/20 04:25:40 PM,33232.5,35629.6,16.85
193,10/19/20 04:25:50 PM,33232.5,35629.6,16.84
194,10/19/20 04:26:00 PM,33232.5,35613.2,16.82
195,10/19/20 04:26:10 PM,33232.5,35609.1,16.81
196,10/19/20 04:26:20 PM,33232.5,35580.5,16.80
197,10/19/20 04:26:30 PM,33232.5,35535.6,16.78
198,10/19/20 04:26:40 PM,33232.5,35580.5,16.78
199,10/19/20 04:26:50 PM,33232.5,35576.4,16.77
200,10/19/20 04:27:00 PM,33232.5,35621.4,16.77
201,10/19/20 04:27:10 PM,33232.5,35584.6,16.77
202,10/19/20 04:27:20 PM,33232.5,35613.2,16.76
203,10/19/20 04:27:30 PM,33232.5,35547.8,16.76
204,10/19/20 04:27:40 PM,33232.5,35560.1,16.76
205,10/19/20 04:27:50 PM,33232.5,35617.3,16.76
206,10/19/20 04:28:00 PM,33232.5,35564.2,16.75
207,10/19/20 04:28:10 PM,33232.5,35564.2,16.75
208,10/19/20 04:28:20 PM,33232.5,35568.2,16.75
209,10/19/20 04:28:30 PM,33232.5,35605.1,16.73
210,10/19/20 04:28:40 PM,33232.5,35568.2,16.73
211,10/19/20 04:28:50 PM,33232.5,35556.0,16.73
212,10/19/20 04:29:00 PM,33232.5,35556.0,16.73
213,10/19/20 04:29:10 PM,33232.5,35572.3,16.72
214,10/19/20 04:29:20 PM,33232.5,35584.6,16.72
215,10/19/20 04:29:30 PM,33232.5,35576.4,16.72
216,10/19/20 04:29:40 PM,33232.5,35551.9,16.72
217,10/19/20 04:29:50 PM,33232.5,35592.8,16.72
218,10/19/20 04:30:00 PM,33232.5,35551.9,16.72
219,10/19/20 04:30:10 PM,33232.5,35617.3,16.72
220,10/19/20 04:30:20 PM,33232.5,35601.0,16.72
221,10/19/20 04:30:30 PM,33232.5,35596.9,16.72
222,10/19/20 04:30:40 PM,33232.5,35580.5,16.72
223,10/19/20 04:30:50 PM,33232.5,35551.9,16.71
224,10/19/20 04:31:00 PM,33232.5,35564.2,16.71
225,10/19/20 04:31:10 PM,33232.5,35580.5,16.71
226,10/19/20 04:31:20 PM,33232.5,35588.7,16.71
227,10/19/20 04:31:30 PM,33232.5,35596.9,16.71
228,10/19/20 04:31:40 PM,33232.5,35617.3,16.71
229,10/19/20 04:31:50 PM,33232.5,35556.0,16.71
230,10/19/20 04:32:00 PM,33232.5,35596.9,16.71
231,10/19/20 04:32:10 PM,33232.5,35576.4,16.71
232,10/19/20 04:32:20 PM,33232.5,35535.6,16.71
233,10/19/20 04:32:30 PM,33232.5,35576.4,16.70
234,10/19/20 04:32:40 PM,33232.5,35551.9,16.71
235,10/19/20 04:32:50 PM,33232.5,35560.1,16.70
236,10/19/20 04:33:00 PM,33232.5,35560.1,16.71
237,10/19/20 04:33:10 PM,33232.5,35629.6,16.70
238,10/19/20 04:33:20 PM,33232.5,35588.7,16.70
239,10/19/20 04:33:30 PM,33232.5,35547.8,16.70
240,10/19/20 04:33:40 PM,33232.5,35560.1,16.70
241,10/19/20 04:33:50 PM,33232.5,35601.0,16.71
242,10/19/20 04:34:00 PM,33232.5,35560.1,16.70
243,10/19/20 04:34:10 PM,33232.5,35625.5,16.70
244,10/19/20 04:34:20 PM,33232.5,35592.8,16.71
245,10/19/20 04:34:30 PM,33232.5,35576.4,16.70
246,10/19/20 04:34:40 PM,33232.5,35556.0,16.70
247,10/19/20 04:34:50 PM,33232.5,35592.8,16.70
248,10/19/20 04:35:00 PM,33232.5,35539.7,16.70
249,10/19/20 04:35:10 PM,33232.5,35564.2,16.70
250,10/19/20 04:35:20 PM,33232.5,35609.1,16.70
251,10/19/20 04:35:30 PM,33232.5,35556.0,16.70
252,10/19/20 04:35:40 PM,33232.5,35580.5,16.70
253,10/19/20 04:35:50 PM,33232.5,35564.2,16.70
254,10/19/20 04:36:00 PM,33232.5,35592.8,16.70
255,10/19/20 04:36:10 PM,33232.5,35592.8,16.70
256,10/19/20 04:36:20 PM,33232.5,35592.8,16.70
257,10/19/20 04:36:30 PM,33232.5,35596.9,16.70
258,10/19/20 04:36:40 PM,33232.5,35564.2,16.70
259,10/19/20 04:36:50 PM,33232.5,35588.7,16.70
260,10/19/20 04:37:00 PM,33232.5,35519.3,16.70
261,10/19/20 04:37:10 PM,33232.5,35564.2,16.70
262,10/19/20 04:37:20 PM,33232.5,35539.7,16.70
263,10/19/20 04:37:30 PM,33232.5,35621.4,16.70
264,10/19/20 04:37:40 PM,33232.5,35605.1,16.70
265,10/19/20 04:37:50 PM,33232.5,35613.2,16.70
266,10/19/20 04:38:00 PM,33232.5,35633.7,16.70
267,10/19/20 04:38:10 PM,33232.5,35576.4,16.70
268,10/19/20 04:38:20 PM,33232.5,35568.2,16.70
269,10/19/20 04:38:30 PM,33232.5,35511.1,16.70
270,10/19/20 04:38:40 PM,33232.5,35564.2,16.71
271,10/19/20 04:38:50 PM,33232.5,35556.0,16.70
272,10/19/20 04:39:00 PM,33232.5,35580.5,16.70
273,10/19/20 04:39:10 PM,33232.5,35572.3,16.70
274,10/19/20 04:39:20 PM,33232.5,35646.0,16.70
275,10/19/20 04:39:30 PM,33232.5,35568.2,16.70
276,10/19/20 04:39:40 PM,33232.5,35568.2,16.70
277,10/19/20 04:39:50 PM,33232.5,35556.0,16.70
278,10/19/20 04:40:00 PM,33232.5,35621.4,16.70
279,10/19/20 04:40:10 PM,33232.5,35556.0,16.70
280,10/19/20 04:40:20 PM,33232.5,35609.1,16.70
281,10/19/20 04:40:30 PM,33232.5,35605.1,16.70
282,10/19/20 04:40:40 PM,33232.5,35617.3,16.70
283,10/19/20 04:40:50 PM,33232.5,35572.3,16.70
284,10/19/20 04:41:00 PM,33232.5,35556.0,16.70
285,10/19/20 04:41:10 PM,33232.5,35576.4,16.70
286,10/19/20 04:41:20 PM,33232.5,35572.3,16.70
287,10/19/20 04:41:30 PM,33232.5,35592.8,16.70
288,10/19/20 04:41:40 PM,33232.5,35592.8,16.71
289,10/19/20 04:41:50 PM,33232.5,35584.6,16.70
290,10/19/20 04:42:00 PM,33232.5,35580.5,16.70
291,10/19/20 04:42:10 PM,33232.5,35592.8,16.70
292,10/19/20 04:42:20 PM,33232.5,35584.6,16.70
293,10/19/20 04:42:30 PM,33232.5,35584.6,16.71
294,10/19/20 04:42:40 PM,33232.5,35609.1,16.70
295,10/19/20 04:42:50 PM,33232.5,35580.5,16.70
296,10/19/20 04:43:00 PM,33232.5,35592.8,16.70
297,10/19/20 04:43:10 PM,33232.5,35551.9,16.71
298,10/19/20 04:43:20 PM,33232.5,35556.0,16.70
299,10/19/20 04:43:30 PM,33232.5,35609.1,16.70
300,10/19/20 04:43:40 PM,33232.5,35592.8,16.70
301,10/19/20 04:43:50 PM,33232.5,35580.5,16.70
302,10/19/20 04:44:00 PM,33232.5,35596.9,16.70
303,10/19/20 04:44:10 PM,33232.5,35568.2,16.70
304,10/19/20 04:44:20 PM,33232.5,35556.0,16.70
305,10/19/20 04:44:30 PM,33232.5,35560.1,16.70
306,10/19/20 04:44:40 PM,33232.5,35592.8,16.71
307,10/19/20 04:44:50 PM,33232.5,35621.4,16.70
308,10/19/20 04:45:00 PM,33232.5,35564.2,16.71
309,10/19/20 04:45:10 PM,33232.5,35551.9,16.70
310,10/19/20 04:45:20 PM,33232.5,35605.1,16.71
311,10/19/20 04:45:30 PM,33232.5,35556.0,16.70
312,10/19/20 04:45:40 PM,33232.5,35625.5,16.70
313,10/19/20 04:45:50 PM,33232.5,35568.2,16.70
314,10/19/20 04:46:00 PM,33232.5,35568.2,16.70
315,10/19/20 04:46:10 PM,33232.5,35609.1,16.70
316,10/19/20 04:46:20 PM,33232.5,35592.8,16.70
317,10/19/20 04:46:30 PM,33232.5,35596.9,16.71
318,10/19/20 04:46:40 PM,33232.5,35588.7,16.70
319,10/19/20 04:46:50 PM,33232.5,35592.8,16.70
320,10/19/20 04:47:00 PM,33232.5,35609.1,16.70
321,10/19/20 04:47:10 PM,33232.5,35547.8,16.70
322,10/19/20 04:47:20 PM,33232.5,35551.9,16.70
323,10/19/20 04:47:30 PM,33232.5,35551.9,16.71
324,10/19/20 04:47:40 PM,33232.5,35629.6,16.71
325,10/19/20 04:47:50 PM,33232.5,35592.8,16.70
326,10/19/20 04:48:00 PM,33232.5,35617.3,16.71
327,10/19/20 04:48:10 PM,33232.5,35580.5,16.71
328,10/19/20 04:48:20 PM,33232.5,35601.0,16.70
329,10/19/20 04:48:30 PM,33232.5,35580.5,16.70
330,10/19/20 04:48:40 PM,33232.5,35613.2,16.71
331,10/19/20 04:48:50 PM,33232.5,35617.3,16.70
332,10/19/20 04:49:00 PM,33232.5,35551.9,16.70
333,10/19/20 04:49:10 PM,33232.5,35572.3,16.71
334,10/19/20 04:49:20 PM,33232.5,35580.5,16.71
335,10/19/20 04:49:30 PM,33232.5,35605.1,16.71
336,10/19/20 04:49:40 PM,33232.5,35613.2,16.71
337,10/19/20 04:49:50 PM,33232.5,35592.8,16.71
338,10/19/20 04:50:00 PM,33232.5,35666.5,16.71
339,10/19/20 04:50:10 PM,33232.5,35592.8,16.71
340,10/19/20 04:50:20 PM,33232.5,35596.9,16.71
341,10/19/20 04:50:30 PM,33232.5,35621.4,16.71
342,10/19/20 04:50:40 PM,33232.5,35609.1,16.71
343,10/19/20 04:50:50 PM,33232.5,35580.5,16.71
344,10/19/20 04:51:00 PM,33232.5,35641.9,16.71
345,10/19/20 04:51:10 PM,33232.5,35588.7,16.71
346,10/19/20 04:51:20 PM,33232.5,35572.3,16.71
347,10/19/20 04:51:30 PM,33232.5,35613.2,16.71
348,10/19/20 04:51:40 PM,33232.5,35613.2,16.71
349,10/19/20 04:51:50 PM,33232.5,35601.0,16.71
350,10/19/20 04:52:00 PM,33232.5,35605.1,16.71
351,10/19/20 04:52:10 PM,33232.5,35605.1,16.71
352,10/19/20 04:52:20 PM,33232.5,35641.9,16.71
353,10/19/20 04:52:30 PM,33232.5,35588.7,16.72
354,10/19/20 04:52:40 PM,33232.5,35658.3,16.72
355,10/19/20 04:52:50 PM,33232.5,35617.3,16.71
356,10/19/20 04:53:00 PM,33232.5,35592.8,16.71
357,10/19/20 04:53:10 PM,33232.5,35592.8,16.72
358,10/19/20 04:53:20 PM,33232.5,35584.6,16.72
359,10/19/20 04:53:30 PM,33232.5,35572.3,16.72
360,10/19/20 04:53:40 PM,33232.5,35629.6,16.72
361,10/19/20 04:53:50 PM,33232.5,35596.9,16.72
362,10/19/20 04:54:00 PM,33232.5,35576.4,16.72
363,10/19/20 04:54:10 PM,33232.5,35572.3,16.72
364,10/19/20 04:54:20 PM,33232.5,35613.2,16.72
365,10/19/20 04:54:30 PM,33232.5,35580.5,16.72
366,10/19/20 04:54:40 PM,33232.5,35592.8,16.72
367,10/19/20 04:54:50 PM,33232.5,35613.2,16.72
368,10/19/20 04:55:00 PM,33232.5,35613.2,16.72
369,10/19/20 04:55:10 PM,33232.5,35629.6,16.72
370,10/19/20 04:55:20 PM,33232.5,35592.8,16.72
371,10/19/20 04:55:30 PM,33232.5,35560.1,16.72
372,10/19/20 04:55:40 PM,33232.5,35596.9,16.72
373,10/19/20 04:55:50 PM,33232.5,35596.9,16.72
374,10/19/20 04:56:00 PM,33232.5,35613.2,16.72
375,10/19/20 04:56:10 PM,33232.5,35560.1,16.72
376,10/19/20 04:56:20 PM,33232.5,35613.2,16.72
377,10/19/20 04:56:30 PM,33232.5,35601.0,16.72
378,10/19/20 04:56:40 PM,33232.5,35588.7,16.72
379,10/19/20 04:56:50 PM,33232.5,35576.4,16.72
380,10/19/20 04:57:00 PM,33232.5,35564.2,16.73
381,10/19/20 04:57:10 PM,33232.5,35625.5,16.72
382,10/19/20 04:57:20 PM,33232.5,35588.7,16.72
383,10/19/20 04:57:30 PM,33232.5,35625.5,16.72
384,10/19/20 04:57:40 PM,33232.5,35601.0,16.72
385,10/19/20 04:57:50 PM,33232.5,35637.8,16.73
386,10/19/20 04:58:00 PM,33232.5,35576.4,16.72
387,10/19/20 04:58:10 PM,33232.5,35576.4,16.72
388,10/19/20 04:58:20 PM,33232.5,35588.7,16.72
389,10/19/20 04:58:30 PM,33232.5,35596.9,16.72
390,10/19/20 04:58:40 PM,33232.5,35596.9,16.73
391,10/19/20 04:58:50 PM,33232.5,35629.6,16.72
392,10/19/20 04:59:00 PM,6913.1,6630.7,17.04
393,10/19/20 04:59:10 PM,6953.9,6665.6,17.12
394,10/19/20 04:59:20 PM,33232.5,35621.4,16.89
395,10/19/20 04:59:30 PM,33232.5,35670.6,16.97
396,10/19/20 04:59:40 PM,33232.5,35720.0,16.96
397,10/19/20 04:59:50 PM,33232.5,35695.3,16.92
398,10/19/20 05:00:00 PM,33232.5,35703.5,16.89
399,10/19/20 05:00:10 PM,33232.5,35691.2,16.89
400,10/19/20 05:00:20 PM,33232.5,35695.3,16.89
401,10/19/20 05:00:30 PM,33232.5,35674.7,16.89
402,10/19/20 05:00:40 PM,33232.5,35683.0,16.89
403,10/19/20 05:00:50 PM,33232.5,35691.2,16.89
404,10/19/20 05:01:00 PM,33232.5,35654.2,16.89
405,10/19/20 05:01:10 PM,33232.5,35637.8,16.89
406,10/19/20 05:01:20 PM,33232.5,35678.9,16.89
407,10/19/20 05:01:30 PM,33232.5,35691.2,16.89
408,10/19/20 05:01:40 PM,33232.5,35678.9,16.88
409,10/19/20 05:01:50 PM,33232.5,35678.9,16.88
410,10/19/20 05:02:00 PM,33232.5,35695.3,16.88
411,10/19/20 05:02:10 PM,33232.5,35662.4,16.88
412,10/19/20 05:02:20 PM,33232.5,35678.9,16.87
413,10/19/20 05:02:30 PM,33232.5,35691.2,16.87
414,10/19/20 05:02:40 PM,33232.5,35584.6,16.79
415,10/19/20 05:02:50 PM,33232.5,36135.3,17.48
416,10/19/20 05:03:00 PM,33232.5,36014.0,17.42
417,10/19/20 05:03:10 PM,33232.5,36122.7,17.52
418,10/19/20 05:03:20 PM,33232.5,36156.2,17.60
419,10/19/20 05:03:30 PM,33232.5,36118.5,17.60
420,10/19/20 05:03:40 PM,33232.5,36118.5,17.60
421,10/19/20 05:03:50 PM,33232.5,36114.3,17.63
422,10/19/20 05:04:00 PM,33232.5,36101.8,17.63
423,10/19/20 05:04:10 PM,33232.5,36126.9,17.66
424,10/19/20 05:04:20 PM,33232.5,36156.2,17.68
425,10/19/20 05:04:30 PM,33232.5,36135.3,17.69
426,10/19/20 05:04:40 PM,33232.5,36147.8,17.72
427,10/19/20 05:04:50 PM,33232.5,36105.9,17.72
428,10/19/20 05:05:00 PM,33232.5,36160.4,17.72
429,10/19/20 05:05:10 PM,33232.5,36147.8,17.67
430,10/19/20 05:05:20 PM,33232.5,36114.3,17.59
431,10/19/20 05:05:30 PM,33232.5,35984.9,17.46
432,10/19/20 05:05:40 PM,33232.5,35955.7,17.45
433,10/19/20 05:05:50 PM,33232.5,35922.5,17.30
434,10/19/20 05:06:00 PM,33232.5,35843.7,17.27
435,10/19/20 05:06:10 PM,33232.5,35810.7,17.13
436,10/19/20 05:06:20 PM,33232.5,35724.1,17.02
437,10/19/20 05:06:30 PM,33232.5,35646.0,16.96
438,10/19/20 05:06:40 PM,33232.5,35613.2,16.82
439,10/19/20 05:06:50 PM,33232.5,35625.5,16.79
440,10/19/20 05:07:00 PM,33232.5,35650.1,16.87
441,10/19/20 05:07:10 PM,33232.5,35458.2,16.60
442,10/19/20 05:07:20 PM,33232.5,35364.9,16.43
443,10/19/20 05:07:30 PM,33232.5,35364.9,16.37
444,10/19/20 05:07:40 PM,33232.5,35446.0,16.51
445,10/19/20 05:07:50 PM,33232.5,35280.0,16.27
