date,AbsPressure,TempInSitu,Depth,Serial
2020-03-06T14:56:40Z,147.434,16.618,4.577,872
2020-03-06T14:56:50Z,147.468,16.618,4.58,872
2020-03-06T14:57:00Z,147.851,16.618,4.618,872
2020-03-06T14:57:10Z,147.667,16.618,4.6,872
2020-03-06T14:57:20Z,147.834,16.618,4.617,872
2020-03-06T14:57:30Z,147.867,16.618,4.62,872
2020-03-06T14:57:40Z,147.734,16.618,4.607,872
2020-03-06T14:57:50Z,147.884,16.618,4.622,872
2020-03-06T14:58:00Z,147.817,16.618,4.615,872
2020-03-06T14:58:10Z,147.751,16.618,4.609,872
2020-03-06T14:58:20Z,147.984,16.618,4.632,872
2020-03-06T14:58:30Z,147.817,16.618,4.615,872
2020-03-06T14:58:40Z,148.134,16.618,4.647,872
2020-03-06T14:58:50Z,147.95,16.618,4.628,872
2020-03-06T14:59:00Z,147.784,16.618,4.612,872
2020-03-06T14:59:10Z,147.667,16.618,4.6,872
2020-03-06T14:59:20Z,147.617,16.618,4.595,872
2020-03-06T14:59:30Z,147.667,16.618,4.6,872
2020-03-06T14:59:40Z,147.617,16.618,4.595,872
2020-03-06T14:59:50Z,147.767,16.618,4.61,872
2020-03-06T15:00:00Z,147.984,16.618,4.632,872
2020-03-06T15:00:10Z,147.801,16.618,4.613,872
2020-03-06T15:00:20Z,147.934,16.618,4.627,872
2020-03-06T15:00:30Z,147.95,16.618,4.628,872
2020-03-06T15:00:40Z,147.634,16.618,4.597,872
2020-03-06T15:00:50Z,147.751,16.618,4.609,872
2020-03-06T15:01:00Z,147.834,16.618,4.617,872
2020-03-06T15:01:10Z,147.734,16.618,4.607,872
2020-03-06T15:01:20Z,147.884,16.618,4.622,872
2020-03-06T15:01:30Z,147.917,16.618,4.625,872
2020-03-06T15:01:40Z,147.851,16.618,4.618,872
2020-03-06T15:01:50Z,147.934,16.618,4.627,872
2020-03-06T15:02:00Z,148.034,16.618,4.637,872
2020-03-06T15:02:10Z,147.851,16.618,4.618,872
2020-03-06T15:02:20Z,147.684,16.618,4.602,872
2020-03-06T15:02:30Z,147.701,16.618,4.604,872
2020-03-06T15:02:40Z,147.934,16.618,4.627,872
2020-03-06T15:02:50Z,147.917,16.618,4.625,872
2020-03-06T15:03:00Z,147.967,16.618,4.63,872
2020-03-06T15:03:10Z,148.134,16.618,4.647,872
2020-03-06T15:03:20Z,148.117,16.618,4.645,872
2020-03-06T15:03:30Z,148.084,16.618,4.642,872
2020-03-06T15:03:40Z,147.967,16.618,4.63,872
2020-03-06T15:03:50Z,147.867,16.618,4.62,872
2020-03-06T15:04:00Z,147.717,16.618,4.605,872
2020-03-06T15:04:10Z,147.787,16.713,4.612,872
2020-03-06T15:04:20Z,147.92,16.713,4.625,872
2020-03-06T15:04:30Z,147.9,16.618,4.623,872
2020-03-06T15:04:40Z,147.854,16.713,4.619,872
2020-03-06T15:04:50Z,148.004,16.713,4.634,872
2020-03-06T15:05:00Z,148.17,16.713,4.65,872
2020-03-06T15:05:10Z,148.07,16.713,4.64,872
2020-03-06T15:05:20Z,148.037,16.713,4.637,872
2020-03-06T15:05:30Z,148.137,16.713,4.647,872
2020-03-06T15:05:40Z,148.154,16.713,4.649,872
2020-03-06T15:05:50Z,148.054,16.713,4.639,872
2020-03-06T15:06:00Z,148.054,16.713,4.639,872
2020-03-06T15:06:10Z,148.037,16.713,4.637,872
2020-03-06T15:06:20Z,148.02,16.713,4.635,872
2020-03-06T15:06:30Z,148.054,16.713,4.639,872
2020-03-06T15:06:40Z,148.02,16.713,4.635,872
2020-03-06T15:06:50Z,148.104,16.713,4.644,872
2020-03-06T15:07:00Z,148.403,16.713,4.673,872
2020-03-06T15:07:10Z,148.253,16.713,4.658,872
2020-03-06T15:07:20Z,148.137,16.713,4.647,872
2020-03-06T15:07:30Z,148.004,16.713,4.634,872
2020-03-06T15:07:40Z,147.987,16.713,4.632,872
2020-03-06T15:07:50Z,148.154,16.713,4.649,872
2020-03-06T15:08:00Z,148.154,16.713,4.649,872
2020-03-06T15:08:10Z,148.087,16.713,4.642,872
2020-03-06T15:08:20Z,148.104,16.713,4.644,872
2020-03-06T15:08:30Z,148.137,16.713,4.647,872
2020-03-06T15:08:40Z,148.287,16.713,4.662,872
2020-03-06T15:08:50Z,148.437,16.713,4.677,872
2020-03-06T15:09:00Z,148.187,16.713,4.652,872
2020-03-06T15:09:10Z,148.087,16.713,4.642,872
2020-03-06T15:09:20Z,148.054,16.713,4.639,872
2020-03-06T15:09:30Z,148.137,16.713,4.647,872
2020-03-06T15:09:40Z,148.22,16.713,4.655,872
2020-03-06T15:09:50Z,148.27,16.713,4.66,872
2020-03-06T15:10:00Z,148.287,16.713,4.662,872
2020-03-06T15:10:10Z,148.47,16.713,4.68,872
2020-03-06T15:10:20Z,148.303,16.713,4.663,872
2020-03-06T15:10:30Z,148.353,16.713,4.668,872
2020-03-06T15:10:40Z,148.253,16.713,4.658,872
2020-03-06T15:10:50Z,148.087,16.713,4.642,872
2020-03-06T15:11:00Z,148.17,16.713,4.65,872
2020-03-06T15:11:10Z,148.17,16.713,4.65,872
2020-03-06T15:11:20Z,148.204,16.713,4.654,872
2020-03-06T15:11:30Z,148.503,16.713,4.683,872
2020-03-06T15:11:40Z,148.487,16.713,4.682,872
2020-03-06T15:11:50Z,148.62,16.713,4.695,872
2020-03-06T15:12:00Z,148.52,16.713,4.685,872
2020-03-06T15:12:10Z,148.453,16.713,4.678,872
2020-03-06T15:12:20Z,148.42,16.713,4.675,872
2020-03-06T15:12:30Z,148.387,16.713,4.672,872
2020-03-06T15:12:40Z,148.237,16.713,4.657,872
2020-03-06T15:12:50Z,148.204,16.713,4.654,872
2020-03-06T15:13:00Z,148.17,16.713,4.65,872
2020-03-06T15:13:10Z,148.487,16.713,4.682,872
2020-03-06T15:13:20Z,148.687,16.713,4.702,872
2020-03-06T15:13:30Z,148.62,16.713,4.695,872
2020-03-06T15:13:40Z,148.487,16.713,4.682,872
2020-03-06T15:13:50Z,148.603,16.713,4.693,872
2020-03-06T15:14:00Z,148.537,16.713,4.687,872
2020-03-06T15:14:10Z,148.47,16.713,4.68,872
2020-03-06T15:14:20Z,148.587,16.713,4.692,872
2020-03-06T15:14:30Z,148.553,16.713,4.688,872
2020-03-06T15:14:40Z,148.57,16.713,4.69,872
2020-03-06T15:14:50Z,148.587,16.713,4.692,872
2020-03-06T15:15:00Z,148.487,16.713,4.682,872
2020-03-06T15:15:10Z,148.237,16.713,4.657,872
2020-03-06T15:15:20Z,148.237,16.713,4.657,872
2020-03-06T15:15:30Z,148.32,16.713,4.665,872
2020-03-06T15:15:40Z,148.437,16.713,4.677,872
2020-03-06T15:15:50Z,148.453,16.713,4.678,872
2020-03-06T15:16:00Z,148.67,16.713,4.7,872
2020-03-06T15:16:10Z,148.787,16.713,4.712,872
2020-03-06T15:16:20Z,148.587,16.713,4.692,872
2020-03-06T15:16:30Z,148.72,16.713,4.705,872
2020-03-06T15:16:40Z,148.753,16.713,4.708,872
2020-03-06T15:16:50Z,148.637,16.713,4.697,872
2020-03-06T15:17:00Z,148.503,16.713,4.683,872
2020-03-06T15:17:10Z,148.57,16.713,4.69,872
2020-03-06T15:17:20Z,148.603,16.713,4.693,872
2020-03-06T15:17:30Z,148.57,16.713,4.69,872
2020-03-06T15:17:40Z,148.853,16.713,4.718,872
2020-03-06T15:17:50Z,148.787,16.713,4.712,872
2020-03-06T15:18:00Z,148.62,16.713,4.695,872
2020-03-06T15:18:10Z,148.72,16.713,4.705,872
2020-03-06T15:18:20Z,148.703,16.713,4.703,872
2020-03-06T15:18:30Z,148.637,16.713,4.697,872
2020-03-06T15:18:40Z,148.67,16.713,4.7,872
2020-03-06T15:18:50Z,148.653,16.713,4.698,872
2020-03-06T15:19:00Z,148.637,16.713,4.697,872
2020-03-06T15:19:10Z,148.62,16.713,4.695,872
2020-03-06T15:19:20Z,148.67,16.713,4.7,872
2020-03-06T15:19:30Z,148.77,16.713,4.71,872
2020-03-06T15:19:40Z,148.853,16.713,4.718,872
2020-03-06T15:19:50Z,148.887,16.713,4.722,872
2020-03-06T15:20:00Z,148.92,16.713,4.725,872
2020-03-06T15:20:10Z,148.92,16.713,4.725,872
2020-03-06T15:20:20Z,148.787,16.713,4.712,872
2020-03-06T15:20:30Z,148.587,16.713,4.692,872
2020-03-06T15:20:40Z,148.587,16.713,4.692,872
2020-03-06T15:20:50Z,148.553,16.713,4.688,872
2020-03-06T15:21:00Z,148.553,16.713,4.688,872
2020-03-06T15:21:10Z,148.587,16.713,4.692,872
2020-03-06T15:21:20Z,148.72,16.713,4.705,872
2020-03-06T15:21:30Z,148.887,16.713,4.722,872
2020-03-06T15:21:40Z,148.887,16.713,4.722,872
2020-03-06T15:21:50Z,149.07,16.713,4.74,872
2020-03-06T15:22:00Z,149.153,16.713,4.748,872
2020-03-06T15:22:10Z,149.136,16.713,4.746,872
2020-03-06T15:22:20Z,149.186,16.713,4.751,872
2020-03-06T15:22:30Z,148.97,16.713,4.73,872
2020-03-06T15:22:40Z,148.97,16.713,4.73,872
2020-03-06T15:22:50Z,149.02,16.713,4.735,872
2020-03-06T15:23:00Z,148.953,16.713,4.728,872
2020-03-06T15:23:10Z,148.82,16.713,4.715,872
2020-03-06T15:23:20Z,148.887,16.713,4.722,872
2020-03-06T15:23:30Z,149.02,16.713,4.735,872
2020-03-06T15:23:40Z,149.02,16.713,4.735,872
2020-03-06T15:23:50Z,148.82,16.713,4.715,872
2020-03-06T15:24:00Z,148.92,16.713,4.725,872
2020-03-06T15:24:10Z,148.753,16.713,4.708,872
2020-03-06T15:24:20Z,149.003,16.713,4.733,872
2020-03-06T15:24:30Z,149.103,16.713,4.743,872
2020-03-06T15:24:40Z,149.286,16.713,4.761,872
2020-03-06T15:24:50Z,149.236,16.713,4.756,872
2020-03-06T15:25:00Z,149.136,16.713,4.746,872
2020-03-06T15:25:10Z,149.153,16.713,4.748,872
2020-03-06T15:25:20Z,149.02,16.713,4.735,872
2020-03-06T15:25:30Z,148.986,16.713,4.731,872
2020-03-06T15:25:40Z,148.87,16.713,4.72,872
2020-03-06T15:25:50Z,148.87,16.713,4.72,872
2020-03-06T15:26:00Z,149.036,16.713,4.736,872
2020-03-06T15:26:10Z,149.02,16.713,4.735,872
2020-03-06T15:26:20Z,149.036,16.713,4.736,872
2020-03-06T15:26:30Z,149.136,16.713,4.746,872
2020-03-06T15:26:40Z,149.303,16.713,4.763,872
2020-03-06T15:26:50Z,149.286,16.713,4.761,872
2020-03-06T15:27:00Z,149.136,16.713,4.746,872
2020-03-06T15:27:10Z,148.97,16.713,4.73,872
2020-03-06T15:27:20Z,149.086,16.713,4.741,872
2020-03-06T15:27:30Z,149.12,16.713,4.745,872
2020-03-06T15:27:40Z,149.136,16.713,4.746,872
2020-03-06T15:27:50Z,149.303,16.713,4.763,872
2020-03-06T15:28:00Z,149.286,16.713,4.761,872
2020-03-06T15:28:10Z,149.07,16.713,4.74,872
2020-03-06T15:28:20Z,149.303,16.713,4.763,872
2020-03-06T15:28:30Z,149.236,16.713,4.756,872
2020-03-06T15:28:40Z,149.036,16.713,4.736,872
2020-03-06T15:28:50Z,149.136,16.713,4.746,872
2020-03-06T15:29:00Z,149.22,16.713,4.755,872
2020-03-06T15:29:10Z,149.103,16.713,4.743,872
2020-03-06T15:29:20Z,149.136,16.713,4.746,872
2020-03-06T15:29:30Z,149.253,16.713,4.758,872
2020-03-06T15:29:40Z,149.353,16.713,4.768,872
2020-03-06T15:29:50Z,149.503,16.713,4.783,872
2020-03-06T15:30:00Z,149.353,16.713,4.768,872
2020-03-06T15:30:10Z,149.22,16.713,4.755,872
2020-03-06T15:30:20Z,149.42,16.713,4.775,872
2020-03-06T15:30:30Z,149.286,16.713,4.761,872
2020-03-06T15:30:40Z,149.27,16.713,4.76,872
2020-03-06T15:30:50Z,149.17,16.713,4.75,872
2020-03-06T15:31:00Z,149.236,16.713,4.756,872
2020-03-06T15:31:10Z,149.386,16.713,4.771,872
2020-03-06T15:31:20Z,149.503,16.713,4.783,872
2020-03-06T15:31:30Z,149.436,16.713,4.776,872
2020-03-06T15:31:40Z,149.253,16.713,4.758,872
2020-03-06T15:31:50Z,149.153,16.713,4.748,872
2020-03-06T15:32:00Z,149.12,16.713,4.745,872
2020-03-06T15:32:10Z,149.436,16.713,4.776,872
2020-03-06T15:32:20Z,149.153,16.713,4.748,872
2020-03-06T15:32:30Z,149.29,16.808,4.762,872
2020-03-06T15:32:40Z,149.503,16.713,4.783,872
2020-03-06T15:32:50Z,149.737,16.713,4.806,872
2020-03-06T15:33:00Z,149.57,16.713,4.789,872
2020-03-06T15:33:10Z,149.637,16.713,4.796,872
2020-03-06T15:33:20Z,149.753,16.713,4.808,872
2020-03-06T15:33:30Z,149.603,16.713,4.793,872
2020-03-06T15:33:40Z,149.47,16.713,4.78,872
2020-03-06T15:33:50Z,149.27,16.713,4.76,872
2020-03-06T15:34:00Z,149.136,16.713,4.746,872
2020-03-06T15:34:10Z,149.386,16.713,4.771,872
2020-03-06T15:34:20Z,149.47,16.713,4.78,872
2020-03-06T15:34:30Z,149.603,16.713,4.793,872
2020-03-06T15:34:40Z,149.87,16.713,4.819,872
2020-03-06T15:34:50Z,149.737,16.713,4.806,872
2020-03-06T15:35:00Z,149.57,16.713,4.789,872
2020-03-06T15:35:10Z,149.47,16.713,4.78,872
2020-03-06T15:35:20Z,149.386,16.713,4.771,872
2020-03-06T15:35:30Z,149.453,16.713,4.778,872
2020-03-06T15:35:40Z,149.62,16.713,4.794,872
2020-03-06T15:35:50Z,149.553,16.713,4.788,872
2020-03-06T15:36:00Z,149.623,16.808,4.795,872
2020-03-06T15:36:10Z,149.89,16.808,4.821,872
2020-03-06T15:36:20Z,149.887,16.713,4.821,872
2020-03-06T15:36:30Z,149.773,16.808,4.81,872
2020-03-06T15:36:40Z,149.623,16.808,4.795,872
2020-03-06T15:36:50Z,149.623,16.808,4.795,872
2020-03-06T15:37:00Z,149.657,16.808,4.798,872
2020-03-06T15:37:10Z,149.507,16.808,4.783,872
2020-03-06T15:37:20Z,149.54,16.808,4.786,872
2020-03-06T15:37:30Z,149.64,16.808,4.796,872
2020-03-06T15:37:40Z,149.737,16.713,4.806,872
2020-03-06T15:37:50Z,149.757,16.808,4.808,872
2020-03-06T15:38:00Z,149.973,16.808,4.83,872
2020-03-06T15:38:10Z,149.723,16.808,4.805,872
2020-03-06T15:38:20Z,149.79,16.808,4.811,872
2020-03-06T15:38:30Z,149.74,16.808,4.806,872
2020-03-06T15:38:40Z,149.723,16.808,4.805,872
2020-03-06T15:38:50Z,149.823,16.808,4.815,872
2020-03-06T15:39:00Z,149.773,16.808,4.81,872
2020-03-06T15:39:10Z,149.84,16.808,4.816,872
2020-03-06T15:39:20Z,149.84,16.808,4.816,872
2020-03-06T15:39:30Z,149.873,16.808,4.82,872
2020-03-06T15:39:40Z,149.807,16.808,4.813,872
2020-03-06T15:39:50Z,149.773,16.808,4.81,872
2020-03-06T15:40:00Z,149.74,16.808,4.806,872
2020-03-06T15:40:10Z,149.74,16.808,4.806,872
2020-03-06T15:40:20Z,149.573,16.808,4.79,872
2020-03-06T15:40:30Z,149.84,16.808,4.816,872
2020-03-06T15:40:40Z,150.023,16.808,4.835,872
2020-03-06T15:40:50Z,149.79,16.808,4.811,872
2020-03-06T15:41:00Z,149.89,16.808,4.821,872
2020-03-06T15:41:10Z,150.073,16.808,4.84,872
2020-03-06T15:41:20Z,150.14,16.808,4.846,872
2020-03-06T15:41:30Z,150.023,16.808,4.835,872
2020-03-06T15:41:40Z,149.957,16.808,4.828,872
2020-03-06T15:41:50Z,150.007,16.808,4.833,872
2020-03-06T15:42:00Z,149.857,16.808,4.818,872
2020-03-06T15:42:10Z,149.823,16.808,4.815,872
2020-03-06T15:42:20Z,149.64,16.808,4.796,872
2020-03-06T15:42:30Z,149.807,16.808,4.813,872
2020-03-06T15:42:40Z,149.923,16.808,4.825,872
2020-03-06T15:42:50Z,149.99,16.808,4.831,872
2020-03-06T15:43:00Z,150.14,16.808,4.846,872
2020-03-06T15:43:10Z,150.09,16.808,4.841,872
2020-03-06T15:43:20Z,150.207,16.808,4.853,872
2020-03-06T15:43:30Z,150.173,16.808,4.849,872
2020-03-06T15:43:40Z,150.057,16.808,4.838,872
2020-03-06T15:43:50Z,150.107,16.808,4.843,872
2020-03-06T15:44:00Z,149.907,16.808,4.823,872
2020-03-06T15:44:10Z,149.823,16.808,4.815,872
2020-03-06T15:44:20Z,150.04,16.808,4.836,872
2020-03-06T15:44:30Z,150.19,16.808,4.851,872
2020-03-06T15:44:40Z,149.907,16.808,4.823,872
2020-03-06T15:44:50Z,150.023,16.808,4.835,872
2020-03-06T15:45:00Z,150.04,16.808,4.836,872
2020-03-06T15:45:10Z,149.957,16.808,4.828,872
2020-03-06T15:45:20Z,149.857,16.808,4.818,872
2020-03-06T15:45:30Z,149.99,16.808,4.831,872
2020-03-06T15:45:40Z,150.007,16.808,4.833,872
2020-03-06T15:45:50Z,150.19,16.808,4.851,872
2020-03-06T15:46:00Z,150.324,16.808,4.864,872
2020-03-06T15:46:10Z,150.19,16.808,4.851,872
2020-03-06T15:46:20Z,150.207,16.808,4.853,872
2020-03-06T15:46:30Z,150.173,16.808,4.849,872
2020-03-06T15:46:40Z,150.173,16.808,4.849,872
2020-03-06T15:46:50Z,149.957,16.808,4.828,872
2020-03-06T15:47:00Z,150.04,16.808,4.836,872
2020-03-06T15:47:10Z,150.04,16.808,4.836,872
2020-03-06T15:47:20Z,150.073,16.808,4.84,872
2020-03-06T15:47:30Z,150.24,16.808,4.856,872
2020-03-06T15:47:40Z,150.123,16.808,4.844,872
2020-03-06T15:47:50Z,150.157,16.808,4.848,872
2020-03-06T15:48:00Z,150.39,16.808,4.871,872
2020-03-06T15:48:10Z,150.224,16.808,4.855,872
2020-03-06T15:48:20Z,150.224,16.808,4.855,872
2020-03-06T15:48:30Z,150.424,16.808,4.874,872
2020-03-06T15:48:40Z,150.324,16.808,4.864,872
2020-03-06T15:48:50Z,150.407,16.808,4.873,872
2020-03-06T15:49:00Z,150.557,16.808,4.888,872
2020-03-06T15:49:10Z,150.39,16.808,4.871,872
2020-03-06T15:49:20Z,150.457,16.808,4.878,872
2020-03-06T15:49:30Z,150.49,16.808,4.881,872
2020-03-06T15:49:40Z,150.29,16.808,4.861,872
2020-03-06T15:49:50Z,150.19,16.808,4.851,872
2020-03-06T15:50:00Z,149.99,16.808,4.831,872
2020-03-06T15:50:10Z,150.007,16.808,4.833,872
2020-03-06T15:50:20Z,150.19,16.808,4.851,872
2020-03-06T15:50:30Z,150.424,16.808,4.874,872
2020-03-06T15:50:40Z,150.307,16.808,4.863,872
2020-03-06T15:50:50Z,150.374,16.808,4.869,872
2020-03-06T15:51:00Z,150.557,16.808,4.888,872
2020-03-06T15:51:10Z,150.507,16.808,4.883,872
2020-03-06T15:51:20Z,150.34,16.808,4.866,872
2020-03-06T15:51:30Z,150.507,16.808,4.883,872
2020-03-06T15:51:40Z,150.674,16.808,4.899,872
2020-03-06T15:51:50Z,150.641,16.808,4.896,872
2020-03-06T15:52:00Z,150.374,16.808,4.869,872
2020-03-06T15:52:10Z,150.324,16.808,4.864,872
2020-03-06T15:52:20Z,150.357,16.808,4.868,872
2020-03-06T15:52:30Z,150.474,16.808,4.879,872
2020-03-06T15:52:40Z,150.24,16.808,4.856,872
2020-03-06T15:52:50Z,150.173,16.808,4.849,872
2020-03-06T15:53:00Z,150.357,16.808,4.868,872
2020-03-06T15:53:10Z,150.507,16.808,4.883,872
2020-03-06T15:53:20Z,150.691,16.808,4.901,872
2020-03-06T15:53:30Z,150.724,16.808,4.904,872
2020-03-06T15:53:40Z,150.674,16.808,4.899,872
2020-03-06T15:53:50Z,150.607,16.808,4.893,872
2020-03-06T15:54:00Z,150.724,16.808,4.904,872
2020-03-06T15:54:10Z,150.657,16.808,4.898,872
2020-03-06T15:54:20Z,150.574,16.808,4.889,872
2020-03-06T15:54:30Z,150.607,16.808,4.893,872
2020-03-06T15:54:40Z,150.724,16.808,4.904,872
2020-03-06T15:54:50Z,150.724,16.808,4.904,872
2020-03-06T15:55:00Z,150.624,16.808,4.894,872
2020-03-06T15:55:10Z,150.707,16.808,4.903,872
2020-03-06T15:55:20Z,150.49,16.808,4.881,872
2020-03-06T15:55:30Z,150.624,16.808,4.894,872
2020-03-06T15:55:40Z,150.741,16.808,4.906,872
2020-03-06T15:55:50Z,150.857,16.808,4.918,872
2020-03-06T15:56:00Z,150.841,16.808,4.916,872
