date,AbsPressure,TempInSitu,Depth,Serial
2020-03-06T19:27:20Z,160.834,16.237,5.91,872
2020-03-06T19:27:30Z,160.734,16.237,5.9,872
2020-03-06T19:27:40Z,160.65,16.237,5.892,872
2020-03-06T19:27:50Z,160.75,16.237,5.902,872
2020-03-06T19:28:00Z,160.683,16.237,5.895,872
2020-03-06T19:28:10Z,160.566,16.237,5.883,872
2020-03-06T19:28:20Z,160.398,16.237,5.867,872
2020-03-06T19:28:30Z,160.599,16.237,5.887,872
2020-03-06T19:28:40Z,160.801,16.237,5.907,872
2020-03-06T19:28:50Z,160.868,16.237,5.913,872
2020-03-06T19:29:00Z,160.633,16.237,5.89,872
2020-03-06T19:29:10Z,160.818,16.237,5.908,872
2020-03-06T19:29:20Z,160.834,16.237,5.91,872
2020-03-06T19:29:30Z,160.683,16.237,5.895,872
2020-03-06T19:29:40Z,160.75,16.237,5.902,872
2020-03-06T19:29:50Z,160.431,16.237,5.87,872
2020-03-06T19:30:00Z,160.801,16.237,5.907,872
2020-03-06T19:30:10Z,160.532,16.237,5.88,872
2020-03-06T19:30:20Z,160.851,16.237,5.912,872
2020-03-06T19:30:30Z,160.683,16.237,5.895,872
2020-03-06T19:30:40Z,160.65,16.237,5.892,872
2020-03-06T19:30:50Z,160.834,16.237,5.91,872
2020-03-06T19:31:00Z,160.784,16.237,5.905,872
2020-03-06T19:31:10Z,160.801,16.237,5.907,872
2020-03-06T19:31:20Z,160.801,16.237,5.907,872
2020-03-06T19:31:30Z,160.818,16.237,5.908,872
2020-03-06T19:31:40Z,160.633,16.237,5.89,872
2020-03-06T19:31:50Z,160.666,16.237,5.893,872
2020-03-06T19:32:00Z,160.717,16.237,5.898,872
2020-03-06T19:32:10Z,160.868,16.237,5.913,872
2020-03-06T19:32:20Z,160.683,16.237,5.895,872
2020-03-06T19:32:30Z,160.616,16.237,5.888,872
2020-03-06T19:32:40Z,160.666,16.237,5.893,872
2020-03-06T19:32:50Z,161.019,16.237,5.928,872
2020-03-06T19:33:00Z,160.75,16.237,5.902,872
2020-03-06T19:33:10Z,160.734,16.237,5.9,872
2020-03-06T19:33:20Z,160.75,16.237,5.902,872
2020-03-06T19:33:30Z,160.952,16.237,5.922,872
2020-03-06T19:33:40Z,160.566,16.237,5.883,872
2020-03-06T19:33:50Z,160.818,16.237,5.908,872
2020-03-06T19:34:00Z,160.633,16.237,5.89,872
2020-03-06T19:34:10Z,160.818,16.237,5.908,872
2020-03-06T19:34:20Z,160.851,16.237,5.912,872
2020-03-06T19:34:30Z,160.683,16.237,5.895,872
2020-03-06T19:34:40Z,160.498,16.237,5.877,872
2020-03-06T19:34:50Z,160.532,16.237,5.88,872
2020-03-06T19:35:00Z,160.868,16.237,5.913,872
2020-03-06T19:35:10Z,160.666,16.237,5.893,872
2020-03-06T19:35:20Z,160.885,16.237,5.915,872
2020-03-06T19:35:30Z,160.918,16.237,5.918,872
2020-03-06T19:35:40Z,160.717,16.237,5.898,872
2020-03-06T19:35:50Z,160.734,16.237,5.9,872
2020-03-06T19:36:00Z,160.885,16.237,5.915,872
2020-03-06T19:36:10Z,160.75,16.237,5.902,872
2020-03-06T19:36:20Z,160.801,16.237,5.907,872
2020-03-06T19:36:30Z,160.969,16.237,5.924,872
2020-03-06T19:36:40Z,160.666,16.237,5.893,872
2020-03-06T19:36:50Z,160.851,16.237,5.912,872
2020-03-06T19:37:00Z,160.834,16.237,5.91,872
2020-03-06T19:37:10Z,160.851,16.237,5.912,872
2020-03-06T19:37:20Z,160.515,16.237,5.878,872
2020-03-06T19:37:30Z,160.717,16.237,5.898,872
2020-03-06T19:37:40Z,160.666,16.237,5.893,872
2020-03-06T19:37:50Z,160.834,16.237,5.91,872
2020-03-06T19:38:00Z,161.036,16.237,5.93,872
2020-03-06T19:38:10Z,160.717,16.237,5.898,872
2020-03-06T19:38:20Z,160.851,16.237,5.912,872
2020-03-06T19:38:30Z,160.683,16.237,5.895,872
2020-03-06T19:38:40Z,160.767,16.237,5.903,872
2020-03-06T19:38:50Z,160.767,16.237,5.903,872
2020-03-06T19:39:00Z,160.65,16.237,5.892,872
2020-03-06T19:39:10Z,160.851,16.237,5.912,872
2020-03-06T19:39:20Z,160.784,16.237,5.905,872
2020-03-06T19:39:30Z,160.834,16.237,5.91,872
2020-03-06T19:39:40Z,160.885,16.237,5.915,872
2020-03-06T19:39:50Z,160.885,16.237,5.915,872
2020-03-06T19:40:00Z,160.636,16.332,5.89,872
2020-03-06T19:40:10Z,160.788,16.332,5.905,872
2020-03-06T19:40:20Z,160.72,16.332,5.899,872
2020-03-06T19:40:30Z,160.754,16.332,5.902,872
2020-03-06T19:40:40Z,161.023,16.332,5.929,872
2020-03-06T19:40:50Z,161.006,16.332,5.927,872
2020-03-06T19:41:00Z,161.124,16.332,5.939,872
2020-03-06T19:41:10Z,160.922,16.332,5.919,872
2020-03-06T19:41:20Z,161.023,16.332,5.929,872
2020-03-06T19:41:30Z,160.636,16.332,5.89,872
2020-03-06T19:41:40Z,160.771,16.332,5.904,872
2020-03-06T19:41:50Z,160.586,16.332,5.885,872
2020-03-06T19:42:00Z,160.62,16.332,5.889,872
2020-03-06T19:42:10Z,160.636,16.332,5.89,872
2020-03-06T19:42:20Z,160.771,16.332,5.904,872
2020-03-06T19:42:30Z,160.821,16.332,5.909,872
2020-03-06T19:42:40Z,160.788,16.332,5.905,872
2020-03-06T19:42:50Z,160.72,16.332,5.899,872
2020-03-06T19:43:00Z,160.687,16.332,5.895,872
2020-03-06T19:43:10Z,160.804,16.332,5.907,872
2020-03-06T19:43:20Z,160.704,16.332,5.897,872
2020-03-06T19:43:30Z,160.704,16.332,5.897,872
2020-03-06T19:43:40Z,160.905,16.332,5.917,872
2020-03-06T19:43:50Z,161.057,16.332,5.932,872
2020-03-06T19:44:00Z,160.905,16.332,5.917,872
2020-03-06T19:44:10Z,160.939,16.332,5.921,872
2020-03-06T19:44:20Z,160.804,16.332,5.907,872
2020-03-06T19:44:30Z,160.586,16.332,5.885,872
2020-03-06T19:44:40Z,160.586,16.332,5.885,872
2020-03-06T19:44:50Z,160.603,16.332,5.887,872
2020-03-06T19:45:00Z,160.687,16.332,5.895,872
2020-03-06T19:45:10Z,160.885,16.237,5.915,872
2020-03-06T19:45:20Z,161.137,16.237,5.94,872
2020-03-06T19:45:30Z,161.103,16.237,5.937,872
2020-03-06T19:45:40Z,161.036,16.237,5.93,872
2020-03-06T19:45:50Z,161.171,16.237,5.944,872
2020-03-06T19:46:00Z,161.12,16.237,5.939,872
2020-03-06T19:46:10Z,160.818,16.237,5.908,872
2020-03-06T19:46:20Z,160.969,16.237,5.924,872
2020-03-06T19:46:30Z,160.65,16.237,5.892,872
2020-03-06T19:46:40Z,160.7,16.237,5.897,872
2020-03-06T19:46:50Z,160.767,16.237,5.903,872
2020-03-06T19:47:00Z,160.834,16.237,5.91,872
2020-03-06T19:47:10Z,160.935,16.237,5.92,872
2020-03-06T19:47:20Z,161.053,16.237,5.932,872
2020-03-06T19:47:30Z,160.834,16.237,5.91,872
2020-03-06T19:47:40Z,160.801,16.237,5.907,872
2020-03-06T19:47:50Z,160.801,16.237,5.907,872
2020-03-06T19:48:00Z,160.969,16.237,5.924,872
2020-03-06T19:48:10Z,160.868,16.237,5.913,872
2020-03-06T19:48:20Z,160.75,16.237,5.902,872
2020-03-06T19:48:30Z,160.885,16.237,5.915,872
2020-03-06T19:48:40Z,160.784,16.237,5.905,872
2020-03-06T19:48:50Z,160.986,16.237,5.925,872
2020-03-06T19:49:00Z,160.717,16.237,5.898,872
2020-03-06T19:49:10Z,161.019,16.237,5.928,872
2020-03-06T19:49:20Z,160.851,16.237,5.912,872
2020-03-06T19:49:30Z,160.801,16.237,5.907,872
2020-03-06T19:49:40Z,160.784,16.237,5.905,872
2020-03-06T19:49:50Z,161.019,16.237,5.928,872
2020-03-06T19:50:00Z,160.834,16.237,5.91,872
2020-03-06T19:50:10Z,160.683,16.237,5.895,872
2020-03-06T19:50:20Z,160.851,16.237,5.912,872
2020-03-06T19:50:30Z,161.103,16.237,5.937,872
2020-03-06T19:50:40Z,161.036,16.237,5.93,872
2020-03-06T19:50:50Z,160.818,16.237,5.908,872
2020-03-06T19:51:00Z,160.986,16.237,5.925,872
2020-03-06T19:51:10Z,160.767,16.237,5.903,872
2020-03-06T19:51:20Z,160.784,16.237,5.905,872
2020-03-06T19:51:30Z,160.784,16.237,5.905,872
2020-03-06T19:51:40Z,160.935,16.237,5.92,872
2020-03-06T19:51:50Z,160.885,16.237,5.915,872
2020-03-06T19:52:00Z,160.885,16.237,5.915,872
2020-03-06T19:52:10Z,160.868,16.237,5.913,872
2020-03-06T19:52:20Z,161.087,16.237,5.935,872
2020-03-06T19:52:30Z,160.633,16.237,5.89,872
2020-03-06T19:52:40Z,160.969,16.237,5.924,872
2020-03-06T19:52:50Z,160.969,16.237,5.924,872
2020-03-06T19:53:00Z,160.767,16.237,5.903,872
2020-03-06T19:53:10Z,160.868,16.237,5.913,872
2020-03-06T19:53:20Z,160.75,16.237,5.902,872
2020-03-06T19:53:30Z,160.885,16.237,5.915,872
2020-03-06T19:53:40Z,161.019,16.237,5.928,872
2020-03-06T19:53:50Z,160.885,16.237,5.915,872
2020-03-06T19:54:00Z,160.885,16.237,5.915,872
2020-03-06T19:54:10Z,160.683,16.237,5.895,872
2020-03-06T19:54:20Z,160.549,16.237,5.882,872
2020-03-06T19:54:30Z,161.07,16.237,5.934,872
2020-03-06T19:54:40Z,160.902,16.237,5.917,872
2020-03-06T19:54:50Z,160.834,16.237,5.91,872
2020-03-06T19:55:00Z,160.986,16.237,5.925,872
2020-03-06T19:55:10Z,161.036,16.237,5.93,872
2020-03-06T19:55:20Z,160.834,16.237,5.91,872
2020-03-06T19:55:30Z,160.952,16.237,5.922,872
2020-03-06T19:55:40Z,160.952,16.237,5.922,872
2020-03-06T19:55:50Z,160.885,16.237,5.915,872
2020-03-06T19:56:00Z,160.717,16.237,5.898,872
2020-03-06T19:56:10Z,160.734,16.237,5.9,872
2020-03-06T19:56:20Z,161.053,16.237,5.932,872
2020-03-06T19:56:30Z,160.868,16.237,5.913,872
2020-03-06T19:56:40Z,160.902,16.237,5.917,872
2020-03-06T19:56:50Z,161.07,16.237,5.934,872
2020-03-06T19:57:00Z,160.902,16.237,5.917,872
2020-03-06T19:57:10Z,161.003,16.237,5.927,872
2020-03-06T19:57:20Z,160.767,16.237,5.903,872
2020-03-06T19:57:30Z,160.851,16.237,5.912,872
2020-03-06T19:57:40Z,160.784,16.237,5.905,872
2020-03-06T19:57:50Z,160.834,16.237,5.91,872
2020-03-06T19:58:00Z,160.734,16.237,5.9,872
2020-03-06T19:58:10Z,160.885,16.237,5.915,872
2020-03-06T19:58:20Z,160.986,16.237,5.925,872
2020-03-06T19:58:30Z,160.801,16.237,5.907,872
2020-03-06T19:58:40Z,160.834,16.237,5.91,872
2020-03-06T19:58:50Z,160.616,16.237,5.888,872
2020-03-06T19:59:00Z,160.834,16.237,5.91,872
2020-03-06T19:59:10Z,160.986,16.237,5.925,872
2020-03-06T19:59:20Z,160.717,16.237,5.898,872
2020-03-06T19:59:30Z,160.784,16.237,5.905,872
2020-03-06T19:59:40Z,160.784,16.237,5.905,872
2020-03-06T19:59:50Z,160.717,16.237,5.898,872
2020-03-06T20:00:00Z,160.834,16.237,5.91,872
2020-03-06T20:00:10Z,160.935,16.237,5.92,872
2020-03-06T20:00:20Z,160.969,16.237,5.924,872
2020-03-06T20:00:30Z,160.986,16.237,5.925,872
2020-03-06T20:00:40Z,160.952,16.237,5.922,872
2020-03-06T20:00:50Z,160.784,16.237,5.905,872
2020-03-06T20:01:00Z,161.204,16.237,5.947,872
2020-03-06T20:01:10Z,161.137,16.237,5.94,872
2020-03-06T20:01:20Z,161.238,16.237,5.95,872
2020-03-06T20:01:30Z,161.221,16.237,5.949,872
2020-03-06T20:01:40Z,160.986,16.237,5.925,872
2020-03-06T20:01:50Z,160.935,16.237,5.92,872
2020-03-06T20:02:00Z,160.952,16.237,5.922,872
2020-03-06T20:02:10Z,160.784,16.237,5.905,872
2020-03-06T20:02:20Z,160.918,16.237,5.918,872
2020-03-06T20:02:30Z,160.767,16.237,5.903,872
2020-03-06T20:02:40Z,160.616,16.237,5.888,872
2020-03-06T20:02:50Z,160.851,16.237,5.912,872
2020-03-06T20:03:00Z,160.801,16.237,5.907,872
2020-03-06T20:03:10Z,160.918,16.237,5.918,872
2020-03-06T20:03:20Z,160.902,16.237,5.917,872
2020-03-06T20:03:30Z,161.019,16.237,5.928,872
2020-03-06T20:03:40Z,160.868,16.237,5.913,872
2020-03-06T20:03:50Z,160.952,16.237,5.922,872
2020-03-06T20:04:00Z,160.868,16.237,5.913,872
2020-03-06T20:04:10Z,160.801,16.237,5.907,872
2020-03-06T20:04:20Z,160.65,16.237,5.892,872
2020-03-06T20:04:30Z,160.599,16.237,5.887,872
2020-03-06T20:04:40Z,160.834,16.237,5.91,872
2020-03-06T20:04:50Z,160.885,16.237,5.915,872
2020-03-06T20:05:00Z,160.952,16.237,5.922,872
2020-03-06T20:05:10Z,160.969,16.237,5.924,872
2020-03-06T20:05:20Z,161.171,16.237,5.944,872
2020-03-06T20:05:30Z,160.7,16.237,5.897,872
2020-03-06T20:05:40Z,160.868,16.237,5.913,872
2020-03-06T20:05:50Z,161.137,16.237,5.94,872
2020-03-06T20:06:00Z,160.734,16.237,5.9,872
2020-03-06T20:06:10Z,160.801,16.237,5.907,872
2020-03-06T20:06:20Z,160.834,16.237,5.91,872
2020-03-06T20:06:30Z,160.7,16.237,5.897,872
2020-03-06T20:06:40Z,160.935,16.237,5.92,872
2020-03-06T20:06:50Z,161.019,16.237,5.928,872
2020-03-06T20:07:00Z,160.801,16.237,5.907,872
2020-03-06T20:07:10Z,161.07,16.237,5.934,872
2020-03-06T20:07:20Z,161.053,16.237,5.932,872
2020-03-06T20:07:30Z,160.633,16.237,5.89,872
2020-03-06T20:07:40Z,160.935,16.237,5.92,872
2020-03-06T20:07:50Z,160.784,16.237,5.905,872
2020-03-06T20:08:00Z,160.801,16.237,5.907,872
2020-03-06T20:08:10Z,160.683,16.237,5.895,872
2020-03-06T20:08:20Z,160.885,16.237,5.915,872
2020-03-06T20:08:30Z,160.952,16.237,5.922,872
2020-03-06T20:08:40Z,160.734,16.237,5.9,872
2020-03-06T20:08:50Z,160.885,16.237,5.915,872
2020-03-06T20:09:00Z,160.767,16.237,5.903,872
2020-03-06T20:09:10Z,160.784,16.237,5.905,872
2020-03-06T20:09:20Z,160.717,16.237,5.898,872
2020-03-06T20:09:30Z,160.851,16.237,5.912,872
2020-03-06T20:09:40Z,160.969,16.237,5.924,872
2020-03-06T20:09:50Z,160.969,16.237,5.924,872
2020-03-06T20:10:00Z,160.851,16.237,5.912,872
2020-03-06T20:10:10Z,161.12,16.237,5.939,872
2020-03-06T20:10:20Z,161.07,16.237,5.934,872
2020-03-06T20:10:30Z,160.683,16.237,5.895,872
2020-03-06T20:10:40Z,160.801,16.237,5.907,872
2020-03-06T20:10:50Z,160.851,16.237,5.912,872
2020-03-06T20:11:00Z,160.683,16.237,5.895,872
2020-03-06T20:11:10Z,160.784,16.237,5.905,872
2020-03-06T20:11:20Z,160.834,16.237,5.91,872
2020-03-06T20:11:30Z,160.818,16.237,5.908,872
2020-03-06T20:11:40Z,160.767,16.237,5.903,872
2020-03-06T20:11:50Z,160.918,16.237,5.918,872
2020-03-06T20:12:00Z,161.036,16.237,5.93,872
2020-03-06T20:12:10Z,160.885,16.237,5.915,872
2020-03-06T20:12:20Z,160.918,16.237,5.918,872
2020-03-06T20:12:30Z,160.767,16.237,5.903,872
2020-03-06T20:12:40Z,160.734,16.237,5.9,872
2020-03-06T20:12:50Z,160.549,16.237,5.882,872
2020-03-06T20:13:00Z,160.599,16.237,5.887,872
2020-03-06T20:13:10Z,160.868,16.237,5.913,872
2020-03-06T20:13:20Z,160.851,16.237,5.912,872
2020-03-06T20:13:30Z,160.599,16.237,5.887,872
2020-03-06T20:13:40Z,160.717,16.237,5.898,872
2020-03-06T20:13:50Z,160.851,16.237,5.912,872
2020-03-06T20:14:00Z,160.633,16.237,5.89,872
2020-03-06T20:14:10Z,160.549,16.237,5.882,872
2020-03-06T20:14:20Z,160.818,16.237,5.908,872
2020-03-06T20:14:30Z,160.7,16.237,5.897,872
2020-03-06T20:14:40Z,160.75,16.237,5.902,872
2020-03-06T20:14:50Z,160.902,16.237,5.917,872
2020-03-06T20:15:00Z,160.7,16.237,5.897,872
2020-03-06T20:15:10Z,160.801,16.237,5.907,872
2020-03-06T20:15:20Z,160.498,16.237,5.877,872
2020-03-06T20:15:30Z,160.7,16.237,5.897,872
2020-03-06T20:15:40Z,160.801,16.237,5.907,872
2020-03-06T20:15:50Z,160.885,16.237,5.915,872
2020-03-06T20:16:00Z,160.801,16.237,5.907,872
2020-03-06T20:16:10Z,160.75,16.237,5.902,872
2020-03-06T20:16:20Z,160.7,16.237,5.897,872
2020-03-06T20:16:30Z,160.818,16.237,5.908,872
2020-03-06T20:16:40Z,160.935,16.237,5.92,872
2020-03-06T20:16:50Z,160.767,16.237,5.903,872
2020-03-06T20:17:00Z,160.666,16.237,5.893,872
2020-03-06T20:17:10Z,160.448,16.237,5.872,872
2020-03-06T20:17:20Z,160.7,16.237,5.897,872
2020-03-06T20:17:30Z,160.599,16.237,5.887,872
2020-03-06T20:17:40Z,160.75,16.237,5.902,872
2020-03-06T20:17:50Z,160.986,16.237,5.925,872
2020-03-06T20:18:00Z,160.935,16.237,5.92,872
2020-03-06T20:18:10Z,161.036,16.237,5.93,872
2020-03-06T20:18:20Z,160.818,16.237,5.908,872
2020-03-06T20:18:30Z,160.7,16.237,5.897,872
2020-03-06T20:18:40Z,160.582,16.237,5.885,872
2020-03-06T20:18:50Z,160.431,16.237,5.87,872
2020-03-06T20:19:00Z,160.734,16.237,5.9,872
2020-03-06T20:19:10Z,160.717,16.237,5.898,872
2020-03-06T20:19:20Z,160.633,16.237,5.89,872
2020-03-06T20:19:30Z,160.683,16.237,5.895,872
2020-03-06T20:19:40Z,160.666,16.237,5.893,872
2020-03-06T20:19:50Z,160.885,16.237,5.915,872
2020-03-06T20:20:00Z,160.7,16.237,5.897,872
2020-03-06T20:20:10Z,160.818,16.237,5.908,872
2020-03-06T20:20:20Z,160.834,16.237,5.91,872
2020-03-06T20:20:30Z,160.734,16.237,5.9,872
2020-03-06T20:20:40Z,160.734,16.237,5.9,872
2020-03-06T20:20:50Z,160.633,16.237,5.89,872
2020-03-06T20:21:00Z,160.498,16.237,5.877,872
2020-03-06T20:21:10Z,160.7,16.237,5.897,872
2020-03-06T20:21:20Z,160.767,16.237,5.903,872
2020-03-06T20:21:30Z,160.666,16.237,5.893,872
2020-03-06T20:21:40Z,160.885,16.237,5.915,872
2020-03-06T20:21:50Z,160.666,16.237,5.893,872
2020-03-06T20:22:00Z,160.767,16.237,5.903,872
2020-03-06T20:22:10Z,160.717,16.237,5.898,872
2020-03-06T20:22:20Z,160.851,16.237,5.912,872
2020-03-06T20:22:30Z,160.666,16.237,5.893,872
2020-03-06T20:22:40Z,160.633,16.237,5.89,872
2020-03-06T20:22:50Z,160.868,16.237,5.913,872
2020-03-06T20:23:00Z,160.582,16.237,5.885,872
2020-03-06T20:23:10Z,160.482,16.237,5.875,872
2020-03-06T20:23:20Z,160.683,16.237,5.895,872
2020-03-06T20:23:30Z,160.65,16.237,5.892,872
2020-03-06T20:23:40Z,160.734,16.237,5.9,872
2020-03-06T20:23:50Z,160.616,16.237,5.888,872
2020-03-06T20:24:00Z,160.902,16.237,5.917,872
2020-03-06T20:24:10Z,160.784,16.237,5.905,872
2020-03-06T20:24:20Z,160.734,16.237,5.9,872
2020-03-06T20:24:30Z,160.717,16.237,5.898,872
2020-03-06T20:24:40Z,160.683,16.237,5.895,872
2020-03-06T20:24:50Z,160.784,16.237,5.905,872
2020-03-06T20:25:00Z,160.851,16.237,5.912,872
2020-03-06T20:25:10Z,160.767,16.237,5.903,872
2020-03-06T20:25:20Z,160.801,16.237,5.907,872
2020-03-06T20:25:30Z,160.75,16.237,5.902,872
2020-03-06T20:25:40Z,160.599,16.237,5.887,872
2020-03-06T20:25:50Z,160.818,16.237,5.908,872
2020-03-06T20:26:00Z,160.532,16.237,5.88,872
2020-03-06T20:26:10Z,160.834,16.237,5.91,872
2020-03-06T20:26:20Z,160.65,16.237,5.892,872
2020-03-06T20:26:30Z,160.616,16.237,5.888,872
2020-03-06T20:26:40Z,160.868,16.237,5.913,872
2020-03-06T20:26:50Z,160.969,16.237,5.924,872
2020-03-06T20:27:00Z,160.818,16.237,5.908,872
2020-03-06T20:27:10Z,160.818,16.237,5.908,872
2020-03-06T20:27:20Z,160.683,16.237,5.895,872
2020-03-06T20:27:30Z,160.347,16.237,5.862,872
2020-03-06T20:27:40Z,160.532,16.237,5.88,872
2020-03-06T20:27:50Z,160.767,16.237,5.903,872
2020-03-06T20:28:00Z,160.482,16.237,5.875,872
2020-03-06T20:28:10Z,160.582,16.237,5.885,872
2020-03-06T20:28:20Z,160.851,16.237,5.912,872
2020-03-06T20:28:30Z,160.734,16.237,5.9,872
2020-03-06T20:28:40Z,160.599,16.237,5.887,872
2020-03-06T20:28:50Z,160.666,16.237,5.893,872
2020-03-06T20:29:00Z,160.767,16.237,5.903,872
2020-03-06T20:29:10Z,160.549,16.237,5.882,872
2020-03-06T20:29:20Z,160.515,16.237,5.878,872
2020-03-06T20:29:30Z,160.666,16.237,5.893,872
2020-03-06T20:29:40Z,160.801,16.237,5.907,872
2020-03-06T20:29:50Z,160.465,16.237,5.873,872
2020-03-06T20:30:00Z,160.7,16.237,5.897,872
2020-03-06T20:30:10Z,160.599,16.237,5.887,872
2020-03-06T20:30:20Z,160.7,16.237,5.897,872
2020-03-06T20:30:30Z,160.7,16.237,5.897,872
2020-03-06T20:30:40Z,160.616,16.237,5.888,872
2020-03-06T20:30:50Z,160.616,16.237,5.888,872
2020-03-06T20:31:00Z,160.465,16.237,5.873,872
2020-03-06T20:31:10Z,160.666,16.237,5.893,872
2020-03-06T20:31:20Z,160.868,16.237,5.913,872
2020-03-06T20:31:30Z,160.902,16.237,5.917,872
2020-03-06T20:31:40Z,160.75,16.237,5.902,872
2020-03-06T20:31:50Z,160.784,16.237,5.905,872
2020-03-06T20:32:00Z,160.784,16.237,5.905,872
2020-03-06T20:32:10Z,160.75,16.237,5.902,872
2020-03-06T20:32:20Z,160.515,16.237,5.878,872
2020-03-06T20:32:30Z,160.549,16.237,5.882,872
2020-03-06T20:32:40Z,160.465,16.237,5.873,872
2020-03-06T20:32:50Z,160.414,16.237,5.868,872
2020-03-06T20:33:00Z,160.683,16.237,5.895,872
2020-03-06T20:33:10Z,160.616,16.237,5.888,872
2020-03-06T20:33:20Z,160.532,16.237,5.88,872
2020-03-06T20:33:30Z,160.566,16.237,5.883,872
2020-03-06T20:33:40Z,160.784,16.237,5.905,872
2020-03-06T20:33:50Z,160.7,16.237,5.897,872
2020-03-06T20:34:00Z,160.599,16.237,5.887,872
2020-03-06T20:34:10Z,160.851,16.237,5.912,872
2020-03-06T20:34:20Z,160.801,16.237,5.907,872
2020-03-06T20:34:30Z,160.482,16.237,5.875,872
2020-03-06T20:34:40Z,160.767,16.237,5.903,872
2020-03-06T20:34:50Z,160.65,16.237,5.892,872
2020-03-06T20:35:00Z,160.498,16.237,5.877,872
2020-03-06T20:35:10Z,160.398,16.237,5.867,872
2020-03-06T20:35:20Z,160.582,16.237,5.885,872
2020-03-06T20:35:30Z,160.465,16.237,5.873,872
2020-03-06T20:35:40Z,160.633,16.237,5.89,872
2020-03-06T20:35:50Z,160.767,16.237,5.903,872
2020-03-06T20:36:00Z,160.498,16.237,5.877,872
2020-03-06T20:36:10Z,160.818,16.237,5.908,872
2020-03-06T20:36:20Z,161.12,16.237,5.939,872
2020-03-06T20:36:30Z,160.616,16.237,5.888,872
2020-03-06T20:36:40Z,160.902,16.237,5.917,872
2020-03-06T20:36:50Z,160.784,16.237,5.905,872
2020-03-06T20:37:00Z,160.666,16.237,5.893,872
2020-03-06T20:37:10Z,160.515,16.237,5.878,872
2020-03-06T20:37:20Z,160.482,16.237,5.875,872
2020-03-06T20:37:30Z,160.515,16.237,5.878,872
2020-03-06T20:37:40Z,160.431,16.237,5.87,872
2020-03-06T20:37:50Z,160.515,16.237,5.878,872
2020-03-06T20:38:00Z,160.398,16.237,5.867,872
2020-03-06T20:38:10Z,160.734,16.237,5.9,872
2020-03-06T20:38:20Z,160.482,16.237,5.875,872
2020-03-06T20:38:30Z,160.431,16.237,5.87,872
2020-03-06T20:38:40Z,160.616,16.237,5.888,872
2020-03-06T20:38:50Z,160.784,16.237,5.905,872
2020-03-06T20:39:00Z,160.549,16.237,5.882,872
2020-03-06T20:39:10Z,160.65,16.237,5.892,872
2020-03-06T20:39:20Z,160.7,16.237,5.897,872
2020-03-06T20:39:30Z,160.767,16.237,5.903,872
2020-03-06T20:39:40Z,160.599,16.237,5.887,872
2020-03-06T20:39:50Z,160.498,16.237,5.877,872
2020-03-06T20:40:00Z,160.448,16.237,5.872,872
2020-03-06T20:40:10Z,160.431,16.237,5.87,872
2020-03-06T20:40:20Z,160.398,16.237,5.867,872
2020-03-06T20:40:30Z,160.482,16.237,5.875,872
2020-03-06T20:40:40Z,160.734,16.237,5.9,872
2020-03-06T20:40:50Z,160.616,16.237,5.888,872
2020-03-06T20:41:00Z,160.515,16.237,5.878,872
2020-03-06T20:41:10Z,160.851,16.237,5.912,872
2020-03-06T20:41:20Z,160.918,16.237,5.918,872
2020-03-06T20:41:30Z,160.498,16.237,5.877,872
2020-03-06T20:41:40Z,160.767,16.237,5.903,872
2020-03-06T20:41:50Z,160.65,16.237,5.892,872
2020-03-06T20:42:00Z,160.498,16.237,5.877,872
2020-03-06T20:42:10Z,160.666,16.237,5.893,872
2020-03-06T20:42:20Z,160.599,16.237,5.887,872
2020-03-06T20:42:30Z,160.549,16.237,5.882,872
2020-03-06T20:42:40Z,160.666,16.237,5.893,872
2020-03-06T20:42:50Z,160.734,16.237,5.9,872
2020-03-06T20:43:00Z,160.767,16.237,5.903,872
2020-03-06T20:43:10Z,160.717,16.237,5.898,872
2020-03-06T20:43:20Z,160.784,16.237,5.905,872
2020-03-06T20:43:30Z,160.431,16.237,5.87,872
2020-03-06T20:43:40Z,160.398,16.237,5.867,872
2020-03-06T20:43:50Z,160.532,16.237,5.88,872
2020-03-06T20:44:00Z,160.465,16.237,5.873,872
2020-03-06T20:44:10Z,160.616,16.237,5.888,872
2020-03-06T20:44:20Z,160.314,16.237,5.858,872
2020-03-06T20:44:30Z,160.633,16.237,5.89,872
2020-03-06T20:44:40Z,160.734,16.237,5.9,872
2020-03-06T20:44:50Z,160.616,16.237,5.888,872
2020-03-06T20:45:00Z,161.087,16.237,5.935,872
2020-03-06T20:45:10Z,160.818,16.237,5.908,872
2020-03-06T20:45:20Z,160.482,16.237,5.875,872
2020-03-06T20:45:30Z,160.381,16.237,5.865,872
2020-03-06T20:45:40Z,160.381,16.237,5.865,872
2020-03-06T20:45:50Z,160.146,16.237,5.842,872
2020-03-06T20:46:00Z,160.381,16.237,5.865,872
2020-03-06T20:46:10Z,160.7,16.237,5.897,872
2020-03-06T20:46:20Z,160.347,16.237,5.862,872
2020-03-06T20:46:30Z,160.431,16.237,5.87,872
2020-03-06T20:46:40Z,160.582,16.237,5.885,872
2020-03-06T20:46:50Z,160.851,16.237,5.912,872
2020-03-06T20:47:00Z,160.414,16.237,5.868,872
2020-03-06T20:47:10Z,160.381,16.237,5.865,872
2020-03-06T20:47:20Z,160.801,16.237,5.907,872
