"Plot Title: 20739352"
"#","Date Time, GMT-08:00","High Range, μS/cm (LGR S/N: 20739352, SEN S/N: 20739352)","Temp, °C (LGR S/N: 20739352, SEN S/N: 20739352)"
1,11/18/20 03:09:00 PM,0.0,21.98
2,11/18/20 03:09:10 PM,0.0,22.02
3,11/18/20 03:09:20 PM,41547.2,21.93
4,11/18/20 03:09:30 PM,40779.1,21.92
5,11/18/20 03:09:40 PM,40382.9,21.92
6,11/18/20 03:09:50 PM,40088.1,21.92
7,11/18/20 03:10:00 PM,39854.2,21.92
8,11/18/20 03:10:10 PM,39686.0,21.92
9,11/18/20 03:10:20 PM,39562.3,21.92
10,11/18/20 03:10:30 PM,39435.9,21.92
11,11/18/20 03:10:40 PM,39326.7,21.92
12,11/18/20 03:10:50 PM,39247.6,21.92
13,11/18/20 03:11:00 PM,39185.1,21.92
14,11/18/20 03:11:10 PM,39132.6,21.92
15,11/18/20 03:11:20 PM,39034.6,21.92
16,11/18/20 03:11:30 PM,38966.1,21.92
17,11/18/20 03:11:40 PM,38930.4,21.92
18,11/18/20 03:11:50 PM,38888.2,21.92
19,11/18/20 03:12:00 PM,38855.8,21.92
20,11/18/20 03:12:10 PM,38804.0,21.92
21,11/18/20 03:12:20 PM,38771.7,21.92
22,11/18/20 03:12:30 PM,38720.2,21.93
23,11/18/20 03:12:40 PM,38678.3,21.93
24,11/18/20 03:12:50 PM,38643.0,21.93
25,11/18/20 03:13:00 PM,38620.6,21.92
26,11/18/20 03:13:10 PM,38620.6,21.93
27,11/18/20 03:13:20 PM,38585.3,21.93
28,11/18/20 03:13:30 PM,38502.2,21.93
29,11/18/20 03:13:40 PM,38537.3,21.93
30,11/18/20 03:13:50 PM,38470.3,21.94
31,11/18/20 03:14:00 PM,38454.4,21.94
32,11/18/20 03:14:10 PM,38438.5,21.94
33,11/18/20 03:14:20 PM,38406.7,21.94
34,11/18/20 03:14:30 PM,38365.4,21.94
35,11/18/20 03:14:40 PM,38400.4,21.94
36,11/18/20 03:14:50 PM,38340.1,21.94
37,11/18/20 03:15:00 PM,38324.2,21.94
38,11/18/20 03:15:10 PM,38324.2,21.94
39,11/18/20 03:15:20 PM,38324.2,21.94
40,11/18/20 03:15:30 PM,38302.1,21.96
41,11/18/20 03:15:40 PM,38302.1,21.96
42,11/18/20 03:15:50 PM,38267.3,21.96
43,11/18/20 03:16:00 PM,38267.3,21.96
44,11/18/20 03:16:10 PM,38267.3,21.96
45,11/18/20 03:16:20 PM,38245.2,21.96
46,11/18/20 03:16:30 PM,38226.3,21.96
47,11/18/20 03:16:40 PM,38179.0,21.96
48,11/18/20 03:16:50 PM,38229.4,21.96
