date,SampleID,TA_Raw,Salinity_lab,mV,TempInSitu,Notes
2020-03-03T10:47:25Z,SN197,,34,-86.47,23.08,
2020-03-03T10:47:30Z,SN197,,34,-86.46,23.08,
2020-03-03T10:47:35Z,SN197,,34,-86.46,23.08,
2020-03-03T10:47:40Z,SN197,,34,-86.46,23.08,
2020-03-03T10:47:45Z,SN197,,34,-86.44,23.08,
2020-03-03T10:47:50Z,SN197,,34,-86.44,23.08,
2020-03-03T10:47:55Z,SN197,,34,-86.42,23.08,
2020-03-03T10:48:00Z,SN197,,34,-86.44,23.08,
2020-03-03T10:48:05Z,SN197,,34,-86.42,23.1,
2020-03-03T10:48:10Z,SN197,,34,-86.42,23.1,
2020-03-03T10:48:15Z,SN197,,34,-86.41,23.1,
2020-03-03T10:48:20Z,SN197,,34,-86.42,23.1,
2020-03-03T10:48:25Z,SN197,,34,-86.41,23.1,
2020-03-03T10:48:30Z,SN197,,34,-86.41,23.1,
2020-03-03T10:48:35Z,SN197,,34,-86.41,23.1,
2020-03-03T10:48:40Z,SN197,,34,-86.41,23.1,
2020-03-03T10:48:45Z,SN197,,34,-86.39,23.1,
2020-03-03T10:48:50Z,SN197,,34,-86.39,23.12,
2020-03-03T10:48:55Z,SN197,,34,-86.38,23.12,
2020-03-03T10:49:00Z,SN197,,34,-86.38,23.12,
2020-03-03T10:49:05Z,SN197,,34,-86.38,23.12,
2020-03-03T10:49:10Z,SN197,,34,-86.38,23.12,
2020-03-03T10:49:15Z,SN197,,34,-86.38,23.12,
2020-03-03T10:49:20Z,SN197,,34,-86.36,23.12,
2020-03-03T10:49:25Z,SN197,,34,-86.36,23.12,
2020-03-03T10:49:30Z,SN197,,34,-86.36,23.12,
2020-03-03T10:49:35Z,SN197,,34,-86.36,23.12,
2020-03-03T10:49:40Z,SN197,,34,-86.35,23.15,
2020-03-03T10:49:45Z,SN197,,34,-86.35,23.15,
2020-03-03T10:49:50Z,SN197,,34,-86.35,23.15,
2020-03-03T10:49:55Z,SN197,,34,-86.33,23.15,
2020-03-03T10:50:00Z,SN197,,34,-86.35,23.15,
2020-03-03T10:50:05Z,SN197,,34,-86.33,23.15,
2020-03-03T10:50:10Z,SN197,,34,-86.33,23.15,
2020-03-03T10:50:15Z,SN197,,34,-86.33,23.15,
2020-03-03T10:50:20Z,SN197,,34,-86.33,23.15,
2020-03-03T10:50:25Z,SN197,,34,-86.32,23.15,
2020-03-03T10:50:30Z,SN197,,34,-86.33,23.15,
2020-03-03T10:50:35Z,SN197,,34,-86.32,23.15,
2020-03-03T10:50:40Z,SN197,,34,-86.32,23.17,
2020-03-03T10:50:45Z,SN197,,34,-86.3,23.17,
2020-03-03T10:50:50Z,SN197,,34,-86.32,23.17,
2020-03-03T10:50:55Z,SN197,,34,-86.32,23.17,
2020-03-03T10:51:00Z,SN197,,34,-86.3,23.17,
2020-03-03T10:51:05Z,SN197,,34,-86.3,23.17,
2020-03-03T10:51:10Z,SN197,,34,-86.3,23.17,
2020-03-03T10:51:15Z,SN197,,34,-86.3,23.17,
2020-03-03T10:51:20Z,SN197,,34,-86.3,23.17,
2020-03-03T10:51:25Z,SN197,,34,-86.28,23.17,
2020-03-03T10:51:30Z,SN197,,34,-86.28,23.17,
2020-03-03T10:51:35Z,SN197,,34,-86.28,23.17,
2020-03-03T10:51:40Z,SN197,,34,-86.28,23.17,
2020-03-03T10:51:45Z,SN197,,34,-86.28,23.17,
2020-03-03T10:51:50Z,SN197,,34,-86.28,23.17,
2020-03-03T10:51:55Z,SN197,,34,-86.28,23.17,
2020-03-03T10:52:00Z,SN197,,34,-86.27,23.17,
2020-03-03T10:52:05Z,SN197,,34,-86.27,23.17,
2020-03-03T10:52:10Z,SN197,,34,-86.27,23.17,
2020-03-03T10:52:15Z,SN197,,34,-86.27,23.2,
2020-03-03T10:52:20Z,SN197,,34,-86.27,23.2,
2020-03-03T10:52:25Z,SN197,,34,-86.27,23.2,
2020-03-03T10:52:30Z,SN197,,34,-86.25,23.2,
2020-03-03T10:52:35Z,SN197,,34,-86.25,23.2,
2020-03-03T10:52:40Z,SN197,,34,-86.25,23.2,
2020-03-03T10:52:45Z,SN197,,34,-86.25,23.2,
2020-03-03T10:52:50Z,SN197,,34,-86.25,23.2,
2020-03-03T10:52:55Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:00Z,SN197,,34,-86.25,23.2,
2020-03-03T10:53:05Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:10Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:15Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:20Z,SN197,,34,-86.22,23.2,
2020-03-03T10:53:25Z,SN197,,34,-86.38,23.2,
2020-03-03T10:53:30Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:35Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:40Z,SN197,,34,-86.24,23.2,
2020-03-03T10:53:45Z,SN197,,34,-86.24,23.22,
2020-03-03T10:53:50Z,SN197,,34,-86.22,23.22,
2020-03-03T10:53:55Z,SN197,,34,-86.22,23.22,
2020-03-03T10:54:00Z,SN197,,34,-86.22,23.22,
2020-03-03T10:54:05Z,SN197,,34,-86.22,23.22,
2020-03-03T10:54:10Z,SN197,,34,-86.22,23.22,
2020-03-03T10:54:15Z,SN197,,34,-86.21,23.22,
2020-03-03T10:54:20Z,SN197,,34,-86.22,23.22,
2020-03-03T10:54:25Z,SN197,,34,-86.19,23.22,
2020-03-03T10:54:30Z,SN197,,34,-86.19,23.22,
2020-03-03T10:54:35Z,SN197,,34,-86.21,23.22,
2020-03-03T10:54:40Z,SN197,,34,-86.19,23.22,
2020-03-03T10:54:45Z,SN197,,34,-86.21,23.22,
2020-03-03T10:54:50Z,SN197,,34,-86.21,23.22,
2020-03-03T10:54:55Z,SN197,,34,-86.19,23.22,
2020-03-03T10:55:00Z,SN197,,34,-86.19,23.22,
2020-03-03T10:55:05Z,SN197,,34,-86.19,23.22,
2020-03-03T10:55:10Z,SN197,,34,-86.19,23.22,
2020-03-03T10:55:15Z,SN197,,34,-86.17,23.22,
2020-03-03T10:55:20Z,SN197,,34,-86.19,23.22,
2020-03-03T10:55:25Z,SN197,,34,-86.19,23.22,
2020-03-03T10:55:30Z,SN197,,34,-86.17,23.24,
2020-03-03T10:55:35Z,SN197,,34,-86.17,23.24,
2020-03-03T10:55:40Z,SN197,,34,-86.16,23.24,
2020-03-03T10:55:45Z,SN197,,34,-86.17,23.24,
2020-03-03T10:55:50Z,SN197,,34,-86.17,23.24,
2020-03-03T10:55:55Z,SN197,,34,-86.17,23.24,
2020-03-03T10:56:00Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:05Z,SN197,,34,-86.17,23.24,
2020-03-03T10:56:10Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:15Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:20Z,SN197,,34,-86.17,23.24,
2020-03-03T10:56:25Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:30Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:35Z,SN197,,34,-86.17,23.24,
2020-03-03T10:56:40Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:45Z,SN197,,34,-86.16,23.24,
2020-03-03T10:56:50Z,SN197,,34,-86.14,23.24,
2020-03-03T10:56:55Z,SN197,,34,-86.16,23.24,
2020-03-03T10:57:00Z,SN197,,34,-86.69,23.24,
2020-03-03T10:57:05Z,SN197,,34,-86.08,23.24,
2020-03-03T10:57:10Z,SN197,,34,-86.13,23.24,
2020-03-03T10:57:15Z,SN197,,34,-86.13,23.27,
2020-03-03T10:57:20Z,SN197,,34,-86.14,23.27,
2020-03-03T10:57:25Z,SN197,,34,-86.13,23.27,
2020-03-03T10:57:30Z,SN197,,34,-86.14,23.27,
2020-03-03T10:57:35Z,SN197,,34,-86.13,23.27,
2020-03-03T10:57:40Z,SN197,,34,-86.13,23.27,
2020-03-03T10:57:45Z,SN197,,34,-86.11,23.27,
2020-03-03T10:57:50Z,SN197,,34,-86.13,23.27,
2020-03-03T10:57:55Z,SN197,,34,-86.11,23.27,
2020-03-03T10:58:00Z,SN197,,34,-86.13,23.27,
2020-03-03T10:58:05Z,SN197,,34,-86.11,23.27,
2020-03-03T10:58:10Z,SN197,,34,-86.16,23.27,
2020-03-03T10:58:15Z,SN197,,34,-86.14,23.27,
2020-03-03T10:58:20Z,SN197,,34,-86.13,23.27,
2020-03-03T10:58:25Z,SN197,,34,-86.13,23.29,
2020-03-03T10:58:30Z,SN197,,34,-86.13,23.29,
2020-03-03T10:58:35Z,SN197,,34,-86.13,23.29,
2020-03-03T10:58:40Z,SN197,,34,-86.13,23.29,
2020-03-03T10:58:45Z,SN197,,34,-86.07,23.29,
2020-03-03T10:58:50Z,SN197,,34,-86.07,23.29,
2020-03-03T10:58:55Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:00Z,SN197,,34,-86.13,23.29,
2020-03-03T10:59:05Z,SN197,,34,-86.13,23.29,
2020-03-03T10:59:10Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:15Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:20Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:25Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:30Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:35Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:40Z,SN197,,34,-86.11,23.29,
2020-03-03T10:59:45Z,SN197,,34,-86.11,23.32,
2020-03-03T10:59:50Z,SN197,,34,-86.11,23.32,
2020-03-03T10:59:55Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:00Z,SN197,,34,-86.13,23.32,
2020-03-03T11:00:05Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:10Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:15Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:20Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:25Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:30Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:35Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:40Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:45Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:50Z,SN197,,34,-86.11,23.32,
2020-03-03T11:00:55Z,SN197,,34,-86.11,23.32,
2020-03-03T11:01:00Z,SN197,,34,-86.21,23.32,
2020-03-03T11:01:05Z,SN197,,34,-86.13,23.32,
2020-03-03T11:01:10Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:15Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:20Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:25Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:30Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:35Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:40Z,SN197,,34,-86.11,23.32,
2020-03-03T11:01:45Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:50Z,SN197,,34,-86.1,23.32,
2020-03-03T11:01:55Z,SN197,,34,-86.1,23.32,
2020-03-03T11:02:00Z,SN197,,34,-86.1,23.32,
2020-03-03T11:02:05Z,SN197,,34,-86.07,23.34,
2020-03-03T11:02:10Z,SN197,,34,-86.1,23.34,
2020-03-03T11:02:15Z,SN197,,34,-86.08,23.34,
2020-03-03T11:02:20Z,SN197,,34,-86.08,23.34,
2020-03-03T11:02:25Z,SN197,,34,-86.1,23.34,
2020-03-03T11:02:30Z,SN197,,34,-86.08,23.34,
2020-03-03T11:02:35Z,SN197,,34,-86.07,23.34,
2020-03-03T11:02:40Z,SN197,,34,-86.17,23.34,
2020-03-03T11:02:45Z,SN197,,34,-86.11,23.34,
2020-03-03T11:02:50Z,SN197,,34,-86.07,23.34,
2020-03-03T11:02:55Z,SN197,,34,-86.07,23.34,
2020-03-03T11:03:00Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:05Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:10Z,SN197,,34,-86.07,23.34,
2020-03-03T11:03:15Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:20Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:25Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:30Z,SN197,,34,-86.07,23.34,
2020-03-03T11:03:35Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:40Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:45Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:50Z,SN197,,34,-86.08,23.34,
2020-03-03T11:03:55Z,SN197,,34,-86.07,23.34,
2020-03-03T11:04:00Z,SN197,,34,-86.07,23.34,
2020-03-03T11:04:05Z,SN197,,34,-86.07,23.34,
2020-03-03T11:04:10Z,SN197,,34,-85.74,23.34,
2020-03-03T11:04:15Z,SN197,,34,-86.07,23.34,
2020-03-03T11:04:20Z,SN197,,34,-86.08,23.34,
2020-03-03T11:04:25Z,SN197,,34,-86.11,23.34,
2020-03-03T11:04:30Z,SN197,,34,-86.07,23.34,
2020-03-03T11:04:35Z,SN197,,34,-86.05,23.34,
2020-03-03T11:04:40Z,SN197,,34,-86.03,23.34,
2020-03-03T11:04:45Z,SN197,,34,-86.03,23.36,
2020-03-03T11:04:50Z,SN197,,34,-86.02,23.36,
2020-03-03T11:04:55Z,SN197,,34,-86,23.36,
2020-03-03T11:05:00Z,SN197,,34,-86,23.36,
2020-03-03T11:05:05Z,SN197,,34,-85.99,23.39,
2020-03-03T11:05:10Z,SN197,,34,-85.97,23.39,
2020-03-03T11:05:15Z,SN197,,34,-85.97,23.39,
2020-03-03T11:05:20Z,SN197,,34,-85.96,23.39,
2020-03-03T11:05:25Z,SN197,,34,-85.94,23.39,
2020-03-03T11:05:30Z,SN197,,34,-85.94,23.39,
2020-03-03T11:05:35Z,SN197,,34,-85.92,23.41,
2020-03-03T11:05:40Z,SN197,,34,-85.91,23.41,
2020-03-03T11:05:45Z,SN197,,34,-85.91,23.41,
2020-03-03T11:05:50Z,SN197,,34,-85.89,23.41,
2020-03-03T11:05:55Z,SN197,,34,-85.88,23.41,
2020-03-03T11:06:00Z,SN197,,34,-85.88,23.44,
2020-03-03T11:06:05Z,SN197,,34,-85.86,23.44,
2020-03-03T11:06:10Z,SN197,,34,-85.85,23.44,
2020-03-03T11:06:15Z,SN197,,34,-85.85,23.46,
2020-03-03T11:06:20Z,SN197,,34,-85.83,23.46,
2020-03-03T11:06:25Z,SN197,,34,-85.82,23.46,
2020-03-03T11:06:30Z,SN197,,34,-85.8,23.48,
2020-03-03T11:06:35Z,SN197,,34,-85.8,23.48,
2020-03-03T11:06:40Z,SN197,,34,-85.78,23.51,
2020-03-03T11:06:45Z,SN197,,34,-85.77,23.51,
2020-03-03T11:06:50Z,SN197,,34,-85.75,23.51,
2020-03-03T11:06:55Z,SN197,,34,-85.74,23.53,
2020-03-03T11:07:00Z,SN197,,34,-85.72,23.53,
2020-03-03T11:07:05Z,SN197,,34,-85.71,23.56,
2020-03-03T11:07:10Z,SN197,,34,-85.69,23.56,
2020-03-03T11:07:15Z,SN197,,34,-85.69,23.58,
2020-03-03T11:07:20Z,SN197,,34,-85.67,23.58,
2020-03-03T11:07:25Z,SN197,,34,-85.66,23.6,
2020-03-03T11:07:30Z,SN197,,34,-85.64,23.6,
2020-03-03T11:07:35Z,SN197,,34,-85.63,23.63,
2020-03-03T11:07:40Z,SN197,,34,-85.61,23.63,
2020-03-03T11:07:45Z,SN197,,34,-85.6,23.65,
2020-03-03T11:07:50Z,SN197,,34,-85.6,23.65,
2020-03-03T11:07:55Z,SN197,,34,-85.58,23.68,
2020-03-03T11:08:00Z,SN197,,34,-85.57,23.7,
2020-03-03T11:08:05Z,SN197,,34,-85.55,23.7,
2020-03-03T11:08:10Z,SN197,,34,-85.53,23.72,
2020-03-03T11:08:15Z,SN197,,34,-85.52,23.72,
2020-03-03T11:08:20Z,SN197,,34,-85.52,23.75,
2020-03-03T11:08:25Z,SN197,,34,-85.5,23.75,
2020-03-03T11:08:30Z,SN197,,34,-85.49,23.77,
2020-03-03T11:08:35Z,SN197,,34,-85.49,23.77,
2020-03-03T11:08:40Z,SN197,,34,-85.47,23.8,
2020-03-03T11:08:45Z,SN197,,34,-85.46,23.8,
2020-03-03T11:08:50Z,SN197,,34,-85.44,23.82,
2020-03-03T11:08:55Z,SN197,,34,-85.44,23.82,
2020-03-03T11:09:00Z,SN197,,34,-85.41,23.85,
2020-03-03T11:09:05Z,SN197,,34,-85.41,23.85,
2020-03-03T11:09:10Z,SN197,,34,-85.39,23.87,
2020-03-03T11:09:15Z,SN197,,34,-85.38,23.87,
2020-03-03T11:09:20Z,SN197,,34,-85.38,23.89,
2020-03-03T11:09:25Z,SN197,,34,-85.36,23.89,
2020-03-03T11:09:30Z,SN197,,34,-85.35,23.89,
2020-03-03T11:09:35Z,SN197,,34,-85.33,23.92,
2020-03-03T11:09:40Z,SN197,,34,-85.33,23.92,
2020-03-03T11:09:45Z,SN197,,34,-85.32,23.94,
2020-03-03T11:09:50Z,SN197,,34,-85.3,23.94,
2020-03-03T11:09:55Z,SN197,,34,-85.28,23.97,
2020-03-03T11:10:00Z,SN197,,34,-85.28,23.97,
2020-03-03T11:10:05Z,SN197,,34,-85.25,23.97,
2020-03-03T11:10:10Z,SN197,,34,-85.25,23.99,
2020-03-03T11:10:15Z,SN197,,34,-85.25,23.99,
2020-03-03T11:10:20Z,SN197,,34,-85.24,24.01,
2020-03-03T11:10:25Z,SN197,,34,-85.22,24.01,
2020-03-03T11:10:30Z,SN197,,34,-85.21,24.01,
2020-03-03T11:10:35Z,SN197,,34,-85.19,24.04,
2020-03-03T11:10:40Z,SN197,,34,-85.19,24.04,
2020-03-03T11:10:45Z,SN197,,34,-85.17,24.06,
2020-03-03T11:10:50Z,SN197,,34,-85.16,24.06,
2020-03-03T11:10:55Z,SN197,,34,-85.16,24.06,
2020-03-03T11:11:00Z,SN197,,34,-85.14,24.09,
2020-03-03T11:11:05Z,SN197,,34,-85.13,24.09,
2020-03-03T11:11:10Z,SN197,,34,-85.13,24.09,
2020-03-03T11:11:15Z,SN197,,34,-85.11,24.11,
2020-03-03T11:11:20Z,SN197,,34,-85.11,24.11,
2020-03-03T11:11:25Z,SN197,,34,-85.1,24.11,
2020-03-03T11:11:30Z,SN197,,34,-85.08,24.13,
2020-03-03T11:11:35Z,SN197,,34,-85.08,24.13,
2020-03-03T11:11:40Z,SN197,,34,-85.07,24.13,
2020-03-03T11:11:45Z,SN197,,34,-85.07,24.16,
2020-03-03T11:11:50Z,SN197,,34,-85.05,24.16,
2020-03-03T11:11:55Z,SN197,,34,-85.05,24.16,
2020-03-03T11:12:00Z,SN197,,34,-85.07,24.18,
2020-03-03T11:12:05Z,SN197,,34,-85.46,24.18,
2020-03-03T11:12:10Z,SN197,,34,-85.03,24.21,
2020-03-03T11:12:15Z,SN197,,34,-85,24.21,
2020-03-03T11:12:20Z,SN197,,34,-85,24.21,
2020-03-03T11:12:25Z,SN197,,34,-84.99,24.21,
2020-03-03T11:12:30Z,SN197,,34,-84.99,24.21,
2020-03-03T11:12:35Z,SN197,,34,-84.99,24.21,
2020-03-03T11:12:40Z,SN197,,34,-84.99,24.21,
2020-03-03T11:12:45Z,SN197,,34,-84.97,24.21,
2020-03-03T11:12:50Z,SN197,,34,-84.97,24.23,
2020-03-03T11:12:55Z,SN197,,34,-84.97,24.23,
2020-03-03T11:13:00Z,SN197,,34,-84.97,24.23,
2020-03-03T11:13:05Z,SN197,,34,-84.96,24.23,
2020-03-03T11:13:10Z,SN197,,34,-85,24.23,
2020-03-03T11:13:15Z,SN197,,34,-84.97,24.23,
2020-03-03T11:13:20Z,SN197,,34,-84.96,24.25,
2020-03-03T11:13:25Z,SN197,,34,-84.96,24.25,
2020-03-03T11:13:30Z,SN197,,34,-84.96,24.25,
2020-03-03T11:13:35Z,SN197,,34,-84.94,24.25,
2020-03-03T11:13:40Z,SN197,,34,-84.94,24.25,
2020-03-03T11:13:45Z,SN197,,34,-84.94,24.25,
2020-03-03T11:13:50Z,SN197,,34,-84.94,24.25,
2020-03-03T11:13:55Z,SN197,,34,-84.92,24.28,
2020-03-03T11:14:00Z,SN197,,34,-84.92,24.28,
2020-03-03T11:14:05Z,SN197,,34,-84.91,24.28,
2020-03-03T11:14:10Z,SN197,,34,-84.91,24.28,
2020-03-03T11:14:15Z,SN197,,34,-84.92,24.28,
2020-03-03T11:14:20Z,SN197,,34,-84.91,24.28,
2020-03-03T11:14:25Z,SN197,,34,-84.91,24.28,
2020-03-03T11:14:30Z,SN197,,34,-84.91,24.28,
2020-03-03T11:14:35Z,SN197,,34,-84.91,24.3,
2020-03-03T11:14:40Z,SN197,,34,-84.91,24.3,
2020-03-03T11:14:45Z,SN197,,34,-84.91,24.3,
2020-03-03T11:14:50Z,SN197,,34,-84.89,24.3,
2020-03-03T11:14:55Z,SN197,,34,-84.89,24.3,
2020-03-03T11:15:00Z,SN197,,34,-84.89,24.3,
2020-03-03T11:15:05Z,SN197,,34,-84.89,24.3,
2020-03-03T11:15:10Z,SN197,,34,-84.89,24.33,
2020-03-03T11:15:15Z,SN197,,34,-84.89,24.33,
2020-03-03T11:15:20Z,SN197,,34,-84.88,24.33,
2020-03-03T11:15:25Z,SN197,,34,-84.88,24.33,
2020-03-03T11:15:30Z,SN197,,34,-84.89,24.33,
2020-03-03T11:15:35Z,SN197,,34,-84.88,24.33,
2020-03-03T11:15:40Z,SN197,,34,-84.89,24.33,
2020-03-03T11:15:45Z,SN197,,34,-84.88,24.33,
2020-03-03T11:15:50Z,SN197,,34,-84.88,24.33,
2020-03-03T11:15:55Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:00Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:05Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:10Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:15Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:20Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:25Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:30Z,SN197,,34,-84.86,24.35,
2020-03-03T11:16:35Z,SN197,,34,-84.88,24.35,
2020-03-03T11:16:40Z,SN197,,34,-84.86,24.35,
2020-03-03T11:16:45Z,SN197,,34,-84.86,24.35,
2020-03-03T11:16:50Z,SN197,,34,-84.86,24.35,
2020-03-03T11:16:55Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:00Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:05Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:10Z,SN197,,34,-84.88,24.38,
2020-03-03T11:17:15Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:20Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:25Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:30Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:35Z,SN197,,34,-84.85,24.38,
2020-03-03T11:17:40Z,SN197,,34,-84.85,24.38,
2020-03-03T11:17:45Z,SN197,,34,-84.85,24.38,
2020-03-03T11:17:50Z,SN197,,34,-84.86,24.38,
2020-03-03T11:17:55Z,SN197,,34,-84.85,24.38,
2020-03-03T11:18:00Z,SN197,,34,-84.85,24.38,
2020-03-03T11:18:05Z,SN197,,34,-84.85,24.38,
2020-03-03T11:18:10Z,SN197,,34,-84.85,24.38,
2020-03-03T11:18:15Z,SN197,,34,-84.85,24.38,
2020-03-03T11:18:20Z,SN197,,34,-84.85,24.4,
2020-03-03T11:18:25Z,SN197,,34,-84.85,24.4,
2020-03-03T11:18:30Z,SN197,,34,-84.85,24.4,
2020-03-03T11:18:35Z,SN197,,34,-84.85,24.4,
2020-03-03T11:18:40Z,SN197,,34,-84.85,24.4,
2020-03-03T11:18:45Z,SN197,,34,-84.83,24.4,
2020-03-03T11:18:50Z,SN197,,34,-84.85,24.4,
2020-03-03T11:18:55Z,SN197,,34,-84.85,24.4,
2020-03-03T11:19:00Z,SN197,,34,-84.83,24.4,
2020-03-03T11:19:05Z,SN197,,34,-84.85,24.4,
2020-03-03T11:19:10Z,SN197,,34,-84.85,24.4,
2020-03-03T11:19:15Z,SN197,,34,-84.85,24.4,
2020-03-03T11:19:20Z,SN197,,34,-84.83,24.4,
