7530-428102
OS REV: 1.05 Sensor Cal: 1572940800
Time (sec),  Bat (Volts),   T (deg C),  PAR (umol/(s m^2))  Ax (g), Ay (g), Az (g)
1583316300, +3.43, +16.869, +37.60398, +1040.000, -28.000, +240.000
1583316360, +3.43, +16.886, +37.71855, +1043.000, -24.000, +240.000
1583316420, +3.43, +16.877, +37.62566, +1036.000, -25.000, +244.000
1583316480, +3.43, +16.860, +37.77120, +1039.000, -26.000, +244.000
1583316540, +3.43, +16.894, +38.09634, +1031.000, -29.000, +243.000
1583316600, +3.43, +16.911, +37.94770, +1031.000, -32.000, +248.000
1583316660, +3.43, +16.920, +37.80216, +1039.000, -26.000, +244.000
1583316720, +3.43, +16.928, +37.65353, +1039.000, -29.000, +241.000
1583316780, +3.43, +16.954, +38.05299, +1043.000, -24.000, +240.000
1583316840, +3.43, +16.920, +37.95699, +1031.000, -32.000, +248.000
1583316900, +3.43, +16.954, +37.83313, +1036.000, -28.000, +246.000
1583316960, +3.43, +16.954, +37.89816, +1039.000, -25.000, +244.000
1583317020, +3.43, +16.920, +37.88267, +1033.000, -28.000, +248.000
1583317080, +3.43, +16.954, +38.11801, +1033.000, -28.000, +244.000
1583317140, +3.43, +16.928, +38.03750, +1040.000, -26.000, +240.000
1583317200, +3.43, +16.945, +38.06227, +1031.000, -26.000, +248.000
1583317260, +3.43, +16.945, +38.23259, +1038.000, -28.000, +240.000
1583317320, +3.43, +16.962, +37.83003, +1036.000, -32.000, +243.000
1583317380, +3.43, +16.962, +38.20781, +1043.000, -29.000, +240.000
1583317440, +3.43, +16.945, +38.04989, +1036.000, -29.000, +243.000
1583317500, +3.43, +16.920, +38.24188, +1039.000, -24.000, +243.000
1583317560, +3.43, +16.945, +37.76500, +1032.000, -32.000, +243.000
1583317620, +3.43, +16.945, +37.96938, +1032.000, -29.000, +246.000
1583317680, +3.43, +16.971, +38.18923, +1031.000, -32.000, +244.000
1583317740, +3.43, +16.954, +37.87958, +1036.000, -28.000, +246.000
1583317800, +3.43, +16.954, +37.79907, +1031.000, -29.000, +248.000
1583317860, +3.43, +16.954, +37.92603, +1038.000, -29.000, +244.000
1583317920, +3.43, +16.945, +38.14588, +1031.000, -32.000, +244.000
1583317980, +3.43, +16.945, +37.94770, +1028.000, -32.000, +246.000
1583318040, +3.43, +16.928, +37.84861, +1040.000, -29.000, +240.000
1583318100, +3.43, +16.954, +37.94460, +1043.000, -26.000, +240.000
1583318160, +3.43, +16.962, +37.99415, +1043.000, -28.000, +236.000
1583318220, +3.43, +16.937, +37.79907, +1041.000, -26.000, +240.000
1583318280, +3.43, +16.945, +37.68449, +1039.000, -29.000, +241.000
1583318340, +3.43, +16.937, +37.84242, +1036.000, -32.000, +248.000
1583318400, +3.43, +16.962, +37.76191, +1039.000, -28.000, +240.000
1583318460, +3.43, +16.962, +37.84861, +1039.000, -32.000, +240.000
1583318520, +3.43, +16.954, +37.83932, +1038.000, -29.000, +246.000
1583318580, +3.43, +16.962, +37.81455, +1038.000, -29.000, +248.000
1583318640, +3.43, +16.920, +37.81145, +1039.000, -26.000, +240.000
1583318700, +3.43, +16.928, +37.80216, +1039.000, -29.000, +243.000
1583318760, +3.43, +16.928, +37.96628, +1030.000, -32.000, +248.000
1583318820, +3.43, +16.894, +38.21091, +1038.000, -31.000, +241.000
1583318880, +3.43, +16.928, +38.18614, +1031.000, -31.000, +248.000
1583318940, +3.43, +16.920, +37.64114, +1036.000, -31.000, +248.000
1583319000, +3.43, +16.920, +37.68759, +1041.000, -26.000, +246.000
1583319060, +3.43, +16.911, +38.10872, +1038.000, -28.000, +243.000
1583319120, +3.43, +16.937, +37.95389, +1044.000, -26.000, +240.000
1583319180, +3.43, +16.937, +37.75571, +1039.000, -26.000, +240.000
1583319240, +3.43, +16.928, +37.91983, +1040.000, -28.000, +243.000
1583319300, +3.43, +16.928, +37.80836, +1038.000, -32.000, +241.000
1583319360, +3.43, +16.937, +37.91364, +1041.000, -28.000, +238.000
1583319420, +3.43, +16.954, +37.94770, +1031.000, -32.000, +248.000
1583319480, +3.43, +16.937, +37.88577, +1039.000, -26.000, +246.000
1583319540, +3.43, +16.937, +37.91054, +1036.000, -28.000, +243.000
1583319600, +3.43, +16.937, +55.23283, +1039.000, -28.000, +240.000
1583319660, +3.43, +16.928, +60.61469, +1033.000, -29.000, +243.000
1583319720, +3.43, +16.928, +60.62708, +1040.000, -26.000, +248.000
1583319780, +3.43, +16.954, +60.47844, +1036.000, -29.000, +243.000
1583319840, +3.43, +16.945, +60.45677, +1046.000, -24.000, +238.000
1583319900, +3.43, +16.945, +60.40722, +1040.000, -28.000, +240.000
1583319960, +3.43, +16.945, +60.76333, +1038.000, -29.000, +240.000
1583320020, +3.43, +16.945, +60.54037, +1030.000, -32.000, +248.000
1583320080, +3.43, +16.937, +60.91506, +1038.000, -28.000, +240.000
1583320140, +3.43, +16.945, +60.52489, +1038.000, -29.000, +240.000
1583320200, +3.43, +16.962, +60.55586, +1038.000, -29.000, +240.000
1583320260, +3.43, +16.937, +60.46296, +1039.000, -29.000, +243.000
1583320320, +3.43, +16.945, +60.46915, +1038.000, -29.000, +243.000
1583320380, +3.43, +16.962, +60.63946, +1039.000, -28.000, +243.000
1583320440, +3.43, +16.954, +60.48154, +1039.000, -29.000, +244.000
1583320500, +3.43, +16.945, +60.71378, +1039.000, -28.000, +248.000
1583320560, +3.43, +16.928, +60.57444, +1036.000, -29.000, +244.000
1583320620, +3.43, +16.937, +60.68282, +1040.000, -26.000, +240.000
1583320680, +3.43, +16.945, +60.56205, +1036.000, -32.000, +240.000
1583320740, +3.43, +16.945, +60.53728, +1036.000, -29.000, +246.000
1583320800, +3.43, +16.937, +60.84384, +1039.000, -29.000, +240.000
1583320860, +3.43, +16.945, +60.35148, +1038.000, -32.000, +240.000
1583320920, +3.43, +16.979, +60.40722, +1038.000, -31.000, +240.000
1583320980, +3.43, +16.979, +60.83455, +1040.000, -24.000, +240.000
1583321040, +3.43, +16.954, +60.40722, +1039.000, -28.000, +243.000
1583321100, +3.43, +16.937, +60.55586, +1038.000, -29.000, +243.000
1583321160, +3.43, +16.945, +60.53418, +1039.000, -26.000, +243.000
1583321220, +3.43, +16.945, +60.35458, +1043.000, -26.000, +240.000
1583321280, +3.43, +16.945, +60.39793, +1036.000, -29.000, +243.000
1583321340, +3.43, +16.962, +60.38864, +1038.000, -29.000, +240.000
1583321400, +3.43, +16.945, +60.63946, +1039.000, -32.000, +243.000
1583321460, +3.43, +16.954, +60.55276, +1040.000, -26.000, +244.000
1583321520, +3.43, +16.945, +60.60850, +1036.000, -28.000, +246.000
1583321580, +3.43, +16.962, +60.85003, +1036.000, -29.000, +240.000
1583321640, +3.43, +16.937, +60.68591, +1032.000, -26.000, +248.000
1583321700, +3.43, +16.920, +60.93364, +1031.000, -32.000, +246.000
1583321760, +3.43, +16.954, +60.38864, +1036.000, -31.000, +248.000
1583321820, +3.43, +16.937, +60.32361, +1038.000, -26.000, +246.000
1583321880, +3.43, +16.971, +60.58682, +1039.000, -26.000, +246.000
1583321940, +3.43, +16.928, +60.59921, +1039.000, -26.000, +240.000
1583322000, +3.43, +16.937, +60.49393, +1040.000, -29.000, +240.000
1583322060, +3.43, +16.937, +60.37006, +1036.000, -29.000, +246.000
1583322120, +3.43, +16.937, +60.34529, +1038.000, -26.000, +246.000
1583322180, +3.43, +16.945, +60.50012, +1040.000, -28.000, +243.000
1583322240, +3.43, +16.937, +60.47225, +1040.000, -24.000, +240.000
1583322300, +3.43, +16.945, +60.27097, +1038.000, -29.000, +246.000
1583322360, +3.43, +16.954, +60.65495, +1038.000, -29.000, +243.000
1583322420, +3.43, +16.937, +60.45057, +1043.000, -24.000, +236.000
1583322480, +3.43, +16.945, +60.52489, +1043.000, -29.000, +240.000
1583322540, +3.43, +16.928, +60.55586, +1036.000, -28.000, +241.000
1583322600, +3.43, +16.928, +60.39174, +1028.000, -31.000, +248.000
1583322660, +3.43, +16.911, +60.53418, +1033.000, -28.000, +243.000
1583322720, +3.43, +16.928, +60.57134, +1032.000, -30.000, +248.000
1583322780, +3.43, +16.911, +60.38864, +1039.000, -25.000, +244.000
1583322840, +3.43, +16.928, +60.54966, +1039.000, -29.000, +240.000
1583322900, +3.43, +16.903, +60.82836, +1036.000, -29.000, +243.000
1583322960, +3.43, +16.920, +60.61779, +1039.000, -25.000, +240.000
1583323020, +3.43, +16.903, +60.51250, +1039.000, -28.000, +240.000
1583323080, +3.43, +16.894, +60.55895, +1033.000, -29.000, +243.000
1583323140, +3.43, +16.903, +60.89648, +1027.000, -32.000, +248.000
1583323200, +3.43, +16.894, +78.60275, +1039.000, -28.000, +244.000
1583323260, +3.43, +16.894, +81.68694, +1039.000, -29.000, +240.000
1583323320, +3.43, +16.886, +82.05234, +1040.000, -26.000, +246.000
1583323380, +3.43, +16.894, +82.24433, +1040.000, -26.000, +240.000
1583323440, +3.43, +16.860, +82.08640, +1038.000, -26.000, +243.000
1583323500, +3.43, +16.894, +81.94086, +1043.000, -25.000, +240.000
1583323560, +3.43, +16.903, +81.90990, +1036.000, -29.000, +243.000
1583323620, +3.43, +16.928, +81.99350, +1036.000, -32.000, +241.000
1583323680, +3.43, +16.928, +82.16382, +1036.000, -29.000, +244.000
1583323740, +3.43, +16.928, +81.90990, +1036.000, -32.000, +244.000
1583323800, +3.43, +16.954, +82.14833, +1043.000, -25.000, +240.000
1583323860, +3.43, +16.920, +82.13904, +1036.000, -26.000, +243.000
1583323920, +3.43, +16.911, +82.39606, +1038.000, -32.000, +240.000
1583323980, +3.43, +16.928, +81.77984, +1043.000, -26.000, +240.000
1583324040, +3.43, +16.928, +82.06782, +1032.000, -29.000, +246.000
1583324100, +3.43, +16.945, +81.96564, +1041.000, -28.000, +240.000
1583324160, +3.43, +16.945, +82.20407, +1039.000, -26.000, +240.000
1583324220, +3.43, +16.945, +81.70862, +1038.000, -32.000, +243.000
1583324280, +3.43, +16.962, +82.36200, +1032.000, -26.000, +248.000
1583324340, +3.43, +16.945, +82.44251, +1038.000, -25.000, +243.000
1583324400, +3.43, +16.945, +82.45180, +1038.000, -31.000, +240.000
1583324460, +3.43, +16.928, +82.30316, +1040.000, -26.000, +240.000
1583324520, +3.43, +16.928, +82.17311, +1038.000, -26.000, +248.000
1583324580, +3.43, +16.928, +82.20098, +1039.000, -26.000, +240.000
1583324640, +3.43, +16.945, +82.50754, +1038.000, -32.000, +244.000
1583324700, +3.43, +16.954, +82.25981, +1038.000, -26.000, +240.000
1583324760, +3.43, +16.962, +81.64669, +1039.000, -28.000, +243.000
1583324820, +3.43, +16.954, +82.33723, +1041.000, -32.000, +240.000
1583324880, +3.43, +16.911, +82.25362, +1039.000, -29.000, +244.000
1583324940, +3.43, +16.962, +82.45799, +1039.000, -26.000, +241.000
1583325000, +3.43, +16.937, +82.19478, +1033.000, -26.000, +243.000
1583325060, +3.43, +16.954, +81.74578, +1036.000, -26.000, +241.000
1583325120, +3.43, +16.962, +81.70243, +1039.000, -26.000, +246.000
1583325180, +3.43, +16.954, +82.36200, +1030.000, -32.000, +247.000
1583325240, +3.43, +16.945, +82.22884, +1030.000, -31.000, +248.000
1583325300, +3.43, +16.962, +81.95015, +1039.000, -29.000, +243.000
1583325360, +3.43, +16.945, +81.94706, +1036.000, -29.000, +243.000
1583325420, +3.43, +16.954, +82.17001, +1028.000, -32.000, +248.000
1583325480, +3.43, +16.945, +82.60972, +1038.000, -29.000, +243.000
1583325540, +3.43, +16.928, +82.45799, +1036.000, -29.000, +246.000
1583325600, +3.43, +16.945, +82.36509, +1036.000, -29.000, +244.000
1583325660, +3.43, +16.937, +82.55399, +1036.000, -29.000, +244.000
1583325720, +3.43, +16.945, +82.27529, +1038.000, -28.000, +243.000
1583325780, +3.43, +16.937, +82.26910, +1036.000, -31.000, +243.000
1583325840, +3.43, +16.937, +82.62830, +1040.000, -29.000, +236.000
1583325900, +3.43, +16.937, +82.05234, +1036.000, -26.000, +240.000
1583325960, +3.43, +16.962, +82.51373, +1036.000, -26.000, +240.000
1583326020, +3.43, +16.945, +82.56637, +1038.000, -29.000, +240.000
1583326080, +3.43, +16.971, +82.03995, +1036.000, -32.000, +243.000
1583326140, +3.43, +16.971, +82.75526, +1039.000, -29.000, +243.000
1583326200, +3.43, +16.937, +82.33413, +1036.000, -32.000, +243.000
1583326260, +3.43, +16.945, +82.31555, +1043.000, -32.000, +244.000
1583326320, +3.43, +16.954, +82.28768, +1039.000, -26.000, +246.000
1583326380, +3.43, +16.911, +82.64998, +1041.000, -25.000, +240.000
1583326440, +3.43, +16.920, +82.60663, +1039.000, -26.000, +240.000
1583326500, +3.43, +16.928, +82.25671, +1033.000, -32.000, +248.000
1583326560, +3.43, +16.945, +82.40535, +1040.000, -31.000, +243.000
1583326620, +3.43, +16.945, +82.15762, +1038.000, -24.000, +243.000
1583326680, +3.43, +16.962, +82.43941, +1039.000, -32.000, +240.000
1583326740, +3.43, +16.954, +82.48896, +1039.000, -28.000, +243.000
1583326800, +3.43, +16.962, +96.65892, +1041.000, -29.000, +241.000
1583326860, +3.43, +16.954, +101.00033, +1040.000, -26.000, +240.000
1583326920, +3.43, +16.928, +101.09942, +1032.000, -32.000, +248.000
1583326980, +3.43, +16.945, +100.99724, +1036.000, -29.000, +243.000
1583327040, +3.43, +16.945, +101.12110, +1036.000, -26.000, +248.000
1583327100, +3.43, +16.937, +100.71235, +1039.000, -29.000, +240.000
1583327160, +3.43, +16.937, +100.61636, +1031.000, -29.000, +248.000
1583327220, +3.43, +16.954, +101.24187, +1039.000, -29.000, +240.000
1583327280, +3.43, +16.937, +100.77738, +1040.000, -24.000, +240.000
1583327340, +3.43, +16.937, +101.14278, +1031.000, -32.000, +248.000
1583327400, +3.43, +16.937, +101.09633, +1043.000, -26.000, +240.000
1583327460, +3.43, +16.954, +100.08374, +1032.000, -32.000, +243.000
1583327520, +3.43, +16.928, +99.98465, +1036.000, -28.000, +246.000
1583327580, +3.43, +16.945, +100.28812, +1032.000, -32.000, +244.000
1583327640, +3.43, +16.954, +99.86079, +1040.000, -25.000, +241.000
1583327700, +3.43, +16.954, +100.46462, +1032.000, -29.000, +248.000
1583327760, +3.43, +16.962, +100.24167, +1039.000, -29.000, +246.000
1583327820, +3.43, +16.937, +99.82673, +1032.000, -32.000, +243.000
1583327880, +3.43, +16.937, +99.89176, +1036.000, -26.000, +240.000
1583327940, +3.43, +16.962, +100.01252, +1032.000, -29.000, +246.000
1583328000, +3.43, +16.937, +100.11161, +1033.000, -28.000, +248.000
1583328060, +3.43, +16.937, +100.73403, +1039.000, -29.000, +240.000
1583328120, +3.43, +16.920, +100.07136, +1038.000, -26.000, +240.000
1583328180, +3.43, +16.945, +99.80505, +1039.000, -29.000, +240.000
1583328240, +3.43, +16.945, +99.70906, +1040.000, -26.000, +240.000
1583328300, +3.43, +16.954, +100.21380, +1039.000, -26.000, +240.000
1583328360, +3.43, +16.962, +99.76789, +1040.000, -28.000, +240.000
1583328420, +3.43, +16.945, +100.04659, +1039.000, -26.000, +243.000
1583328480, +3.43, +16.937, +100.22309, +1039.000, -28.000, +241.000
1583328540, +3.43, +16.954, +99.98775, +1040.000, -25.000, +243.000
1583328600, +3.43, +16.920, +99.80815, +1039.000, -28.000, +240.000
1583328660, +3.43, +16.962, +100.74951, +1038.000, -26.000, +240.000
1583328720, +3.43, +16.954, +99.46133, +1038.000, -26.000, +246.000
1583328780, +3.43, +16.954, +99.90724, +1038.000, -32.000, +248.000
1583328840, +3.43, +16.937, +100.18903, +1040.000, -29.000, +240.000
1583328900, +3.43, +16.954, +99.64713, +1039.000, -32.000, +240.000
1583328960, +3.43, +16.937, +99.83911, +1040.000, -26.000, +244.000
1583329020, +3.43, +16.962, +99.93821, +1039.000, -29.000, +241.000
1583329080, +3.43, +16.937, +99.52946, +1036.000, -26.000, +248.000
1583329140, +3.43, +16.937, +99.61926, +1030.000, -32.000, +248.000
1583329200, +3.43, +16.937, +99.89176, +1031.000, -26.000, +248.000
1583329260, +3.43, +16.962, +99.47991, +1027.000, -32.000, +248.000
1583329320, +3.43, +16.945, +99.95059, +1031.000, -32.000, +248.000
1583329380, +3.43, +16.945, +99.44585, +1039.000, -28.000, +240.000
1583329440, +3.43, +16.945, +99.96298, +1038.000, -29.000, +243.000
1583329500, +3.43, +16.937, +99.69667, +1038.000, -26.000, +244.000
1583329560, +3.43, +16.954, +98.51068, +1036.000, -28.000, +244.000
1583329620, +3.43, +16.954, +99.18264, +1039.000, -28.000, +240.000
1583329680, +3.43, +16.954, +99.10832, +1032.000, -29.000, +246.000
1583329740, +3.43, +16.971, +98.93801, +1031.000, -29.000, +244.000
1583329800, +3.43, +16.954, +98.73363, +1036.000, -32.000, +248.000
1583329860, +3.43, +16.954, +98.52926, +1031.000, -29.000, +246.000
1583329920, +3.43, +16.945, +98.83273, +1038.000, -31.000, +246.000
1583329980, +3.43, +16.945, +98.25676, +1033.000, -29.000, +243.000
1583330040, +3.43, +16.945, +98.25986, +1038.000, -26.000, +244.000
1583330100, +3.43, +16.937, +98.41778, +1038.000, -28.000, +246.000
1583330160, +3.43, +16.954, +98.63145, +1036.000, -32.000, +241.000
1583330220, +3.43, +16.954, +98.61287, +1040.000, -28.000, +244.000
1583330280, +3.43, +16.945, +98.27224, +1036.000, -26.000, +244.000
1583330340, +3.43, +16.937, +98.34037, +1032.000, -32.000, +246.000
1583330400, +3.43, +16.945, +100.41818, +1039.000, -26.000, +240.000
1583330460, +3.43, +16.928, +117.97580, +1043.000, -24.000, +236.000
1583330520, +3.43, +16.962, +116.99109, +1044.000, -26.000, +240.000
1583330580, +3.43, +16.962, +118.94194, +1043.000, -26.000, +240.000
1583330640, +3.43, +16.962, +118.33501, +1043.000, -26.000, +240.000
1583330700, +3.43, +16.911, +117.70640, +1033.000, -31.000, +244.000
1583330760, +3.43, +16.937, +117.88910, +1036.000, -26.000, +248.000
1583330820, +3.43, +16.928, +117.77143, +1036.000, -31.000, +244.000
1583330880, +3.43, +16.954, +117.68473, +1039.000, -26.000, +248.000
1583330940, +3.43, +16.937, +117.67853, +1043.000, -28.000, +240.000
1583331000, +3.43, +16.937, +117.74975, +1036.000, -31.000, +248.000
1583331060, +3.43, +16.937, +117.71259, +1032.000, -26.000, +246.000
1583331120, +3.43, +16.928, +118.15231, +1040.000, -24.000, +240.000
1583331180, +3.43, +16.954, +117.04064, +1038.000, -29.000, +244.000
1583331240, +3.43, +16.954, +116.95393, +1030.000, -32.000, +246.000
1583331300, +3.43, +16.954, +117.21404, +1040.000, -28.000, +240.000
1583331360, +3.43, +16.954, +116.63498, +1030.000, -32.000, +248.000
1583331420, +3.43, +16.937, +116.79291, +1033.000, -32.000, +243.000
1583331480, +3.43, +16.945, +117.19856, +1039.000, -29.000, +243.000
1583331540, +3.43, +16.954, +116.40274, +1032.000, -29.000, +246.000
1583331600, +3.43, +16.962, +117.00348, +1038.000, -29.000, +243.000
1583331660, +3.43, +16.962, +116.87032, +1033.000, -29.000, +241.000
1583331720, +3.43, +16.962, +116.53899, +1039.000, -26.000, +241.000
1583331780, +3.43, +16.937, +122.23980, +1039.000, -26.000, +243.000
1583331840, +3.43, +16.971, +122.63926, +1039.000, -26.000, +243.000
1583331900, +3.43, +16.971, +122.62997, +1038.000, -28.000, +243.000
1583331960, +3.43, +16.962, +122.58042, +1036.000, -31.000, +248.000
1583332020, +3.43, +16.979, +122.49372, +1033.000, -31.000, +244.000
1583332080, +3.43, +16.928, +122.65474, +1038.000, -28.000, +248.000
1583332140, +3.43, +16.954, +122.43179, +1043.000, -26.000, +240.000
1583332200, +3.43, +16.945, +122.12523, +1036.000, -32.000, +243.000
1583332260, +3.43, +16.945, +122.42250, +1038.000, -26.000, +246.000
1583332320, +3.43, +16.945, +122.59900, +1040.000, -25.000, +243.000
1583332380, +3.43, +16.937, +122.22741, +1039.000, -32.000, +246.000
1583332440, +3.43, +16.954, +122.62997, +1038.000, -26.000, +243.000
1583332500, +3.43, +16.937, +122.75074, +1036.000, -25.000, +243.000
1583332560, +3.43, +16.954, +123.19355, +1033.000, -29.000, +246.000
1583332620, +3.43, +16.945, +122.63307, +1039.000, -29.000, +240.000
1583332680, +3.43, +16.954, +122.16239, +1039.000, -26.000, +240.000
1583332740, +3.43, +16.937, +123.07278, +1039.000, -26.000, +240.000
1583332800, +3.43, +16.920, +122.63616, +1036.000, -28.000, +246.000
1583332860, +3.43, +16.860, +122.70119, +1039.000, -25.000, +246.000
1583332920, +3.43, +16.903, +123.45985, +1038.000, -32.000, +243.000
1583332980, +3.43, +16.903, +123.41031, +1036.000, -29.000, +243.000
1583333040, +3.43, +16.920, +122.72287, +1036.000, -25.000, +240.000
1583333100, +3.43, +16.911, +123.41340, +1031.000, -31.000, +246.000
1583333160, +3.43, +16.911, +122.46585, +1038.000, -32.000, +243.000
1583333220, +3.43, +16.894, +123.24000, +1036.000, -29.000, +240.000
1583333280, +3.43, +16.903, +123.58062, +1040.000, -26.000, +238.000
1583333340, +3.43, +16.877, +123.08826, +1038.000, -31.000, +240.000
1583333400, +3.43, +16.894, +123.63326, +1036.000, -32.000, +243.000
1583333460, +3.43, +16.860, +123.80667, +1041.000, -25.000, +243.000
1583333520, +3.43, +16.903, +123.79738, +1036.000, -28.000, +246.000
1583333580, +3.43, +16.903, +123.76642, +1031.000, -31.000, +249.000
1583333640, +3.43, +16.894, +124.01105, +1043.000, -29.000, +240.000
1583333700, +3.43, +16.886, +123.42889, +1043.000, -29.000, +236.000
1583333760, +3.43, +16.886, +123.83764, +1038.000, -29.000, +240.000
1583333820, +3.43, +16.869, +123.70448, +1038.000, -25.000, +244.000
1583333880, +3.43, +16.886, +123.39792, +1041.000, -26.000, +243.000
1583333940, +3.43, +16.860, +123.29264, +1036.000, -26.000, +240.000
1583334000, +3.43, +16.886, +138.31726, +1038.000, -25.000, +240.000
1583334060, +3.43, +16.903, +142.98072, +1036.000, -29.000, +248.000
1583334120, +3.43, +16.886, +143.22535, +1031.000, -26.000, +244.000
1583334180, +3.43, +16.894, +142.94975, +1040.000, -26.000, +240.000
1583334240, +3.43, +16.894, +143.33063, +1038.000, -24.000, +240.000
1583334300, +3.43, +16.843, +142.77015, +1036.000, -26.000, +241.000
1583334360, +3.43, +16.886, +146.58204, +1046.000, -24.000, +232.000
1583334420, +3.43, +16.860, +146.75235, +1040.000, -25.000, +240.000
1583334480, +3.43, +16.877, +147.30355, +1032.000, -29.000, +248.000
1583334540, +3.43, +16.869, +146.61610, +1036.000, -24.000, +240.000
1583334600, +3.43, +16.903, +146.95673, +1038.000, -28.000, +240.000
1583334660, +3.43, +16.903, +146.72139, +1038.000, -29.000, +244.000
1583334720, +3.43, +16.877, +146.80809, +1038.000, -30.000, +240.000
1583334780, +3.43, +16.903, +147.01556, +1038.000, -29.000, +240.000
1583334840, +3.43, +16.894, +146.96292, +1036.000, -26.000, +244.000
1583334900, +3.43, +16.894, +147.06511, +1036.000, -31.000, +240.000
1583334960, +3.43, +16.877, +146.93815, +1038.000, -29.000, +244.000
1583335020, +3.43, +16.877, +147.29735, +1031.000, -31.000, +248.000
1583335080, +3.43, +16.894, +146.45199, +1038.000, -26.000, +244.000
1583335140, +3.43, +16.903, +147.02176, +1033.000, -31.000, +241.000
1583335200, +3.43, +16.869, +147.04963, +1040.000, -29.000, +240.000
1583335260, +3.43, +16.886, +146.77093, +1031.000, -28.000, +243.000
1583335320, +3.43, +16.886, +146.98150, +1031.000, -32.000, +243.000
1583335380, +3.43, +16.894, +147.10227, +1036.000, -32.000, +240.000
1583335440, +3.43, +16.886, +146.92886, +1043.000, -26.000, +240.000
1583335500, +3.43, +16.860, +145.53230, +1038.000, -32.000, +240.000
1583335560, +3.43, +16.886, +146.22594, +1040.000, -32.000, +240.000
1583335620, +3.43, +16.894, +145.47656, +1039.000, -26.000, +246.000
1583335680, +3.43, +16.886, +145.21026, +1036.000, -29.000, +243.000
1583335740, +3.43, +16.877, +145.58185, +1033.000, -31.000, +240.000
1583335800, +3.43, +16.877, +145.47966, +1043.000, -26.000, +240.000
1583335860, +3.43, +16.869, +145.90079, +1040.000, -26.000, +241.000
1583335920, +3.43, +16.911, +145.79241, +1038.000, -28.000, +240.000
1583335980, +3.43, +16.903, +145.97202, +1033.000, -31.000, +248.000
1583336040, +3.43, +16.920, +145.47966, +1039.000, -28.000, +240.000
1583336100, +3.43, +16.911, +145.89770, +1032.000, -29.000, +248.000
1583336160, +3.43, +16.928, +145.73358, +1032.000, -28.000, +248.000
1583336220, +3.43, +16.886, +145.98440, +1028.000, -32.000, +248.000
1583336280, +3.43, +16.937, +146.15162, +1033.000, -32.000, +243.000
1583336340, +3.43, +16.954, +145.77693, +1043.000, -25.000, +240.000
1583336400, +3.43, +16.928, +146.05562, +1032.000, -31.000, +243.000
1583336460, +3.43, +16.920, +145.92557, +1033.000, -26.000, +248.000
1583336520, +3.43, +16.937, +146.01846, +1027.000, -31.000, +246.000
1583336580, +3.43, +16.954, +145.65616, +1039.000, -25.000, +243.000
1583336640, +3.43, +16.945, +145.70571, +1036.000, -28.000, +244.000
1583336700, +3.43, +16.945, +146.06491, +1033.000, -29.000, +244.000
1583336760, +3.43, +16.945, +145.85744, +1032.000, -29.000, +243.000
1583336820, +3.43, +16.954, +145.97511, +1030.000, -29.000, +248.000
1583336880, +3.43, +16.945, +146.06801, +1036.000, -32.000, +243.000
1583336940, +3.43, +16.945, +145.79551, +1043.000, -29.000, +240.000
1583337000, +3.43, +16.954, +145.60043, +1039.000, -32.000, +241.000
1583337060, +3.43, +16.945, +145.76145, +1039.000, -32.000, +246.000
1583337120, +3.43, +16.945, +146.35599, +1036.000, -29.000, +243.000
1583337180, +3.43, +16.937, +146.00917, +1038.000, -32.000, +243.000
1583337240, +3.43, +16.945, +146.18568, +1038.000, -32.000, +243.000
1583337300, +3.43, +16.945, +146.04014, +1040.000, -26.000, +246.000
1583337360, +3.43, +16.945, +146.05872, +1038.000, -26.000, +243.000
1583337420, +3.43, +16.945, +145.92866, +1032.000, -28.000, +244.000
1583337480, +3.43, +16.945, +146.08349, +1038.000, -24.000, +240.000
1583337540, +3.43, +16.945, +146.37457, +1039.000, -31.000, +240.000
1583337600, +3.43, +16.920, +152.30763, +1041.000, -26.000, +240.000
1583337660, +3.43, +16.954, +162.26624, +1036.000, -28.000, +248.000
1583337720, +3.43, +16.962, +162.16095, +1039.000, -32.000, +240.000
1583337780, +3.43, +16.971, +161.94419, +1041.000, -26.000, +240.000
1583337840, +3.43, +16.954, +161.90084, +1038.000, -32.000, +240.000
1583337900, +3.43, +16.937, +161.93181, +1043.000, -29.000, +238.000
1583337960, +3.43, +16.954, +162.13928, +1039.000, -29.000, +243.000
1583338020, +3.43, +16.945, +161.97826, +1036.000, -26.000, +248.000
1583338080, +3.43, +16.937, +161.88226, +1036.000, -26.000, +246.000
1583338140, +3.43, +16.954, +160.66221, +1046.000, -28.000, +240.000
1583338200, +3.43, +16.937, +161.23508, +1040.000, -25.000, +240.000
1583338260, +3.43, +16.962, +160.46093, +1036.000, -25.000, +244.000
1583338320, +3.43, +16.954, +160.35255, +1038.000, -31.000, +240.000
1583338380, +3.43, +16.928, +160.47951, +1038.000, -28.000, +244.000
1583338440, +3.43, +16.954, +160.96877, +1032.000, -31.000, +246.000
1583338500, +3.43, +16.954, +160.54144, +1036.000, -29.000, +243.000
1583338560, +3.43, +16.954, +160.84800, +1040.000, -26.000, +240.000
1583338620, +3.43, +16.945, +160.42067, +1036.000, -28.000, +243.000
1583338680, +3.43, +16.945, +160.43925, +1036.000, -29.000, +243.000
1583338740, +3.43, +16.928, +162.42726, +1036.000, -28.000, +244.000
1583338800, +3.43, +16.971, +160.60647, +1033.000, -29.000, +248.000
