date,E_Conductivity,TempInSitu,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2020-11-16T13:27:00Z,42634.7,21.88,352,29.390166166339114,1.9583989480642825,45409.301268500865,0,242.13120663428964,250.83845001246277
2020-11-16T13:27:10Z,42582,21.89,352,29.342905160275958,1.9585196101204023,45343.89481366496,0,242.06580017945376,250.66331488977877
2020-11-16T13:27:20Z,42552,21.89,352,29.319862865118484,1.9585519657208257,45311.997548113286,0,242.03390291390207,250.61419556770016
2020-11-16T13:27:30Z,42525.7,21.89,352,29.29966457637351,1.9585803424882675,45284.03423994784,0,242.00593960573661,250.5711386475682
2020-11-16T13:27:40Z,42533.2,21.91,352,29.291914433818945,1.958699945754538,45273.31430249429,0,241.99521966828308,250.4061062326499
2020-11-16T13:27:50Z,42552,21.91,352,29.30634617632028,1.958679660811834,45293.2952349695,0,242.01520060075828,250.4368481041866
2020-11-16T13:28:00Z,42484.6,21.92,352,29.247869192822563,1.9588162462216434,45212.3294819799,0,241.9342348477687,250.2381180950148
2020-11-16T13:28:10Z,42450.9,21.92,352,29.222012829003223,1.9588526491544742,45176.519673451105,0,241.8984250392399,250.18305944768193
2020-11-16T13:28:20Z,42480.8,21.92,352,29.244953475617145,1.9588203501089243,45208.291583670776,0,241.93019694945957,250.23190936860738
2020-11-16T13:28:30Z,42480.8,21.92,352,29.244953475617145,1.9588203501089243,45208.291583670776,0,241.93019694945957,250.23190936860738
2020-11-16T13:43:00Z,36998.2,14.22,352,30.26417131132516,1.9128383786424372,46609.20304225902,0,243.3311084080478,323.99525692929006
2020-11-16T13:43:10Z,37058.1,14.26,352,30.28726940540431,1.9130556159259837,46641.077048452695,0,243.3629824142415,323.6030442874424
2020-11-16T13:43:20Z,37329.4,14.53,352,30.3217738448006,1.9146699477216134,46688.94301344256,0,243.41084837923134,320.6303414857022
2020-11-16T13:43:30Z,37650.2,15.07,352,30.190518774966453,1.9181303767184619,46508.73483503326,0,243.23064020082205,314.2642932735426
2020-11-16T13:43:40Z,37314.3,14.66,352,30.206926492073666,1.9156102730470808,46530.85790583217,0,243.25276327162095,318.8413586852593
2020-11-16T13:43:50Z,37305.2,14.58,352,30.260941466756048,1.9150526682396456,46605.19649493119,0,243.32710186071998,319.892856010802
2020-11-16T13:44:00Z,37256.8,14.51,352,30.27182235102084,1.9146101858149698,46620.10311848138,0,243.34200848427017,320.71301585418547
2020-11-16T13:44:10Z,37381.1,14.66,352,30.267043553179885,1.915534455267972,46613.70168148562,0,243.3356070472744,319.01260242497943
2020-11-16T13:44:20Z,37381.1,14.62,352,30.298190733090927,1.9152505824396409,46656.565723409665,0,243.37847108919846,319.5497958916854
2020-11-16T13:44:30Z,37356.8,14.63,352,30.268511094481415,1.915349127442585,46615.687260943974,0,243.33759262673277,319.3529221398999
2020-11-16T13:44:40Z,37323.4,14.6,352,30.2617738729439,1.9151740467339176,46606.36783296853,0,243.3282731987573,319.67042220212386
2020-11-16T13:44:50Z,37356.8,14.63,352,30.268511094481415,1.915349127442585,46615.687260943974,0,243.33759262673277,319.3529221398999
2020-11-16T13:45:00Z,37390.2,14.62,352,30.30639018167165,1.9152402646472992,46667.861346649064,0,243.38976671243785,319.57319399018337
2020-11-16T13:45:10Z,37396.3,14.63,352,30.304091469821426,1.915304330151535,46664.70683172835,0,243.38661219751714,319.4544094363191
2020-11-16T13:45:20Z,37381.1,14.65,352,30.274825501640336,1.9154635008542273,46624.41162769014,0,243.34631699347892,319.146757241214
2020-11-16T13:45:30Z,37381.1,14.65,352,30.274825501640336,1.9154635008542273,46624.41162769014,0,243.34631699347892,319.146757241214
2020-11-16T13:45:40Z,37644,14.92,352,30.301003228302523,1.9170780811471866,46660.80199616395,0,243.38270736195273,316.2201113511898
2020-11-16T13:45:50Z,37490.8,14.83,352,30.233567637981636,1.9166148333127722,46567.77880344695,0,243.28968416923573,317.02450673317196
2020-11-16T13:46:00Z,37582.6,14.95,352,30.22284130980171,1.9173595732392736,46553.140518585045,0,243.27504588437384,315.6697602447167
2020-11-16T13:46:10Z,37711.8,15.03,352,30.276372622915048,1.9177784622244924,46626.99945463073,0,243.3489048204195,314.94207650771546
2020-11-16T13:46:20Z,37625.6,15.01,352,30.214881321277137,1.917734732951059,46542.2417969839,0,243.2641471627727,314.98874726027134
2020-11-16T13:46:30Z,37684,15.03,352,30.251557640600392,1.9178098785938322,46592.80787777663,0,243.31471324356542,314.8725230021623
2020-11-16T13:46:40Z,37727.2,15.08,352,30.25144917711941,1.918113861300403,46592.717645015575,0,243.31462301080435,314.3255740357275
2020-11-16T13:46:50Z,37693.3,15.07,352,30.228946865853153,1.9180816318646263,46561.697224054355,0,243.28360258984316,314.37181268007464
2020-11-16T13:47:00Z,37721,15.08,352,30.2459214777149,1.9181208666436638,46585.1006873472,0,243.30700605313598,314.3101142767765
