date,TempInSitu,E_Conductivity,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,at,bt,Sp_Cond_mS.cm,SalinityInSitu_2pCal
2020-11-17T10:26:00Z,21.47,1310.7,352,0.705505226889709,2.010019373281222,1410.801568504608,0,1.4130003355359426,49.99258406617346,1.4108008972999067,0.7619604494374594
2020-11-17T10:26:10Z,21.48,1310.7,352,0.7053461433708906,2.0100789633291414,1410.4995872969964,0,1.4130003816258705,49.992584020083534,1.4104988238894496,0.7616178037021089
2020-11-17T10:26:20Z,21.48,1310.7,352,0.7053461433708906,2.0100789633291414,1410.4995872969964,0,1.4130003816258705,49.992584020083534,1.4104988238894496,0.7616178037021089
2020-11-17T10:26:30Z,21.49,1311.2,352,0.7054683569125292,2.0101378800423984,1410.7356373306777,0,1.4130003455986981,49.9925840561107,1.4107349459955438,0.761579360637875
2020-11-17T10:26:40Z,21.49,1310.7,352,0.7051871206805507,2.010138543696187,1410.1977167413613,0,1.41300042769891,49.99258397401049,1.4101968611636078,0.7612753662570328
2020-11-17T10:26:50Z,21.51,1311.2,352,0.7051503658195802,2.0102570119457184,1410.1319980134685,0,1.4130004377292409,49.99258396398016,1.410131122369649,0.7608948337253724
2020-11-17T10:27:00Z,21.51,1311.2,352,0.7051503658195802,2.0102570119457184,1410.1319980134685,0,1.4130004377292409,49.99258396398016,1.410131122369649,0.7608948337253724
2020-11-17T10:27:10Z,21.52,1311.2,352,0.7049914614283844,2.0103165633761897,1409.8303441772564,0,1.4130004837692038,49.992583917940195,1.4098293764280077,0.7605528822091855
2020-11-17T10:27:20Z,21.52,1311.2,352,0.7049914614283844,2.0103165633761897,1409.8303441772564,0,1.4130004837692038,49.992583917940195,1.4098293764280077,0.7605528822091855
2020-11-17T10:27:30Z,21.52,1311.7,352,0.7052725119881404,2.0103159000274,1410.3679198874966,0,1.4130004017216289,49.99258399998777,1.41036711627805,0.7608564693208307
2020-11-17T10:27:40Z,21.53,1311.7,352,0.7051136043486178,2.0103754418828834,1410.0662616602685,0,1.413000447762262,49.99258395394714,1.410065365944947,0.7605145876291197
2020-11-17T10:27:50Z,21.53,1311.7,352,0.7051136043486178,2.0103754418828834,1410.0662616602685,0,1.413000447762262,49.99258395394714,1.410065365944947,0.7605145876291197
2020-11-17T10:28:00Z,21.54,1311.7,352,0.7049547574313884,2.0104349740576395,1409.7647138959003,0,1.4130004937860354,49.99258390792337,1.4097637261072882,0.7601729136195098
2020-11-17T10:28:10Z,21.54,1311.7,352,0.7049547574313884,2.0104349740576395,1409.7647138959003,0,1.4130004937860354,49.99258390792337,1.4097637261072882,0.7601729136195098
2020-11-17T10:28:20Z,21.54,1312.8,352,0.7055728097299274,2.010433515111697,1410.9468750427295,0,1.41300031335851,49.99258408835089,1.410946248203547,0.7608402232084578
2020-11-17T10:28:30Z,21.56,1312.3,352,0.7049742078360896,2.010553213837493,1409.8064892973323,0,1.4130004874100583,49.992583914299345,1.409805514264309,0.7598538403417342
