date,E_Conductivity,TempInSitu,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,at,bt,Sp_Cond_mS.cm,SalinityInSitu_2pCal
2020-11-16T13:27:00Z,42634.7,21.88,352,29.390166166339114,1.9583989480642825,45409.301268500865,0,-0.42017921952086956,49.80872088618754,45.7443901715011,31.793628168920254
2020-11-16T13:27:10Z,42582,21.89,352,29.342905160275958,1.9585196101204023,45343.89481366496,0,-0.41745395056937373,49.80599561723604,45.683289507017804,31.738806743314747
2020-11-16T13:27:20Z,42552,21.89,352,29.319862865118484,1.9585519657208257,45311.997548113286,0,-0.41612489783805384,49.80466656450472,45.65348726805534,31.715652674177598
2020-11-16T13:27:30Z,42525.7,21.89,352,29.29966457637351,1.9585803424882675,45284.03423994784,0,-0.41495975999782675,49.803501426664496,45.6273580071521,31.695354304164123
2020-11-16T13:27:40Z,42533.2,21.91,352,29.291914433818945,1.958699945754538,45273.31430249429,0,-0.41451309593726227,49.80305476260393,45.61734052203976,31.67294178651093
2020-11-16T13:27:50Z,42552,21.91,352,29.30634617632028,1.958679660811834,45293.2952349695,0,-0.4153456347903959,49.80388730145706,45.63601186396761,31.68743894357101
2020-11-16T13:28:00Z,42484.6,21.92,352,29.247869192822563,1.9588162462216434,45212.3294819799,0,-0.41197206174916245,49.80051372841583,45.56034511190747,31.621393559178532
2020-11-16T13:28:10Z,42450.9,21.92,352,29.222012829003223,1.9588526491544742,45176.519673451105,0,-0.410479986393796,49.799021653060464,45.526872477324176,31.59541812005611
2020-11-16T13:28:20Z,42480.8,21.92,352,29.244953475617145,1.9588203501089243,45208.291583670776,0,-0.41180381598628246,49.80034548265295,45.55657095132764,31.618464575466806
2020-11-16T13:28:30Z,42480.8,21.92,352,29.244953475617145,1.9588203501089243,45208.291583670776,0,-0.41180381598628246,49.80034548265295,45.55657095132764,31.618464575466806
2020-11-16T13:29:40Z,1327,21.61,352,0.7124301602196448,2.0108311528411296,1424.0751838076458,0,1.4125385340080148,47.976003132658654,1.4250380046597932,0.7675831239204484
2020-11-16T13:29:50Z,1327,21.68,352,0.711309246119274,2.0112471552315614,1421.9483326954644,0,1.4126271528043557,47.975914513862314,1.4227262928164317,0.7650733961152362
2020-11-16T13:30:00Z,1330.2,21.68,352,0.7131028300953651,2.0112429178875755,1425.377081401567,0,1.4124842882749347,47.97605737839173,1.426453051346196,0.7671710381285156
2020-11-16T13:30:10Z,1330.2,21.68,352,0.7131028300953651,2.0112429178875755,1425.377081401567,0,1.4124842882749347,47.97605737839173,1.426453051346196,0.7671710381285156
2020-11-16T13:30:20Z,1330.2,21.68,352,0.7131028300953651,2.0112429178875755,1425.377081401567,0,1.4124842882749347,47.97605737839173,1.426453051346196,0.7671710381285156
