date,TempInSitu,E_Conductivity,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,at,bt,Sp_Cond_mS.cm,SalinityInSitu_2pCal
2020-11-16T14:29:50Z,22.24,10925.7,352,6.580556090310025,2.00119834299409,11564.439548430495,0,12.900166487216602,49.995208730933484,11.564094541168553,6.996171899644832
2020-11-16T14:30:00Z,22.26,10939.5,352,6.586530483423225,2.00130046662352,11574.177338318086,0,12.90016527333105,49.99520994481904,11.57383493335452,6.999356148291214
2020-11-16T14:30:10Z,22.34,10978.8,352,6.600074413495171,2.001731069260671,11596.254717230804,0,12.900162521226973,49.99521269692312,11.595918207439114,7.001068029930951
2020-11-16T14:30:20Z,22.33,10985.7,352,6.606041385654723,2.0016606207050223,11605.973581560154,0,12.900161309700628,49.99521390844946,11.605639664853015,7.008988202327291
2020-11-16T14:30:30Z,22.31,10974.9,352,6.602028954065767,2.0015543737894452,11599.434583762106,0,12.900162124833738,49.99521309331635,11.599098922528546,7.007899370662897
2020-11-16T14:30:40Z,22.29,10942.4,352,6.5839366445666165,2.0014787029305094,11569.95521365303,0,12.900165799649258,49.99520941850083,11.569611680537824,6.991845338224122
2020-11-16T14:30:50Z,22.31,10948.3,352,6.5847806189678995,2.001591883856168,11571.333231747436,0,12.900165627869391,49.995209590280695,11.57099006686499,6.989576684219761
2020-11-16T14:31:00Z,22.31,10944.4,352,6.582252059723802,2.001597383570535,11567.213103708455,0,12.900166141472987,49.9952090766771,11.566868837773134,6.9868906285555354
2020-11-16T14:31:10Z,22.31,10954.2,352,6.588606036706256,2.001583563832651,11577.566243530084,0,12.90016485087964,49.995210367270445,11.57722474390853,6.99364037611144
2020-11-16T14:31:20Z,22.42,11020.3,352,6.614994017652374,2.002158037623783,11620.568328437887,0,12.900159490360455,49.995215727789635,11.620238303361115,7.004223291955058
2020-11-16T14:31:30Z,22.42,10999.5,352,6.601534731084287,2.002187323956942,11598.644607575949,0,12.900162223309952,49.99521299484014,11.598308735547265,6.9899614558986425
2020-11-16T14:31:40Z,22.42,11002.5,352,6.603475826163356,2.002183099913395,11601.806684839474,0,12.900161829134277,49.99521338901581,11.601471656520566,6.99201829423371
2020-11-16T14:31:50Z,22.41,11016.3,352,6.613900537270873,2.0021030233581056,11618.785968759317,0,12.900159712544408,49.99521550560568,11.61845546857705,7.004647612641015
2020-11-16T14:32:00Z,22.42,11002.5,352,6.603475826163356,2.002183099913395,11601.806684839474,0,12.900161829134277,49.99521338901581,11.601471656520566,6.99201829423371
2020-11-16T14:32:10Z,22.42,11002.5,352,6.603475826163356,2.002183099913395,11601.806684839474,0,12.900161829134277,49.99521338901581,11.601471656520566,6.99201829423371
2020-11-16T14:32:20Z,22.42,11014.3,352,6.611111284797229,2.002166485515862,11614.244181746491,0,12.900160278710826,49.99521493943926,11.613912470713151,7.000109039354428
2020-11-16T14:32:30Z,22.42,11001.5,352,6.602828788918525,2.0021845079259255,11600.75265916509,0,12.900161960526157,49.99521325762393,11.600417349624552,6.9913326755635525
2020-11-16T14:32:40Z,22.43,11001.5,352,6.601336500037357,2.0022451410706523,11598.32302835179,0,12.900162263397114,49.99521295475297,11.597987070511369,6.988172027046629
2020-11-16T14:32:50Z,22.43,11001.5,352,6.601336500037357,2.0022451410706523,11598.32302835179,0,12.900162263397114,49.99521295475297,11.597987070511369,6.988172027046629
2020-11-16T14:33:00Z,22.44,11001.5,352,6.599844774592578,2.002305763940909,11595.894263604872,0,12.900162566160109,49.99521265198998,11.595557657616336,6.985013288256005
2020-11-16T15:00:40Z,22.39,30618.6,352,20.13201711566012,1.9756527116752551,32283.271930379186,0,12.89758373573543,49.997791482414655,32.28557964235816,21.343344960971063
2020-11-16T15:00:50Z,22.33,30648.3,352,20.181095277807618,1.975236285151804,32354.645461209,0,12.897574838511442,49.99780037963865,32.35695233852067,21.424686244064294
2020-11-16T15:01:00Z,22.33,30618.6,352,20.159558547746954,1.975273303368407,32323.325639029947,0,12.897578742752552,49.997796475397536,32.3256328910367,21.401810954477824
2020-11-16T15:01:10Z,22.33,30618.6,352,20.159558547746954,1.975273303368407,32323.325639029947,0,12.897578742752552,49.997796475397536,32.3256328910367,21.401810954477824
2020-11-16T15:01:20Z,22.34,30705.2,352,20.21775450373306,1.9752286612692325,32407.948702881255,0,12.897568193878973,49.99780702427111,32.41025491218742,21.45872964639576
2020-11-16T15:01:30Z,22.33,30705.2,352,20.22236352136206,1.9751653951413717,32414.648602129666,0,12.897567358688342,49.997807859461744,32.41695472477001,21.468519482317657
2020-11-16T15:01:40Z,22.33,30705.2,352,20.22236352136206,1.9751653951413717,32414.648602129666,0,12.897567358688342,49.997807859461744,32.41695472477001,21.468519482317657
2020-11-16T15:01:50Z,22.33,30675.5,352,20.200821551570655,1.9752023924962658,32383.32888609815,0,12.897571262916218,49.99780395523387,32.38563540868964,21.44563857642733
2020-11-16T15:02:00Z,22.33,30591.4,352,20.139837074357644,1.9753072151167193,32294.642116867733,0,12.897582318359902,49.997792899790184,32.29694970046441,21.380863767353613
2020-11-16T15:02:10Z,22.33,30561.8,352,20.11837807973423,1.9753441294380125,32263.427642806764,0,12.89758620946861,49.99778900868148,32.265735574687724,21.358071095092956
2020-11-16T15:02:20Z,22.33,30792.2,352,20.285481988836242,1.9750570818112843,32506.392906423025,0,12.89755592210092,49.997819296049165,32.508697781622516,21.535561217118758
2020-11-16T15:02:30Z,22.33,30792.2,352,20.285481988836242,1.9750570818112843,32506.392906423025,0,12.89755592210092,49.997819296049165,32.508697781622516,21.535561217118758
2020-11-16T15:02:40Z,22.33,30675.5,352,20.200821551570655,1.9752023924962658,32383.32888609815,0,12.897571262916218,49.99780395523387,32.38563540868964,21.44563857642733
2020-11-16T15:02:50Z,22.32,30675.5,352,20.205427347175185,1.9751391177731852,32390.02477277668,0,12.897570428225782,49.9978047899243,32.39233121097002,21.455423807648316
2020-11-16T15:30:00Z,15.58,29093.1,352,22.406829652166948,1.9321749173493223,35566.60986019266,0,12.89717444404635,49.998200774103736,35.56880830888667,27.977860165594553
2020-11-16T15:30:10Z,15.56,29019,352,22.355289144852765,1.9321312515885813,35492.61044599487,0,12.897183668605585,49.9981915495445,35.494812953095654,27.92746320488751
2020-11-16T15:30:20Z,15.45,29093.1,352,22.480601484812276,1.9312615090746896,35672.34605807336,0,12.897161263268751,49.99821395488134,35.674538580094534,28.162742479052486
2020-11-16T15:30:30Z,15.38,29019,352,22.457334204847793,1.9308657487384004,35638.90023851006,0,12.897165432530727,49.99820978561936,35.641094651466176,28.183493194278835
2020-11-16T15:30:40Z,15.23,28924.3,352,22.461959774260727,1.929932519084329,35645.39662745175,0,12.897164622709118,49.998210595440966,35.64759067429626,28.296910321344207
2020-11-16T15:30:50Z,15.15,28924.3,352,22.507671335637447,1.92936779288801,35710.89609983362,0,12.897156457728768,49.998218760421324,35.71308642369155,28.41242774718808
2020-11-16T15:31:00Z,15.05,28924.3,352,22.565022837759305,1.9286609577562663,35793.04935695291,0,12.897146216734361,49.99822900141572,35.79523492971564,28.55769843839811
2020-11-16T15:31:10Z,15.18,28901.3,352,22.47082185113493,1.9296097657684577,35658.06373465996,0,12.897163043663094,49.998212174486994,35.660257066003666,28.344132003148307
2020-11-16T15:31:20Z,15.23,28995.9,352,22.52319045605041,1.9298388206525168,35733.231088065004,0,12.897153673511834,49.998221544638255,35.73542012922121,28.374256144728893
2020-11-16T15:31:30Z,14.9,28924.3,352,22.651494487766424,1.9275987740955516,35916.863508999835,0,12.897130782409748,49.99824443574034,35.91904174997252,28.77744162425514
2020-11-16T15:31:40Z,14.85,28924.3,352,22.680437517302014,1.9272441982215829,35958.291475311,0,12.897125618115767,49.99824960003432,35.96046721708242,28.851183298023596
2020-11-16T15:31:50Z,14.78,28830,352,22.639508648771585,1.9268710657549892,35899.56592136836,0,12.897132938678464,49.998242279471626,35.90174519901704,28.85061392018486
2020-11-16T15:32:00Z,14.53,28683.6,352,22.65766425438146,1.9252851282380534,35925.33366273659,0,12.897129726544161,49.99824549160593,35.92751139461093,29.0596389993886
2020-11-16T15:32:10Z,14.5,28683.6,352,22.675128122199965,1.9250712966660217,35950.32947461264,0,12.897126610636423,49.998248607513666,35.952505698493574,29.104549928573654
2020-11-16T15:32:20Z,14.36,28612.9,352,22.695171143674308,1.9241653536801857,35978.90395155818,0,12.897123048622344,49.998252169527746,35.98107844125963,29.23556345569485
2020-11-16T15:32:30Z,14.25,28633.4,352,22.777541911522523,1.923351924278838,36096.782788408855,0,12.897108354177462,49.998266863972624,36.09895000806369,29.42540026789896
2020-11-16T15:32:40Z,14.25,28706.4,352,22.84148241007773,1.923255735812309,36188.33872803222,0,12.897096941071052,49.99827827707904,36.190500172230784,29.508261699291946
2020-11-16T15:32:50Z,14.25,28612.9,352,22.759589885591012,1.9233789549883131,36071.07153687451,0,12.897111559269899,49.99826365888019,36.07324035816564,29.402136386471806
2020-11-16T15:33:00Z,14.25,28612.9,352,22.759589885591012,1.9233789549883131,36071.07153687451,0,12.897111559269899,49.99826365888019,36.07324035816564,29.402136386471806
2020-11-16T15:33:10Z,14.25,28612.9,352,22.759589885591012,1.9233789549883131,36071.07153687451,0,12.897111559269899,49.99826365888019,36.07324035816564,29.402136386471806
2020-11-16T15:33:20Z,14.26,28612.9,352,22.753721446719442,1.9234504971982351,36062.6766574821,0,12.897112605751998,49.998262612398094,36.0648459997933,29.38694194738585
