date,E_Conductivity,TempInSitu,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2020-11-18T15:10:00Z,39854.2,21.92,352,27.239517169054132,1.961710675149737,42417.068495123596,0,42.417068495123594,29.196058842371436
2020-11-18T15:10:10Z,39686,21.92,352,27.111773847957746,1.9618993624853054,42238.31346392578,0,42.23831346392578,29.05898062132429
2020-11-18T15:10:20Z,39562.3,21.92,352,27.017879485725654,1.962038401750518,42106.84989957511,0,42.10684989957511,28.958226338201918
2020-11-18T15:10:30Z,39435.9,21.92,352,26.92198162014452,1.9621807135800984,41972.51596911918,0,41.97251596911918,28.85532343875389
2020-11-18T15:10:40Z,39326.7,21.92,352,26.839170551107316,1.962303853306192,41856.460911604096,0,41.856460911604096,28.766464307138975
2020-11-18T15:10:50Z,39247.6,21.92,352,26.77920727690152,1.9623931622794166,41772.39495684895,0,41.77239495684895,28.702122236176695
2020-11-18T15:11:00Z,39185.1,21.92,352,26.731840831548514,1.962463795011376,41705.970904420254,0,41.705970904420255,28.65129722183319
2020-11-18T15:11:10Z,39132.6,21.92,352,26.692061807490166,1.9625231716357892,41650.174524282644,0,41.65017452428265,28.608613878937433
2020-11-18T15:11:20Z,39034.6,21.92,352,26.61782911116739,1.962634118118794,41546.02085017281,0,41.546020850172816,28.528961933688645
2020-11-18T15:11:30Z,38966.1,21.92,352,26.56595859014654,1.962711752495796,41473.21922333074,0,41.473219223330744,28.473305126859714
2020-11-18T15:11:40Z,38930.4,21.92,352,26.538930763008793,1.9627522407484548,41435.27724432589,0,41.43527724432589,28.4443045498093
2020-11-18T15:11:50Z,38888.2,21.92,352,26.506986696254668,1.9628001252786438,41390.426965162784,0,41.39042696516278,28.41002902656046
2020-11-18T15:12:00Z,38855.8,21.92,352,26.482464444937285,1.9628369076828212,41355.992082491255,0,41.355992082491255,28.38371709805773
2020-11-18T15:12:10Z,38804,21.92,352,26.443265479770837,1.9628957465379733,41300.93865379611,0,41.30093865379611,28.341657492064396
2020-11-18T15:12:20Z,38771.7,21.92,352,26.418826845386466,1.9629324558087728,41266.60989121743,0,41.26660989121743,28.315435493243662
2020-11-18T15:12:30Z,38720.2,21.93,352,26.373799203319603,1.9630549305061031,41203.35243546061,0,41.203352435460616,28.260615435107166
2020-11-18T15:12:40Z,38678.3,21.93,352,26.34211531312173,1.963102605616517,41158.82946474762,0,41.15882946474762,28.226627736436416
2020-11-18T15:12:50Z,38643,21.93,352,26.315426180951523,1.9631427912303459,41121.31957835085,0,41.12131957835085,28.19799808034738
2020-11-18T15:13:00Z,38620.6,21.92,352,26.304542913329627,1.963104388032856,41106.0184818962,0,41.1060184818962,28.192812968204436
2020-11-18T15:13:10Z,38620.6,21.93,352,26.298492188186948,1.9631683010186152,41097.51723260566,0,41.09751723260567,28.17983289353184
2020-11-18T15:13:20Z,38585.3,21.93,352,26.271809004433784,1.9632085167831614,41060.007225656846,0,41.06000722565685,28.15120977379796
2020-11-18T15:13:30Z,38502.2,21.93,352,26.209008290162952,1.9633032617687305,40971.70433964675,0,40.97170433964675,28.08384366068876
2020-11-18T15:13:40Z,38537.3,21.93,352,26.23553176208524,1.9632632306775892,41009.001998540945,0,41.009001998540946,28.112295234992235
2020-11-18T15:13:50Z,38470.3,21.94,352,26.178884124864624,1.9634035628443725,40929.34090073062,0,40.92934090073062,28.045074303485467
2020-11-18T15:14:00Z,38454.4,21.94,352,26.166874690624017,1.9634217101277591,40912.448735915095,0,40.9124487359151,28.032194944270824
2020-11-18T15:14:10Z,38438.5,21.94,352,26.154865995276673,1.9634398611400965,40895.5565561044,0,40.8955565561044,28.019316396524783
2020-11-18T15:14:20Z,38406.7,21.94,352,26.13085082155166,1.963476174347607,40861.77215146742,0,40.86177215146742,27.99356173568931
2020-11-18T15:14:30Z,38365.4,21.94,352,26.099665716753716,1.9635233580865614,40817.89483186691,0,40.817894831866916,27.96011791883897
2020-11-18T15:14:40Z,38400.4,21.94,352,26.126093449310535,1.9634833702426706,40855.079007572356,0,40.85507900757236,27.98845978251908
2020-11-18T15:14:50Z,38340.1,21.94,352,26.080564472126536,1.963552274820032,40791.01593949031,0,40.79101593949031,27.939633249677442
2020-11-18T15:15:00Z,38324.2,21.94,352,26.06856109058559,1.963570452609035,40774.12365166304,0,40.77412365166304,27.92676053717175
2020-11-18T15:15:10Z,38324.2,21.94,352,26.06856109058559,1.963570452609035,40774.12365166304,0,40.77412365166304,27.92676053717175
2020-11-18T15:15:20Z,38324.2,21.94,352,26.06856109058559,1.963570452609035,40774.12365166304,0,40.77412365166304,27.92676053717175
2020-11-18T15:15:30Z,38302.1,21.96,352,26.039900673824132,1.963723503523125,40733.793174128026,0,40.733793174128024,27.883190593270214
2020-11-18T15:15:40Z,38302.1,21.96,352,26.039900673824132,1.963723503523125,40733.793174128026,0,40.733793174128024,27.883190593270214
