date,E_Conductivity,TempInSitu,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,Sp_Cond_mS.cm,SalinityInSitu_1pCal
2020-11-18T15:09:00Z,43881.7,21.89,353,30.343648287764985,1.9571315956631465,46725.746310963565,0,46.725746310963565,32.55030190204005
2020-11-18T15:09:10Z,43746.9,21.9,353,30.232654680969084,1.9573380969011582,46572.82149134051,0,46.57282149134051,32.42357312348475
2020-11-18T15:09:20Z,43612.8,21.88,353,30.143158467398962,1.9573527388812428,46449.43966390402,0,46.44943966390402,32.34238483756469
2020-11-18T15:09:30Z,43500.2,21.88,353,30.056333689222207,1.957472401728752,46329.70021819338,0,46.32970021819338,32.24908938374638
2020-11-18T15:09:40Z,43546,21.89,353,30.08470324360507,1.9574875212595702,46368.83556873534,0,46.36883556873534,32.27211966729711
2020-11-18T15:09:50Z,43516.9,21.89,353,30.062271873997354,1.9575184596991457,46337.89665975784,0,46.33789665975784,32.24802236542412
2020-11-18T15:10:00Z,43442,21.89,353,30.004547280940958,1.9575981540065381,46258.2633268729,0,46.2582633268729,32.18601105502776
2020-11-18T15:10:10Z,43421.2,21.89,353,29.988519798317625,1.9576203013335263,46236.148813088585,0,46.23614881308858,32.168793441462796
2020-11-18T15:10:20Z,43375.6,21.89,353,29.953386953045758,1.9576688793039725,46187.666917933035,0,46.187666917933036,32.1310519280685
2020-11-18T15:10:30Z,43334.2,21.89,353,29.92149517700745,1.9577130117777637,46143.65036938504,0,46.14365036938504,32.09679230901969
2020-11-18T15:10:40Z,43346.7,21.89,353,29.931123819936914,1.9576996838689797,46156.940399228595,0,46.156940399228596,32.10713582493992
2020-11-18T15:10:50Z,43280.5,21.89,353,29.88013561028018,1.9577702968657147,46086.55631105186,0,46.086556311051865,32.05236219344889
2020-11-18T15:11:00Z,43280.5,21.89,353,29.88013561028018,1.9577702968657147,46086.55631105186,0,46.086556311051865,32.05236219344889
2020-11-18T15:11:10Z,43272.3,21.89,353,29.87382072260432,1.9577790483616553,46077.838024831195,0,46.077838024831195,32.04557851026321
2020-11-18T15:11:20Z,43297,21.89,353,29.892842979300305,1.9577526904014149,46104.09919370905,0,46.104099193709054,32.06601293302314
2020-11-18T15:11:30Z,43231,21.89,353,29.842018175633104,1.9578231423311134,46033.92758008404,0,46.03392758008404,32.0114151482071
2020-11-18T15:11:40Z,43189.9,21.88,353,29.81725196982943,1.9578032157429857,45999.722206655606,0,45.999722206655605,31.99219619554952
2020-11-18T15:11:50Z,43210.4,21.89,353,29.82615722791238,1.9578451461048882,46012.02548561967,0,46.012025485619674,31.994376846579332
2020-11-18T15:12:00Z,43136.5,21.88,353,29.77613581722134,1.9578603011291473,45942.93529276389,0,45.94293529276389,31.948017830923565
2020-11-18T15:12:10Z,43189.9,21.89,353,29.810374480340926,1.9578670497823718,45990.22969054668,0,45.99022969054668,31.977422589554113
2020-11-18T15:12:20Z,43169.3,21.89,353,29.794515954983485,1.9578890670559208,45968.32755294407,0,45.968327552944075,31.960386969807384
2020-11-18T15:12:30Z,43136.5,21.89,353,29.769267993360984,1.9579241376421865,45933.454201786444,0,45.933454201786446,31.933265067981072
2020-11-18T15:12:40Z,43115.9,21.89,353,29.753412615845647,1.9579461724432998,45911.552008029124,0,45.911552008029126,31.916232933091678
2020-11-18T15:12:50Z,43140.6,21.89,353,29.772423820200785,1.9579197528815089,45937.813373685036,0,45.93781337368504,31.936655119322076
2020-11-18T15:13:00Z,43095.4,21.89,353,29.737635411852484,1.9579681069880914,45889.75611406363,0,45.88975611406363,31.89928481315296
2020-11-18T15:13:10Z,43128.2,21.89,353,29.762879515560957,1.9579330149286494,45924.629534094616,0,45.92462953409462,31.92640244414859
2020-11-18T15:13:20Z,43128.2,21.89,353,29.762879515560957,1.9579330149286494,45924.629534094616,0,45.92462953409462,31.92640244414859
2020-11-18T15:13:30Z,43128.2,21.89,353,29.762879515560957,1.9579330149286494,45924.629534094616,0,45.92462953409462,31.92640244414859
2020-11-18T15:13:40Z,43034,21.89,353,29.69038795864197,1.9580338436446367,45824.47462488375,0,45.82447462488375,31.848531093618792
2020-11-18T15:13:50Z,43042.2,21.89,353,29.696697254719478,1.958025061011544,45833.1930108375,0,45.833193010837505,31.855308586519804
2020-11-18T15:14:00Z,43013.6,21.88,353,29.681538084737902,1.9579918556549893,45812.23976105343,0,45.812239761053434,31.846375754105704
2020-11-18T15:14:10Z,43013.6,21.88,353,29.681538084737902,1.9579918556549893,45812.23976105343,0,45.812239761053434,31.846375754105704
2020-11-18T15:14:20Z,43046.3,21.88,353,29.706703478235536,1.9579568294641374,45847.01399378147,0,45.84701399378147,31.87341498292739
2020-11-18T15:14:30Z,43005.4,21.89,353,29.668383871571073,1.9580644841244137,45794.06656882672,0,45.79406656882672,31.824894188391564
2020-11-18T15:14:40Z,43005.4,21.89,353,29.668383871571073,1.9580644841244137,45794.06656882672,0,45.79406656882672,31.824894188391564
2020-11-18T15:14:50Z,43046.3,21.89,353,29.699851974942277,1.9580206700960938,45837.55220252143,0,45.83755220252143,31.858697412870264
2020-11-18T15:15:00Z,42993.2,21.89,353,29.658998225308704,1.9580775584960468,45781.0952873819,0,45.781095287381895,31.814812101427616
2020-11-18T15:15:10Z,42985,21.9,353,29.645852264512474,1.958150181396163,45762.931469292256,0,45.762931469292255,31.793351272024847
2020-11-18T15:15:20Z,43025.9,21.9,353,29.67731058488904,1.9581063522696263,45806.40839695901,0,45.80640839695901,31.8271359125029
2020-11-18T15:15:30Z,43005.4,21.9,353,29.661542368612807,1.958128317091235,45784.61679354921,0,45.78461679354921,31.8102016285565
2020-11-18T15:15:40Z,43038.1,21.9,353,29.686695167409948,1.958093283692451,45819.377048298615,0,45.81937704829861,31.83721450827558
2020-11-18T15:15:50Z,42985,21.9,353,29.645852264512474,1.958150181396163,45762.931469292256,0,45.762931469292255,31.793351272024847
2020-11-18T15:16:00Z,42997.3,21.9,353,29.655312331752732,1.9581369977150027,45776.00644676243,0,45.77600644676243,31.803510888055236
2020-11-18T15:16:10Z,43058.6,21.9,353,29.702465302165866,1.958071329526598,45841.16861743565,0,45.84116861743565,31.854150914996925
2020-11-18T15:16:20Z,42964.6,21.9,353,29.63016335163063,1.958172052311662,45741.24612371862,0,45.741246123718625,31.77650223347759
2020-11-18T15:16:30Z,42985,21.9,353,29.645852264512474,1.958150181396163,45762.931469292256,0,45.762931469292255,31.793351272024847
2020-11-18T15:16:40Z,43017.7,21.92,353,29.657323505426533,1.9582427737024062,45778.79673518009,0,45.778796735180094,31.790994488208327
2020-11-18T15:16:50Z,43017.7,21.9,353,29.671003154044204,1.958115137396831,45797.69175817502,0,45.79769175817502,31.820362039223536
2020-11-18T15:17:00Z,43017.7,21.93,353,29.650487580922174,1.958306577590093,45769.354115547365,0,45.769354115547365,31.776324277098684
2020-11-18T15:17:10Z,43017.7,21.92,353,29.657323505426533,1.9582427737024062,45778.79673518009,0,45.778796735180094,31.790994488208327
2020-11-18T15:17:20Z,43029.9,21.92,353,29.666703392566756,1.9582297024426853,45791.76017497442,0,45.79176017497442,31.8010632659492
2020-11-18T15:17:30Z,43009.5,21.93,353,29.644184786639837,1.9583153648836498,45760.64273190332,0,45.76064273190332,31.769560192260574
2020-11-18T15:17:40Z,43198.1,21.98,353,29.754894232134912,1.9584323633580323,45913.646915586185,0,45.913646915586185,31.85162182851158
2020-11-18T15:17:50Z,43206.3,21.98,353,29.761194044324736,1.9584235987505787,45922.34946994261,0,45.92234946994261,31.858374865059474
2020-11-18T15:18:00Z,43185.8,21.98,353,29.745444873513357,1.9584455122689577,45900.59307781677,0,45.900593077816765,31.841492670620347
2020-11-18T15:18:10Z,43218.7,21.97,353,29.77758014759797,1.958346599692703,45944.9786384965,0,45.9449786384965,31.8832902703977
2020-11-18T15:18:20Z,43198.1,21.97,353,29.76174970923334,1.9583686151282014,45923.11173621695,0,45.92311173621695,31.866316926543345
2020-11-18T15:18:30Z,43206.3,21.97,353,29.76805100078776,1.9583598508954236,45931.81603964594,0,45.931816039645945,31.873073145968515
2020-11-18T15:18:40Z,43152.9,21.98,353,29.720171881089342,1.9584806947237248,45865.67667820615,0,45.86567667820616,31.814401573067904
2020-11-18T15:18:50Z,43198.1,21.97,353,29.76174970923334,1.9583686151282014,45923.11173621695,0,45.92311173621695,31.866316926543345
2020-11-18T15:19:00Z,43185.8,21.98,353,29.745444873513357,1.9584455122689577,45900.59307781677,0,45.900593077816765,31.841492670620347
2020-11-18T15:19:10Z,43152.9,21.97,353,29.72701920475793,1.9584169444396229,45875.13185740575,0,45.875131857405755,31.82907912903007
2020-11-18T15:19:20Z,43206.3,21.98,353,29.761194044324736,1.9584235987505787,45922.34946994261,0,45.92234946994261,31.858374865059474
2020-11-18T15:19:30Z,43198.1,21.98,353,29.754894232134912,1.9584323633580323,45913.646915586185,0,45.913646915586185,31.85162182851158
2020-11-18T15:19:40Z,43198.1,21.98,353,29.754894232134912,1.9584323633580323,45913.646915586185,0,45.913646915586185,31.85162182851158
2020-11-18T15:19:50Z,43231,21.99,353,29.77331266049496,1.9584609417174603,45939.09467056594,0,45.939094670565936,31.8640187912464
2020-11-18T15:20:00Z,43210.4,21.98,353,29.764344022350123,1.9584192168468497,45926.70074587426,0,45.92670074587426,31.86175146271803
