date,E_Conductivity,TempInSitu,Serial,SalinityInSitu,a,Sp_Conductance,AbsPressure_bar,at,bt,Sp_Cond_mS.cm,SalinityInSitu_2pCal
2020-11-18T15:09:30Z,40779.1,21.92,352,27.943418153742186,1.9606807902850227,43399.98001938081,0,1.3693998130639868,49.99314639669718,43.41181629795476,29.960552295956774
2020-11-18T15:09:40Z,40382.9,21.92,352,27.641584551789794,1.9611203674022657,42978.93546378471,0,1.3698370348247304,49.99270917493643,42.99140078928818,29.637104983891128
2020-11-18T15:09:50Z,40088.1,21.92,352,27.417294263327275,1.9614489963067654,42665.64370806112,0,1.3701623637507154,49.99238384601045,42.6785672840467,29.396754083965945
2020-11-18T15:10:00Z,39854.2,21.92,352,27.239517169054132,1.961710675149737,42417.068495123596,0,1.3704204896208478,49.992125720140315,42.43034970396584,29.206247188504374
2020-11-18T15:10:10Z,39686,21.92,352,27.111773847957746,1.9618993624853054,42238.31346392578,0,1.3706061127062037,49.99194009705496,42.251848594999146,29.06935682396862
2020-11-18T15:10:20Z,39562.3,21.92,352,27.017879485725654,1.962038401750518,42106.84989957511,0,1.3707426273109293,49.99180358245023,42.12057003562036,28.968739195793113
2020-11-18T15:10:30Z,39435.9,21.92,352,26.92198162014452,1.9621807135800984,41972.51596911918,0,1.370882122565816,49.991664087195346,41.9864236264976,28.86597462153521
2020-11-18T15:10:40Z,39326.7,21.92,352,26.839170551107316,1.962303853306192,41856.460911604096,0,1.3710026366442325,49.99154357311693,41.87052933468249,28.777233925392164
2020-11-18T15:10:50Z,39247.6,21.92,352,26.77920727690152,1.9623931622794166,41772.39495684895,0,1.371089932547405,49.99145627721376,41.786579114980846,28.71297702711703
2020-11-18T15:11:00Z,39185.1,21.92,352,26.731840831548514,1.962463795011376,41705.970904420254,0,1.3711589087181513,49.99138730104301,41.72024608328952,28.662218944654114
2020-11-18T15:11:10Z,39132.6,21.92,352,26.692061807490166,1.9625231716357892,41650.174524282644,0,1.3712168488844418,49.99132936087672,41.66452586991371,28.619591574738852
2020-11-18T15:11:20Z,39034.6,21.92,352,26.61782911116739,1.962634118118794,41546.02085017281,0,1.3713250043092702,49.99122120545189,41.560513663698416,28.540043502557644
2020-11-18T15:11:30Z,38966.1,21.92,352,26.56595859014654,1.962711752495796,41473.21922333074,0,1.3714006030910377,49.99114560667012,41.48781037093377,28.484458829630057
2020-11-18T15:11:40Z,38930.4,21.92,352,26.538930763008793,1.9627522407484548,41435.27724432589,0,1.3714400028615517,49.99110620689961,41.44991946139598,28.455495692845123
2020-11-18T15:11:50Z,38888.2,21.92,352,26.506986696254668,1.9628001252786438,41390.426965162784,0,1.3714865763601634,49.991059633401,41.405129391789764,28.42126429103322
2020-11-18T15:12:00Z,38855.8,21.92,352,26.482464444937285,1.9628369076828212,41355.992082491255,0,1.3715223342860943,49.99102387547507,41.37074061999023,28.394986138030184
2020-11-18T15:12:10Z,38804,21.92,352,26.443265479770837,1.9628957465379733,41300.93865379611,0,1.3715795029555595,49.9909667068056,41.31576070176924,28.35298035125163
2020-11-18T15:12:20Z,38771.7,21.92,352,26.418826845386466,1.9629324558087728,41266.60989121743,0,1.3716151506840941,49.99093105907707,41.281477646014714,28.326791799521857
2020-11-18T15:12:30Z,38720.2,21.93,352,26.373799203319603,1.9630549305061031,41203.35243546061,0,1.3716808385924604,49.9908653711687,41.21830415067587,28.272030473578425
2020-11-18T15:12:40Z,38678.3,21.93,352,26.34211531312173,1.963102605616517,41158.82946474762,0,1.371727072206908,49.990819137554254,41.173840069742766,28.23808581071816
2020-11-18T15:12:50Z,38643,21.93,352,26.315426180951523,1.9631427912303459,41121.31957835085,0,1.3717660232831248,49.99078018647804,41.13637966577072,28.209492299391698
2020-11-18T15:13:00Z,38620.6,21.92,352,26.304542913329627,1.963104388032856,41106.0184818962,0,1.3717819122721742,49.99076429748899,41.121098719798276,28.204324598916134
2020-11-18T15:13:10Z,38620.6,21.93,352,26.298492188186948,1.9631683010186152,41097.51723260566,0,1.3717907401530576,49.990755469608104,41.112608657430776,28.19134999546184
2020-11-18T15:13:20Z,38585.3,21.93,352,26.271809004433784,1.9632085167831614,41060.007225656846,0,1.371829691354458,49.99071651840671,41.07514793684251,28.162762852941857
