"Plot Title: 20739352"
"#","Date Time, GMT-08:00","High Range, μS/cm (LGR S/N: 20739352, SEN S/N: 20739352)","Temp, °C (LGR S/N: 20739352, SEN S/N: 20739352)"
1,11/16/20 01:24:50 PM,0.0,22.33
2,11/16/20 01:25:00 PM,0.0,22.37
3,11/16/20 01:25:10 PM,0.0,22.01
4,11/16/20 01:25:20 PM,0.0,22.08
5,11/16/20 01:25:30 PM,0.0,22.11
6,11/16/20 01:25:40 PM,0.0,22.04
7,11/16/20 01:25:50 PM,0.0,22.01
8,11/16/20 01:26:00 PM,0.0,21.99
9,11/16/20 01:26:10 PM,0.0,21.94
10,11/16/20 01:26:20 PM,0.0,21.92
11,11/16/20 01:26:30 PM,0.0,21.96
12,11/16/20 01:26:40 PM,0.0,21.94
13,11/16/20 01:26:50 PM,42728.9,21.86
14,11/16/20 01:27:00 PM,42634.7,21.88
15,11/16/20 01:27:10 PM,42582.0,21.89
16,11/16/20 01:27:20 PM,42552.0,21.89
17,11/16/20 01:27:30 PM,42525.7,21.89
18,11/16/20 01:27:40 PM,42533.2,21.91
19,11/16/20 01:27:50 PM,42552.0,21.91
20,11/16/20 01:28:00 PM,42484.6,21.92
21,11/16/20 01:28:10 PM,42450.9,21.92
22,11/16/20 01:28:20 PM,42480.8,21.92
23,11/16/20 01:28:30 PM,42480.8,21.92
24,11/16/20 01:28:40 PM,1508.9,21.63
25,11/16/20 01:28:50 PM,0.0,21.68
26,11/16/20 01:29:00 PM,0.0,21.64
27,11/16/20 01:29:10 PM,0.0,21.39
28,11/16/20 01:29:20 PM,0.0,21.52
29,11/16/20 01:29:30 PM,0.0,21.58
30,11/16/20 01:29:40 PM,1327.0,21.61
31,11/16/20 01:29:50 PM,1327.0,21.68
32,11/16/20 01:30:00 PM,1330.2,21.68
33,11/16/20 01:30:10 PM,1330.2,21.68
34,11/16/20 01:30:20 PM,1330.2,21.68
35,11/16/20 01:30:30 PM,1330.2,21.68
36,11/16/20 01:30:40 PM,1330.2,21.68
37,11/16/20 01:30:50 PM,1330.2,21.68
38,11/16/20 01:31:00 PM,83.5,21.52
39,11/16/20 01:31:10 PM,85.2,21.44
40,11/16/20 01:31:20 PM,85.2,21.32
41,11/16/20 01:31:30 PM,85.7,21.22
42,11/16/20 01:31:40 PM,85.7,21.13
43,11/16/20 01:31:50 PM,85.7,21.04
44,11/16/20 01:32:00 PM,85.7,20.99
45,11/16/20 01:32:10 PM,85.7,20.93
46,11/16/20 01:32:20 PM,85.7,20.83
47,11/16/20 01:32:30 PM,86.1,20.82
48,11/16/20 01:32:40 PM,85.2,20.71
49,11/16/20 01:32:50 PM,85.2,20.66
50,11/16/20 01:33:00 PM,85.2,20.62
51,11/16/20 01:33:10 PM,85.7,20.57
52,11/16/20 01:33:20 PM,86.1,20.52
53,11/16/20 01:33:30 PM,86.1,20.48
54,11/16/20 01:33:40 PM,87.0,20.47
55,11/16/20 01:33:50 PM,87.4,20.44
56,11/16/20 01:34:00 PM,87.9,20.39
57,11/16/20 01:34:10 PM,0.0,20.59
58,11/16/20 01:34:20 PM,0.0,20.77
59,11/16/20 01:34:30 PM,0.0,20.74
60,11/16/20 01:34:40 PM,0.0,20.67
61,11/16/20 01:34:50 PM,0.0,20.67
62,11/16/20 01:35:00 PM,0.0,20.64
63,11/16/20 01:35:10 PM,0.0,20.63
64,11/16/20 01:35:20 PM,0.0,20.57
65,11/16/20 01:35:30 PM,0.0,20.52
66,11/16/20 01:35:40 PM,0.0,20.49
67,11/16/20 01:35:50 PM,0.0,20.48
68,11/16/20 01:36:00 PM,0.0,20.46
69,11/16/20 01:36:10 PM,0.0,20.42
70,11/16/20 01:36:20 PM,0.0,20.39
71,11/16/20 01:36:30 PM,0.0,20.38
72,11/16/20 01:36:40 PM,0.0,20.33
73,11/16/20 01:36:50 PM,0.0,20.31
74,11/16/20 01:37:00 PM,0.0,20.27
75,11/16/20 01:37:10 PM,0.0,20.28
76,11/16/20 01:37:20 PM,0.0,20.66
77,11/16/20 01:37:30 PM,0.0,20.81
78,11/16/20 01:37:40 PM,0.0,20.98
79,11/16/20 01:37:50 PM,0.0,21.28
80,11/16/20 01:38:00 PM,0.0,21.34
81,11/16/20 01:38:10 PM,0.0,21.49
82,11/16/20 01:38:20 PM,0.0,21.36
83,11/16/20 01:38:30 PM,0.0,21.34
84,11/16/20 01:38:40 PM,41142.5,20.01
85,11/16/20 01:38:50 PM,40993.7,19.92
86,11/16/20 01:39:00 PM,40961.9,19.90
87,11/16/20 01:39:10 PM,40933.7,19.90
88,11/16/20 01:39:20 PM,40517.7,19.62
89,11/16/20 01:39:30 PM,40538.5,19.71
90,11/16/20 01:39:40 PM,40559.4,19.75
91,11/16/20 01:39:50 PM,40555.9,19.77
92,11/16/20 01:40:00 PM,40528.1,19.77
93,11/16/20 01:40:10 PM,40545.5,19.77
94,11/16/20 01:40:20 PM,40521.2,19.76
95,11/16/20 01:40:30 PM,40531.6,19.75
96,11/16/20 01:40:40 PM,40517.7,19.75
97,11/16/20 01:40:50 PM,40555.9,19.73
98,11/16/20 01:41:00 PM,37969.2,16.07
99,11/16/20 01:41:10 PM,37934.9,15.97
100,11/16/20 01:41:20 PM,37770.4,15.66
101,11/16/20 01:41:30 PM,37866.5,15.58
102,11/16/20 01:41:40 PM,37481.6,15.16
103,11/16/20 01:41:50 PM,37573.4,15.25
104,11/16/20 01:42:00 PM,37448.0,15.00
105,11/16/20 01:42:10 PM,37262.8,14.75
106,11/16/20 01:42:20 PM,37356.8,14.80
107,11/16/20 01:42:30 PM,37190.3,14.61
108,11/16/20 01:42:40 PM,37163.2,14.43
109,11/16/20 01:42:50 PM,36992.2,14.26
110,11/16/20 01:43:00 PM,36998.2,14.22
111,11/16/20 01:43:10 PM,37058.1,14.26
112,11/16/20 01:43:20 PM,37329.4,14.53
113,11/16/20 01:43:30 PM,37650.2,15.07
114,11/16/20 01:43:40 PM,37314.3,14.66
115,11/16/20 01:43:50 PM,37305.2,14.58
116,11/16/20 01:44:00 PM,37256.8,14.51
117,11/16/20 01:44:10 PM,37381.1,14.66
118,11/16/20 01:44:20 PM,37381.1,14.62
119,11/16/20 01:44:30 PM,37356.8,14.63
120,11/16/20 01:44:40 PM,37323.4,14.60
121,11/16/20 01:44:50 PM,37356.8,14.63
122,11/16/20 01:45:00 PM,37390.2,14.62
123,11/16/20 01:45:10 PM,37396.3,14.63
124,11/16/20 01:45:20 PM,37381.1,14.65
125,11/16/20 01:45:30 PM,37381.1,14.65
126,11/16/20 01:45:40 PM,37644.0,14.92
127,11/16/20 01:45:50 PM,37490.8,14.83
128,11/16/20 01:46:00 PM,37582.6,14.95
129,11/16/20 01:46:10 PM,37711.8,15.03
130,11/16/20 01:46:20 PM,37625.6,15.01
131,11/16/20 01:46:30 PM,37684.0,15.03
132,11/16/20 01:46:40 PM,37727.2,15.08
133,11/16/20 01:46:50 PM,37693.3,15.07
134,11/16/20 01:47:00 PM,37721.0,15.08
