Date,Time,High Range uS/cm,temp C
3/6/20,19:33:00,40921.2,15.93
3/6/20,19:33:00,40933.8,15.93
3/6/20,19:33:00,40921.2,15.93
3/6/20,19:33:00,40937.9,15.93
3/6/20,19:33:00,40875.2,15.94
3/6/20,19:34:00,40908.7,15.93
3/6/20,19:34:00,40963.1,15.94
3/6/20,19:34:00,40933.8,15.93
3/6/20,19:34:00,40946.3,15.94
3/6/20,19:34:00,40887.8,15.94
3/6/20,19:34:00,40917,15.94
3/6/20,19:35:00,40917,15.93
3/6/20,19:35:00,40900.3,15.94
3/6/20,19:35:00,40925.4,15.94
3/6/20,19:35:00,40917,15.93
3/6/20,19:35:00,40917,15.94
3/6/20,19:35:00,40925.4,15.94
3/6/20,19:36:00,40942.1,15.93
3/6/20,19:36:00,40917,15.91
3/6/20,19:36:00,40871,15.93
3/6/20,19:36:00,40871,15.93
3/6/20,19:36:00,40912.8,15.94
3/6/20,19:36:00,40925.4,15.94
3/6/20,19:37:00,40925.4,15.94
3/6/20,19:37:00,40883.6,15.93
3/6/20,19:37:00,40912.8,15.93
3/6/20,19:37:00,40887.8,15.91
3/6/20,19:37:00,40871,15.93
3/6/20,19:37:00,40896.1,15.93
3/6/20,19:38:00,40925.4,15.93
3/6/20,19:38:00,40912.8,15.94
3/6/20,19:38:00,40912.8,15.95
3/6/20,19:38:00,40883.6,15.94
3/6/20,19:38:00,40904.5,15.94
3/6/20,19:38:00,40866.9,15.94
3/6/20,19:39:00,40921.2,15.95
3/6/20,19:39:00,40912.8,15.96
3/6/20,19:39:00,40904.5,15.95
3/6/20,19:39:00,40917,15.96
3/6/20,19:39:00,40921.2,15.96
3/6/20,19:39:00,40946.3,15.96
3/6/20,19:40:00,40988.2,15.96
3/6/20,19:40:00,40946.3,15.96
3/6/20,19:40:00,40946.3,15.96
3/6/20,19:40:00,40933.8,15.96
3/6/20,19:40:00,40950.5,15.95
3/6/20,19:40:00,40933.8,15.96
3/6/20,19:41:00,40900.3,15.98
3/6/20,19:41:00,40984,15.98
3/6/20,19:41:00,40954.7,15.98
3/6/20,19:41:00,40954.7,15.99
3/6/20,19:41:00,40984,15.98
3/6/20,19:41:00,40917,15.98
3/6/20,19:42:00,40929.6,15.99
3/6/20,19:42:00,40954.7,15.99
3/6/20,19:42:00,40954.7,15.98
3/6/20,19:42:00,40933.8,15.96
3/6/20,19:42:00,40917,15.96
3/6/20,19:42:00,40929.6,15.96
3/6/20,19:43:00,40917,15.95
3/6/20,19:43:00,40933.8,15.94
3/6/20,19:43:00,40891.9,15.94
3/6/20,19:43:00,40875.2,15.91
3/6/20,19:43:00,40846,15.91
3/6/20,19:43:00,40833.5,15.9
3/6/20,19:44:00,40904.5,15.91
3/6/20,19:44:00,40900.3,15.91
3/6/20,19:44:00,40883.6,15.91
3/6/20,19:44:00,40904.5,15.93
3/6/20,19:44:00,40821,15.91
3/6/20,19:44:00,40841.8,15.91
3/6/20,19:45:00,40833.5,15.9
3/6/20,19:45:00,40846,15.9
3/6/20,19:45:00,40883.6,15.89
3/6/20,19:45:00,40846,15.89
3/6/20,19:45:00,40846,15.89
3/6/20,19:45:00,40858.5,15.89
3/6/20,19:46:00,40829.3,15.89
3/6/20,19:46:00,40875.2,15.9
3/6/20,19:46:00,40875.2,15.89
3/6/20,19:46:00,40891.9,15.9
3/6/20,19:46:00,40896.1,15.89
3/6/20,19:46:00,40825.2,15.9
3/6/20,19:47:00,40846,15.9
3/6/20,19:47:00,40846,15.9
3/6/20,19:47:00,40875.2,15.9
3/6/20,19:47:00,40896.1,15.91
3/6/20,19:47:00,40896.1,15.91
3/6/20,19:47:00,40871,15.9
3/6/20,19:48:00,40879.4,15.9
3/6/20,19:48:00,40854.3,15.9
3/6/20,19:48:00,40841.8,15.9
3/6/20,19:48:00,40883.6,15.91
3/6/20,19:48:00,40896.1,15.91
3/6/20,19:48:00,40841.8,15.91
3/6/20,19:49:00,40883.6,15.91
3/6/20,19:49:00,40908.7,15.93
3/6/20,19:49:00,40879.4,15.93
3/6/20,19:49:00,40854.3,15.93
3/6/20,19:49:00,40879.4,15.93
3/6/20,19:49:00,40871,15.93
3/6/20,19:50:00,40921.2,15.93
3/6/20,19:50:00,40837.7,15.93
3/6/20,19:50:00,40858.5,15.93
3/6/20,19:50:00,40808.5,15.91
3/6/20,19:50:00,40862.7,15.91
3/6/20,19:50:00,40879.4,15.91
3/6/20,19:51:00,40879.4,15.91
3/6/20,19:51:00,40854.3,15.91
3/6/20,19:51:00,40837.7,15.9
3/6/20,19:51:00,40783.5,15.89
3/6/20,19:51:00,40837.7,15.89
3/6/20,19:51:00,40821,15.89
3/6/20,19:52:00,40808.5,15.9
3/6/20,19:52:00,40879.4,15.9
3/6/20,19:52:00,40854.3,15.89
3/6/20,19:52:00,40825.2,15.89
3/6/20,19:52:00,40808.5,15.89
3/6/20,19:52:00,40854.3,15.89
3/6/20,19:53:00,40804.3,15.89
3/6/20,19:53:00,40808.5,15.89
3/6/20,19:53:00,40854.3,15.89
3/6/20,19:53:00,40850.2,15.9
3/6/20,19:53:00,40833.5,15.9
3/6/20,19:53:00,40833.5,15.9
3/6/20,19:54:00,40850.2,15.9
3/6/20,19:54:00,40862.7,15.9
3/6/20,19:54:00,40862.7,15.89
3/6/20,19:54:00,40791.8,15.89
3/6/20,19:54:00,40804.3,15.89
3/6/20,19:54:00,40791.8,15.89
3/6/20,19:55:00,40850.2,15.89
3/6/20,19:55:00,40804.3,15.89
3/6/20,19:55:00,40850.2,15.89
3/6/20,19:55:00,40837.7,15.89
3/6/20,19:55:00,40825.2,15.89
3/6/20,19:55:00,40846,15.89
3/6/20,19:56:00,40779.4,15.89
3/6/20,19:56:00,40833.5,15.89
3/6/20,19:56:00,40846,15.9
3/6/20,19:56:00,40816.8,15.9
3/6/20,19:56:00,40829.3,15.9
3/6/20,19:56:00,40846,15.9
3/6/20,19:57:00,40833.5,15.9
3/6/20,19:57:00,40858.5,15.9
3/6/20,19:57:00,40816.8,15.9
3/6/20,19:57:00,40816.8,15.9
3/6/20,19:57:00,40829.3,15.9
3/6/20,19:57:00,40846,15.9
3/6/20,19:58:00,40816.8,15.9
3/6/20,19:58:00,40846,15.9
3/6/20,19:58:00,40833.5,15.9
3/6/20,19:58:00,40816.8,15.9
3/6/20,19:58:00,40829.3,15.89
3/6/20,19:58:00,40871,15.9
3/6/20,19:59:00,40837.7,15.9
3/6/20,19:59:00,40816.8,15.89
3/6/20,19:59:00,40829.3,15.89
3/6/20,19:59:00,40758.6,15.89
3/6/20,19:59:00,40800.2,15.9
3/6/20,19:59:00,40787.7,15.9
3/6/20,20:00:00,40796,15.9
3/6/20,20:00:00,40800.2,15.89
3/6/20,20:00:00,40800.2,15.89
3/6/20,20:00:00,40825.2,15.9
3/6/20,20:00:00,40825.2,15.89
3/6/20,20:00:00,40812.7,15.89
3/6/20,20:01:00,40825.2,15.9
3/6/20,20:01:00,40866.9,15.89
3/6/20,20:01:00,40766.9,15.89
3/6/20,20:01:00,40866.9,15.89
3/6/20,20:01:00,40812.7,15.89
3/6/20,20:01:00,40829.3,15.89
3/6/20,20:02:00,40825.2,15.9
3/6/20,20:02:00,40796,15.9
3/6/20,20:02:00,40808.5,15.9
3/6/20,20:02:00,40796,15.9
3/6/20,20:02:00,40825.2,15.89
3/6/20,20:02:00,40825.2,15.89
3/6/20,20:03:00,40796,15.9
3/6/20,20:03:00,40825.2,15.89
3/6/20,20:03:00,40808.5,15.89
3/6/20,20:03:00,40833.5,15.89
3/6/20,20:03:00,40766.9,15.9
3/6/20,20:03:00,40791.8,15.89
3/6/20,20:04:00,40846,15.89
3/6/20,20:04:00,40808.5,15.89
3/6/20,20:04:00,40791.8,15.89
3/6/20,20:04:00,40833.5,15.9
3/6/20,20:04:00,40791.8,15.89
3/6/20,20:04:00,40825.2,15.89
3/6/20,20:05:00,40808.5,15.9
3/6/20,20:05:00,40808.5,15.9
3/6/20,20:05:00,40791.8,15.9
3/6/20,20:05:00,40816.8,15.91
3/6/20,20:05:00,40816.8,15.9
3/6/20,20:05:00,40804.3,15.9
3/6/20,20:06:00,40808.5,15.91
3/6/20,20:06:00,40833.5,15.91
3/6/20,20:06:00,40812.7,15.91
3/6/20,20:06:00,40804.3,15.93
3/6/20,20:06:00,40816.8,15.91
3/6/20,20:06:00,40846,15.91
3/6/20,20:07:00,40779.4,15.91
3/6/20,20:07:00,40812.7,15.9
3/6/20,20:07:00,40812.7,15.9
3/6/20,20:07:00,40829.3,15.91
3/6/20,20:07:00,40791.8,15.9
3/6/20,20:07:00,40800.2,15.9
3/6/20,20:08:00,40800.2,15.91
3/6/20,20:08:00,40829.3,15.91
3/6/20,20:08:00,40771,15.9
3/6/20,20:08:00,40775.2,15.91
3/6/20,20:08:00,40804.3,15.91
3/6/20,20:08:00,40804.3,15.91
3/6/20,20:09:00,40825.2,15.93
3/6/20,20:09:00,40812.7,15.93
3/6/20,20:09:00,40829.3,15.91
3/6/20,20:09:00,40829.3,15.91
3/6/20,20:09:00,40771,15.91
3/6/20,20:09:00,40787.7,15.91
3/6/20,20:10:00,40812.7,15.91
3/6/20,20:10:00,40800.2,15.9
3/6/20,20:10:00,40800.2,15.91
3/6/20,20:10:00,40825.2,15.9
3/6/20,20:10:00,40800.2,15.9
3/6/20,20:10:00,40771,15.9
3/6/20,20:11:00,40808.5,15.9
3/6/20,20:11:00,40808.5,15.9
3/6/20,20:11:00,40825.2,15.9
3/6/20,20:11:00,40854.3,15.9
3/6/20,20:11:00,40821,15.9
3/6/20,20:11:00,40825.2,15.9
3/6/20,20:12:00,40783.5,15.9
3/6/20,20:12:00,40808.5,15.9
3/6/20,20:12:00,40783.5,15.9
3/6/20,20:12:00,40779.4,15.9
3/6/20,20:12:00,40783.5,15.9
3/6/20,20:12:00,40783.5,15.9
3/6/20,20:13:00,40783.5,15.9
3/6/20,20:13:00,40808.5,15.91
3/6/20,20:13:00,40804.3,15.9
3/6/20,20:13:00,40833.5,15.9
3/6/20,20:13:00,40791.8,15.9
3/6/20,20:13:00,40783.5,15.91
3/6/20,20:14:00,40783.5,15.91
3/6/20,20:14:00,40737.8,15.9
3/6/20,20:14:00,40808.5,15.91
3/6/20,20:14:00,40779.4,15.9
3/6/20,20:14:00,40787.7,15.91
3/6/20,20:14:00,40779.4,15.9
3/6/20,20:15:00,40804.3,15.9
3/6/20,20:15:00,40766.9,15.9
3/6/20,20:15:00,40816.8,15.91
3/6/20,20:15:00,40750.3,15.91
3/6/20,20:15:00,40791.8,15.91
3/6/20,20:15:00,40833.5,15.91
3/6/20,20:16:00,40808.5,15.91
3/6/20,20:16:00,40779.4,15.91
3/6/20,20:16:00,40762.7,15.91
3/6/20,20:16:00,40804.3,15.9
3/6/20,20:16:00,40804.3,15.91
3/6/20,20:16:00,40766.9,15.91
3/6/20,20:17:00,40804.3,15.91
3/6/20,20:17:00,40779.4,15.91
3/6/20,20:17:00,40775.2,15.91
3/6/20,20:17:00,40800.2,15.91
3/6/20,20:17:00,40762.7,15.9
3/6/20,20:17:00,40787.7,15.9
3/6/20,20:18:00,40758.6,15.91
3/6/20,20:18:00,40787.7,15.9
3/6/20,20:18:00,40779.4,15.9
3/6/20,20:18:00,40762.7,15.91
3/6/20,20:18:00,40812.7,15.91
3/6/20,20:18:00,40787.7,15.91
3/6/20,20:19:00,40787.7,15.91
3/6/20,20:19:00,40783.5,15.91
3/6/20,20:19:00,40775.2,15.9
3/6/20,20:19:00,40746.1,15.91
3/6/20,20:19:00,40787.7,15.9
3/6/20,20:19:00,40758.6,15.91
3/6/20,20:20:00,40816.8,15.91
3/6/20,20:20:00,40775.2,15.91
3/6/20,20:20:00,40775.2,15.91
3/6/20,20:20:00,40729.5,15.91
3/6/20,20:20:00,40783.5,15.91
3/6/20,20:20:00,40758.6,15.91
3/6/20,20:21:00,40783.5,15.91
3/6/20,20:21:00,40775.2,15.91
3/6/20,20:21:00,40800.2,15.91
3/6/20,20:21:00,40742,15.91
3/6/20,20:21:00,40754.4,15.91
3/6/20,20:21:00,40775.2,15.9
3/6/20,20:22:00,40758.6,15.91
3/6/20,20:22:00,40800.2,15.91
3/6/20,20:22:00,40729.5,15.91
3/6/20,20:22:00,40796,15.91
3/6/20,20:22:00,40829.3,15.91
3/6/20,20:22:00,40742,15.91
3/6/20,20:23:00,40729.5,15.91
3/6/20,20:23:00,40725.3,15.91
3/6/20,20:23:00,40754.4,15.91
3/6/20,20:23:00,40766.9,15.91
3/6/20,20:23:00,40783.5,15.9
3/6/20,20:23:00,40754.4,15.91
3/6/20,20:24:00,40779.4,15.9
3/6/20,20:24:00,40796,15.91
3/6/20,20:24:00,40712.9,15.91
3/6/20,20:24:00,40766.9,15.91
3/6/20,20:24:00,40634.2,15.9
3/6/20,20:24:00,40762.7,15.9
3/6/20,20:25:00,40737.8,15.91
3/6/20,20:25:00,40762.7,15.91
3/6/20,20:25:00,40721.2,15.9
3/6/20,20:25:00,40725.3,15.91
3/6/20,20:25:00,40779.4,15.9
3/6/20,20:25:00,40791.8,15.91
3/6/20,20:26:00,40775.2,15.91
3/6/20,20:26:00,40762.7,15.91
3/6/20,20:26:00,40762.7,15.91
3/6/20,20:26:00,40762.7,15.91
3/6/20,20:26:00,40804.3,15.91
3/6/20,20:26:00,40762.7,15.91
3/6/20,20:27:00,40762.7,15.91
3/6/20,20:27:00,40750.3,15.91
3/6/20,20:27:00,40775.2,15.91
3/6/20,20:27:00,40762.7,15.91
3/6/20,20:27:00,40758.6,15.91
3/6/20,20:27:00,40791.8,15.9
3/6/20,20:28:00,40762.7,15.91
3/6/20,20:28:00,40750.3,15.9
3/6/20,20:28:00,40775.2,15.91
3/6/20,20:28:00,40775.2,15.91
3/6/20,20:28:00,40750.3,15.91
3/6/20,20:28:00,40754.4,15.9
3/6/20,20:29:00,40750.3,15.91
3/6/20,20:29:00,40758.6,15.91
3/6/20,20:29:00,40750.3,15.91
3/6/20,20:29:00,40733.7,15.91
3/6/20,20:29:00,40758.6,15.91
3/6/20,20:29:00,40758.6,15.91
3/6/20,20:30:00,40750.3,15.91
3/6/20,20:30:00,40775.2,15.9
3/6/20,20:30:00,40758.6,15.91
3/6/20,20:30:00,40675.6,15.91
3/6/20,20:30:00,40754.4,15.91
3/6/20,20:30:00,40766.9,15.91
3/6/20,20:31:00,40729.5,15.91
3/6/20,20:31:00,40771,15.91
3/6/20,20:31:00,40771,15.91
3/6/20,20:31:00,40771,15.91
3/6/20,20:31:00,40733.7,15.91
3/6/20,20:31:00,40787.7,15.93
3/6/20,20:32:00,40733.7,15.91
3/6/20,20:32:00,40754.4,15.91
3/6/20,20:32:00,40729.5,15.91
3/6/20,20:32:00,40737.8,15.91
3/6/20,20:32:00,40737.8,15.91
3/6/20,20:32:00,40742,15.93
3/6/20,20:33:00,40766.9,15.91
3/6/20,20:33:00,40737.8,15.91
3/6/20,20:33:00,40742,15.91
3/6/20,20:33:00,40742,15.93
3/6/20,20:33:00,40750.3,15.91
3/6/20,20:33:00,40783.5,15.91
3/6/20,20:34:00,40783.5,15.91
3/6/20,20:34:00,40750.3,15.91
3/6/20,20:34:00,40779.4,15.91
3/6/20,20:34:00,40733.7,15.93
3/6/20,20:34:00,40671.5,15.91
3/6/20,20:34:00,40737.8,15.91
3/6/20,20:35:00,40766.9,15.91
3/6/20,20:35:00,40737.8,15.91
3/6/20,20:35:00,40766.9,15.91
3/6/20,20:35:00,40750.3,15.91
3/6/20,20:35:00,40721.2,15.91
3/6/20,20:35:00,40750.3,15.9
3/6/20,20:36:00,40725.3,15.91
3/6/20,20:36:00,40725.3,15.91
3/6/20,20:36:00,40750.3,15.91
3/6/20,20:36:00,40762.7,15.91
3/6/20,20:36:00,40762.7,15.91
3/6/20,20:36:00,40762.7,15.91
3/6/20,20:37:00,40704.6,15.91
3/6/20,20:37:00,40733.7,15.91
3/6/20,20:37:00,40746.1,15.93
3/6/20,20:37:00,40733.7,15.9
3/6/20,20:37:00,40704.6,15.91
3/6/20,20:37:00,40746.1,15.91
3/6/20,20:38:00,40721.2,15.91
3/6/20,20:38:00,40721.2,15.91
3/6/20,20:38:00,40750.3,15.9
3/6/20,20:38:00,40733.7,15.91
3/6/20,20:38:00,40746.1,15.91
3/6/20,20:38:00,40721.2,15.9
3/6/20,20:39:00,40721.2,15.9
3/6/20,20:39:00,40708.8,15.91
3/6/20,20:39:00,40762.7,15.9
3/6/20,20:39:00,40746.1,15.91
3/6/20,20:39:00,40733.7,15.9
3/6/20,20:39:00,40762.7,15.9
3/6/20,20:40:00,40721.2,15.9
3/6/20,20:40:00,40758.6,15.91
3/6/20,20:40:00,40692.2,15.9
3/6/20,20:40:00,40758.6,15.91
3/6/20,20:40:00,40746.1,15.9
3/6/20,20:40:00,40675.6,15.9
3/6/20,20:41:00,40721.2,15.9
3/6/20,20:41:00,40733.7,15.91
3/6/20,20:41:00,40704.6,15.9
3/6/20,20:41:00,40721.2,15.9
3/6/20,20:41:00,40721.2,15.9
3/6/20,20:41:00,40733.7,15.9
3/6/20,20:42:00,40729.5,15.9
3/6/20,20:42:00,40704.6,15.9
3/6/20,20:42:00,40733.7,15.9
3/6/20,20:42:00,40721.2,15.91
3/6/20,20:42:00,40704.6,15.91
3/6/20,20:42:00,40704.6,15.9
3/6/20,20:43:00,40704.6,15.9
3/6/20,20:43:00,40746.1,15.9
3/6/20,20:43:00,40704.6,15.9
3/6/20,20:43:00,40704.6,15.9
3/6/20,20:43:00,40712.9,15.9
3/6/20,20:43:00,40729.5,15.9
3/6/20,20:44:00,40729.5,15.9
3/6/20,20:44:00,40700.5,15.9
3/6/20,20:44:00,40675.6,15.9
3/6/20,20:44:00,40700.5,15.9
3/6/20,20:44:00,40708.8,15.9
3/6/20,20:44:00,40671.5,15.9
3/6/20,20:45:00,40712.9,15.9
3/6/20,20:45:00,40742,15.9
3/6/20,20:45:00,40704.6,15.9
3/6/20,20:45:00,40729.5,15.9
3/6/20,20:45:00,40700.5,15.9
3/6/20,20:45:00,40729.5,15.9
3/6/20,20:46:00,40704.6,15.9
3/6/20,20:46:00,40700.5,15.9
3/6/20,20:46:00,40742,15.9
3/6/20,20:46:00,40667.3,15.9
3/6/20,20:46:00,40708.8,15.91
3/6/20,20:46:00,40712.9,15.9
3/6/20,20:47:00,40683.9,15.9
3/6/20,20:47:00,40742,15.91
3/6/20,20:47:00,40708.8,15.9
3/6/20,20:47:00,40683.9,15.9
3/6/20,20:47:00,40696.3,15.91
3/6/20,20:47:00,40725.3,15.9
3/6/20,20:48:00,40708.8,15.91
3/6/20,20:48:00,40725.3,15.9
3/6/20,20:48:00,40733.7,15.9
3/6/20,20:48:00,40737.8,15.91
3/6/20,20:48:00,40725.3,15.91
3/6/20,20:48:00,40737.8,15.91
3/6/20,20:49:00,40704.6,15.9
3/6/20,20:49:00,40696.3,15.91
3/6/20,20:49:00,40704.6,15.91
3/6/20,20:49:00,40708.8,15.91
3/6/20,20:49:00,40750.3,15.91
3/6/20,20:49:00,40733.7,15.91
3/6/20,20:50:00,40721.2,15.91
3/6/20,20:50:00,40692.2,15.91
3/6/20,20:50:00,40679.7,15.91
3/6/20,20:50:00,40692.2,15.91
3/6/20,20:50:00,40733.7,15.91
3/6/20,20:50:00,40721.2,15.91
3/6/20,20:51:00,40733.7,15.91
3/6/20,20:51:00,40704.6,15.91
3/6/20,20:51:00,40692.2,15.91
3/6/20,20:51:00,40704.6,15.91
3/6/20,20:51:00,40700.5,15.9
3/6/20,20:51:00,40717.1,15.91
3/6/20,20:52:00,40692.2,15.91
3/6/20,20:52:00,40717.1,15.91
3/6/20,20:52:00,40746.1,15.91
3/6/20,20:52:00,40700.5,15.91
3/6/20,20:52:00,40700.5,15.91
3/6/20,20:52:00,40717.1,15.91
3/6/20,20:53:00,40746.1,15.91
3/6/20,20:53:00,40663.2,15.91
3/6/20,20:53:00,40729.5,15.91
3/6/20,20:53:00,40675.6,15.91
3/6/20,20:53:00,40683.9,15.91
3/6/20,20:53:00,40700.5,15.91
3/6/20,20:54:00,40712.9,15.93
3/6/20,20:54:00,40675.6,15.91
3/6/20,20:54:00,40683.9,15.93
3/6/20,20:54:00,40746.1,15.91
3/6/20,20:54:00,40746.1,15.91
3/6/20,20:54:00,40729.5,15.91
3/6/20,20:55:00,40675.6,15.93
3/6/20,20:55:00,40700.5,15.91
3/6/20,20:55:00,40659,15.91
3/6/20,20:55:00,40729.5,15.91
3/6/20,20:55:00,40700.5,15.91
3/6/20,20:55:00,40700.5,15.91
3/6/20,20:56:00,40700.5,15.91
3/6/20,20:56:00,40700.5,15.91
3/6/20,20:56:00,40696.3,15.91
3/6/20,20:56:00,40712.9,15.91
3/6/20,20:56:00,40683.9,15.91
3/6/20,20:56:00,40696.3,15.91
3/6/20,20:57:00,40700.5,15.91
3/6/20,20:57:00,40712.9,15.91
3/6/20,20:57:00,40696.3,15.91
3/6/20,20:57:00,40700.5,15.91
3/6/20,20:57:00,40742,15.91
3/6/20,20:57:00,40708.8,15.91
3/6/20,20:58:00,40725.3,15.91
3/6/20,20:58:00,40696.3,15.91
3/6/20,20:58:00,40679.7,15.91
3/6/20,20:58:00,40742,15.91
3/6/20,20:58:00,40725.3,15.91
3/6/20,20:58:00,40725.3,15.93
3/6/20,20:59:00,40696.3,15.91
3/6/20,20:59:00,40667.3,15.91
3/6/20,20:59:00,40679.7,15.91
3/6/20,20:59:00,40696.3,15.91
3/6/20,20:59:00,40721.2,15.91
3/6/20,20:59:00,40679.7,15.91
3/6/20,21:00:00,40721.2,15.91
3/6/20,21:00:00,40688,15.9
3/6/20,21:00:00,40692.2,15.91
3/6/20,21:00:00,40721.2,15.91
3/6/20,21:00:00,40708.8,15.91
3/6/20,21:00:00,40708.8,15.9
3/6/20,21:01:00,40688,15.91
3/6/20,21:01:00,40667.3,15.9
3/6/20,21:01:00,40725.3,15.91
3/6/20,21:01:00,40675.6,15.91
3/6/20,21:01:00,40692.2,15.91
3/6/20,21:01:00,40679.7,15.9
3/6/20,21:02:00,40717.1,15.9
3/6/20,21:02:00,40663.2,15.91
3/6/20,21:02:00,40688,15.91
3/6/20,21:02:00,40675.6,15.91
3/6/20,21:02:00,40675.6,15.91
3/6/20,21:02:00,40650.8,15.9
3/6/20,21:03:00,40663.2,15.9
3/6/20,21:03:00,40663.2,15.9
3/6/20,21:03:00,40667.3,15.9
3/6/20,21:03:00,40650.8,15.9
3/6/20,21:03:00,40708.8,15.9
3/6/20,21:03:00,40704.6,15.9
3/6/20,21:04:00,40688,15.9
3/6/20,21:04:00,40688,15.9
3/6/20,21:04:00,40646.6,15.9
3/6/20,21:04:00,40667.3,15.9
3/6/20,21:04:00,40675.6,15.9
3/6/20,21:04:00,40692.2,15.91
3/6/20,21:05:00,40667.3,15.9
3/6/20,21:05:00,40725.3,15.9
3/6/20,21:05:00,40650.8,15.9
3/6/20,21:05:00,40663.2,15.9
3/6/20,21:05:00,40675.6,15.9
3/6/20,21:05:00,40675.6,15.91
3/6/20,21:06:00,40700.5,15.91
3/6/20,21:06:00,40688,15.91
3/6/20,21:06:00,40704.6,15.9
3/6/20,21:06:00,40663.2,15.9
3/6/20,21:06:00,40646.6,15.9
3/6/20,21:06:00,40688,15.9
3/6/20,21:07:00,40671.5,15.9
3/6/20,21:07:00,40646.6,15.9
3/6/20,21:07:00,40704.6,15.9
3/6/20,21:07:00,40683.9,15.91
3/6/20,21:07:00,40663.2,15.9
3/6/20,21:07:00,40700.5,15.9
3/6/20,21:08:00,40700.5,15.9
3/6/20,21:08:00,40671.5,15.91
3/6/20,21:08:00,40688,15.91
3/6/20,21:08:00,40671.5,15.91
3/6/20,21:08:00,40613.6,15.91
3/6/20,21:08:00,40671.5,15.91
3/6/20,21:09:00,40671.5,15.9
3/6/20,21:09:00,40683.9,15.91
3/6/20,21:09:00,40696.3,15.91
3/6/20,21:09:00,40683.9,15.91
3/6/20,21:09:00,40667.3,15.91
3/6/20,21:09:00,40667.3,15.91
3/6/20,21:10:00,40696.3,15.9
3/6/20,21:10:00,40654.9,15.91
3/6/20,21:10:00,40667.3,15.91
3/6/20,21:10:00,40667.3,15.91
3/6/20,21:10:00,40654.9,15.91
3/6/20,21:10:00,40663.2,15.91
3/6/20,21:11:00,40696.3,15.91
3/6/20,21:11:00,40667.3,15.91
3/6/20,21:11:00,40667.3,15.91
3/6/20,21:11:00,40700.5,15.91
3/6/20,21:11:00,40654.9,15.91
3/6/20,21:11:00,40667.3,15.9
3/6/20,21:12:00,40696.3,15.93
3/6/20,21:12:00,40679.7,15.91
3/6/20,21:12:00,40663.2,15.91
3/6/20,21:12:00,40654.9,15.91
3/6/20,21:12:00,40696.3,15.93
3/6/20,21:12:00,40679.7,15.93
3/6/20,21:13:00,40667.3,15.93
3/6/20,21:13:00,40679.7,15.91
3/6/20,21:13:00,40679.7,15.93
3/6/20,21:13:00,40679.7,15.91
3/6/20,21:13:00,40679.7,15.91
3/6/20,21:13:00,40679.7,15.91
3/6/20,21:14:00,40692.2,15.91
3/6/20,21:14:00,40663.2,15.91
3/6/20,21:14:00,40675.6,15.91
3/6/20,21:14:00,40688,15.91
3/6/20,21:14:00,40646.6,15.91
3/6/20,21:14:00,40692.2,15.91
3/6/20,21:15:00,40646.6,15.91
3/6/20,21:15:00,40663.2,15.91
3/6/20,21:15:00,40663.2,15.91
3/6/20,21:15:00,40663.2,15.91
3/6/20,21:15:00,40634.2,15.91
3/6/20,21:15:00,40675.6,15.93
3/6/20,21:16:00,40646.6,15.91
3/6/20,21:16:00,40634.2,15.91
3/6/20,21:16:00,40659,15.91
3/6/20,21:16:00,40688,15.91
3/6/20,21:16:00,40638.4,15.93
3/6/20,21:16:00,40692.2,15.91
3/6/20,21:17:00,40675.6,15.91
3/6/20,21:17:00,40659,15.93
3/6/20,21:17:00,40642.5,15.93
3/6/20,21:17:00,40688,15.93
3/6/20,21:17:00,40642.5,15.93
3/6/20,21:17:00,40688,15.93
3/6/20,21:18:00,40646.6,15.93
3/6/20,21:18:00,40688,15.93
3/6/20,21:18:00,40675.6,15.91
3/6/20,21:18:00,40646.6,15.91
3/6/20,21:18:00,40696.3,15.93
3/6/20,21:18:00,40659,15.93
3/6/20,21:19:00,40667.3,15.93
3/6/20,21:19:00,40688,15.93
3/6/20,21:19:00,40654.9,15.93
3/6/20,21:19:00,40659,15.93
3/6/20,21:19:00,40638.4,15.93
3/6/20,21:19:00,40613.6,15.91
3/6/20,21:20:00,40630.1,15.93
3/6/20,21:20:00,40626,15.93
3/6/20,21:20:00,40654.9,15.93
3/6/20,21:20:00,40642.5,15.91
3/6/20,21:20:00,40642.5,15.91
3/6/20,21:20:00,40683.9,15.93
3/6/20,21:21:00,40654.9,15.93
3/6/20,21:21:00,40630.1,15.91
3/6/20,21:21:00,40630.1,15.93
3/6/20,21:21:00,40654.9,15.91
3/6/20,21:21:00,40626,15.93
3/6/20,21:21:00,40597.1,15.93
3/6/20,21:22:00,40638.4,15.93
3/6/20,21:22:00,40638.4,15.93
3/6/20,21:22:00,40679.7,15.91
3/6/20,21:22:00,40638.4,15.93
3/6/20,21:22:00,40638.4,15.93
3/6/20,21:22:00,40683.9,15.93
3/6/20,21:23:00,40667.3,15.93
3/6/20,21:23:00,40634.2,15.93
3/6/20,21:23:00,40667.3,15.93
3/6/20,21:23:00,40638.4,15.93
3/6/20,21:23:00,40613.6,15.91
3/6/20,21:23:00,40650.8,15.93
3/6/20,21:24:00,40626,15.91
3/6/20,21:24:00,40634.2,15.93
3/6/20,21:24:00,40667.3,15.93
3/6/20,21:24:00,40650.8,15.93
3/6/20,21:24:00,40663.2,15.93
3/6/20,21:24:00,40646.6,15.93
3/6/20,21:25:00,40609.4,15.93
3/6/20,21:25:00,40663.2,15.94
