Date,Time,High Range uS/cm,temp C
3/6/20,12:43:00,0,23.25
3/6/20,12:43:00,0,23.29
3/6/20,12:43:00,0,23.3
3/6/20,12:43:00,0,23.33
3/6/20,12:43:00,0,23.38
3/6/20,12:43:00,0,23.39
3/6/20,12:44:00,0,23.39
3/6/20,12:44:00,0,23.4
3/6/20,12:44:00,0,23.46
3/6/20,12:44:00,0,23.51
3/6/20,12:44:00,0,23.58
3/6/20,12:44:00,0,23.58
3/6/20,12:45:00,0,23.59
3/6/20,12:45:00,0,23.61
3/6/20,12:45:00,0,23.68
3/6/20,12:45:00,0,23.73
3/6/20,12:45:00,0,23.74
3/6/20,12:45:00,0,23.74
3/6/20,12:46:00,0,23.74
3/6/20,12:46:00,0,23.75
3/6/20,12:46:00,0,23.77
3/6/20,12:46:00,0,23.79
3/6/20,12:46:00,0,23.8
3/6/20,12:46:00,0,23.8
3/6/20,12:47:00,0,23.83
3/6/20,12:47:00,0,23.83
3/6/20,12:47:00,0,23.84
3/6/20,12:47:00,0,23.84
3/6/20,12:47:00,0,23.85
3/6/20,12:47:00,0,23.87
3/6/20,12:48:00,0,23.87
3/6/20,12:48:00,0,23.88
3/6/20,12:48:00,0,23.93
3/6/20,12:48:00,0,23.98
3/6/20,12:48:00,0,23.99
3/6/20,12:48:00,0,24.02
3/6/20,12:49:00,0,24.02
3/6/20,12:49:00,0,24.03
3/6/20,12:49:00,0,24.28
3/6/20,12:49:00,0,24.43
3/6/20,12:49:00,0,24.67
3/6/20,12:49:00,0,24.58
3/6/20,12:50:00,0,24.61
3/6/20,12:50:00,0,24.72
3/6/20,12:50:00,0,24.77
3/6/20,12:50:00,0,24.77
3/6/20,12:50:00,0,24.73
3/6/20,12:50:00,0,25.33
3/6/20,12:51:00,0,25.32
3/6/20,12:51:00,0,24.73
3/6/20,12:51:00,0,24.91
3/6/20,12:51:00,0,24.96
3/6/20,12:51:00,0,24.97
3/6/20,12:51:00,0,24.98
3/6/20,12:52:00,0,24.97
3/6/20,12:52:00,0,24.97
3/6/20,12:52:00,0,24.97
3/6/20,12:52:00,0,24.97
3/6/20,12:52:00,0,24.96
3/6/20,12:52:00,0,24.96
3/6/20,12:53:00,0,24.94
3/6/20,12:53:00,0,24.91
3/6/20,12:53:00,0,24.89
3/6/20,12:53:00,0,24.87
3/6/20,12:53:00,0,24.88
3/6/20,12:53:00,0,24.88
3/6/20,12:54:00,0,24.87
3/6/20,12:54:00,0,24.86
3/6/20,12:54:00,0,24.86
3/6/20,12:54:00,0,24.86
3/6/20,12:54:00,0,24.86
3/6/20,12:54:00,0,24.87
3/6/20,12:55:00,0,24.88
3/6/20,12:55:00,0,24.88
3/6/20,12:55:00,0,24.88
3/6/20,12:55:00,0,24.88
3/6/20,12:55:00,0,24.88
3/6/20,12:55:00,0,24.89
3/6/20,12:56:00,0,24.89
3/6/20,12:56:00,0,24.89
3/6/20,12:56:00,0,24.89
3/6/20,12:56:00,0,24.91
3/6/20,12:56:00,0,24.91
3/6/20,12:56:00,0,24.91
3/6/20,12:57:00,0,24.92
3/6/20,12:57:00,0,24.92
3/6/20,12:57:00,0,24.91
3/6/20,12:57:00,0,24.91
3/6/20,12:57:00,0,24.92
3/6/20,12:57:00,0,24.93
3/6/20,12:58:00,0,24.93
3/6/20,12:58:00,0,24.94
3/6/20,12:58:00,0,24.96
3/6/20,12:58:00,0,24.96
3/6/20,12:58:00,0,24.96
3/6/20,12:58:00,0,24.97
3/6/20,12:59:00,0,24.97
3/6/20,12:59:00,0,24.97
3/6/20,12:59:00,0,24.98
3/6/20,12:59:00,0,24.98
3/6/20,12:59:00,0,24.98
3/6/20,12:59:00,0,24.99
3/6/20,13:00:00,0,24.99
3/6/20,13:00:00,0,25.01
3/6/20,13:00:00,0,25.01
3/6/20,13:00:00,0,25.02
3/6/20,13:00:00,0,25.02
3/6/20,13:00:00,0,25.02
3/6/20,13:01:00,0,25.03
3/6/20,13:01:00,0,25.03
3/6/20,13:01:00,0,25.04
3/6/20,13:01:00,0,25.04
3/6/20,13:01:00,0,25.04
3/6/20,13:01:00,0,25.04
3/6/20,13:02:00,0,25.06
3/6/20,13:02:00,0,25.06
3/6/20,13:02:00,0,25.06
3/6/20,13:02:00,0,25.04
3/6/20,13:02:00,0,25.03
3/6/20,13:02:00,0,25.03
3/6/20,13:03:00,0,25.02
3/6/20,13:03:00,0,25.02
3/6/20,13:03:00,0,25.02
3/6/20,13:03:00,0,25.03
3/6/20,13:03:00,0,25.03
3/6/20,13:03:00,0,25.03
3/6/20,13:04:00,0,25.03
3/6/20,13:04:00,0,25.06
3/6/20,13:04:00,0,25.07
3/6/20,13:04:00,0,25.07
3/6/20,13:04:00,0,25.07
3/6/20,13:04:00,0,25.08
3/6/20,13:05:00,0,25.07
3/6/20,13:05:00,0,25.07
3/6/20,13:05:00,0,25.07
3/6/20,13:05:00,0,25.06
3/6/20,13:05:00,0,25.06
3/6/20,13:05:00,0,25.06
3/6/20,13:06:00,0,25.06
3/6/20,13:06:00,0,25.06
3/6/20,13:06:00,0,25.04
3/6/20,13:06:00,0,25.04
3/6/20,13:06:00,0,25.04
3/6/20,13:06:00,0,25.04
3/6/20,13:07:00,0,25.04
3/6/20,13:07:00,0,25.04
3/6/20,13:07:00,0,25.04
3/6/20,13:07:00,0,25.04
3/6/20,13:07:00,0,25.04
3/6/20,13:07:00,0,25.04
3/6/20,13:08:00,0,25.04
3/6/20,13:08:00,0,25.04
3/6/20,13:08:00,0,25.04
3/6/20,13:08:00,0,25.04
3/6/20,13:08:00,0,25.04
3/6/20,13:08:00,0,25.04
3/6/20,13:09:00,0,25.04
3/6/20,13:09:00,0,25.04
3/6/20,13:09:00,0,25.04
3/6/20,13:09:00,0,25.04
3/6/20,13:09:00,0,25.04
3/6/20,13:09:00,0,25.03
3/6/20,13:10:00,0,25.04
3/6/20,13:10:00,0,25.03
3/6/20,13:10:00,0,25.03
3/6/20,13:10:00,0,25.03
3/6/20,13:10:00,0,25.03
3/6/20,13:10:00,0,25.03
3/6/20,13:11:00,0,25.02
3/6/20,13:11:00,0,25.02
3/6/20,13:11:00,0,25.02
3/6/20,13:11:00,0,25.02
3/6/20,13:11:00,0,25.02
3/6/20,13:11:00,0,25.02
3/6/20,13:12:00,0,25.02
3/6/20,13:12:00,0,25.01
3/6/20,13:12:00,0,25.01
3/6/20,13:12:00,0,25.01
3/6/20,13:12:00,0,25.02
3/6/20,13:12:00,0,25.02
3/6/20,13:13:00,0,25.01
3/6/20,13:13:00,0,25.01
3/6/20,13:13:00,0,25.01
3/6/20,13:13:00,0,25.01
3/6/20,13:13:00,0,25.01
3/6/20,13:13:00,0,25.01
3/6/20,13:14:00,0,25.01
3/6/20,13:14:00,0,25.01
3/6/20,13:14:00,0,25.01
3/6/20,13:14:00,0,25.01
3/6/20,13:14:00,0,25.01
3/6/20,13:14:00,0,25.01
3/6/20,13:15:00,0,25.01
3/6/20,13:15:00,0,25.01
3/6/20,13:15:00,0,25.01
3/6/20,13:15:00,0,25.01
3/6/20,13:15:00,0,25.01
3/6/20,13:15:00,0,25.01
3/6/20,13:16:00,0,25.02
3/6/20,13:16:00,0,25.01
3/6/20,13:16:00,0,25.01
3/6/20,13:16:00,0,25.01
3/6/20,13:16:00,0,25.01
3/6/20,13:16:00,0,25.01
3/6/20,13:17:00,0,25.01
3/6/20,13:17:00,0,25.01
3/6/20,13:17:00,0,25.01
3/6/20,13:17:00,0,25.01
3/6/20,13:17:00,0,24.99
3/6/20,13:17:00,0,24.99
3/6/20,13:18:00,0,24.99
3/6/20,13:18:00,0,24.99
3/6/20,13:18:00,0,24.99
3/6/20,13:18:00,0,24.99
3/6/20,13:18:00,0,24.99
3/6/20,13:18:00,0,24.98
3/6/20,13:19:00,0,24.98
3/6/20,13:19:00,0,24.98
3/6/20,13:19:00,0,24.98
3/6/20,13:19:00,0,24.98
3/6/20,13:19:00,0,24.97
3/6/20,13:19:00,0,24.97
3/6/20,13:20:00,0,24.97
3/6/20,13:20:00,0,24.97
3/6/20,13:20:00,0,24.96
3/6/20,13:20:00,0,24.96
3/6/20,13:20:00,0,24.96
3/6/20,13:20:00,0,24.96
3/6/20,13:21:00,0,24.96
3/6/20,13:21:00,0,24.94
3/6/20,13:21:00,0,24.94
3/6/20,13:21:00,0,24.94
3/6/20,13:21:00,0,24.94
3/6/20,13:21:00,0,24.93
3/6/20,13:22:00,0,24.93
3/6/20,13:22:00,0,24.93
3/6/20,13:22:00,0,24.93
3/6/20,13:22:00,0,24.93
3/6/20,13:22:00,0,24.93
3/6/20,13:22:00,0,24.93
3/6/20,13:23:00,0,24.93
3/6/20,13:23:00,0,24.93
3/6/20,13:23:00,0,24.94
3/6/20,13:23:00,0,24.96
3/6/20,13:23:00,0,24.96
3/6/20,13:23:00,0,24.96
3/6/20,13:24:00,0,24.96
3/6/20,13:24:00,0,24.96
3/6/20,13:24:00,0,24.94
3/6/20,13:24:00,0,24.96
3/6/20,13:24:00,0,24.89
3/6/20,13:24:00,0,24.92
3/6/20,13:25:00,0,24.82
3/6/20,13:25:00,0,24.77
3/6/20,13:25:00,0,24.57
3/6/20,13:25:00,0,24.56
3/6/20,13:25:00,0,24.48
3/6/20,13:25:00,0,24.22
3/6/20,13:26:00,0,24.22
3/6/20,13:26:00,0,24.25
3/6/20,13:26:00,0,24.18
3/6/20,13:26:00,0,24.12
3/6/20,13:26:00,0,23.93
3/6/20,13:26:00,0,24.09
3/6/20,13:27:00,0,24.07
3/6/20,13:27:00,0,23.92
3/6/20,13:27:00,0,23.95
3/6/20,13:27:00,0,23.79
3/6/20,13:27:00,0,23.72
3/6/20,13:27:00,0,23.63
3/6/20,13:28:00,0,23.7
3/6/20,13:28:00,0,23.88
3/6/20,13:28:00,0,23.6
3/6/20,13:28:00,0,23.53
3/6/20,13:28:00,0,23.53
3/6/20,13:28:00,0,23.51
3/6/20,13:29:00,0,23.48
3/6/20,13:29:00,0,23.46
3/6/20,13:29:00,0,23.43
3/6/20,13:29:00,0,23.39
3/6/20,13:29:00,0,23.38
3/6/20,13:29:00,0,23.34
3/6/20,13:30:00,0,23.3
3/6/20,13:30:00,0,23.29
3/6/20,13:30:00,0,23.24
3/6/20,13:30:00,0,23.23
3/6/20,13:30:00,0,23.25
3/6/20,13:30:00,0,23.04
3/6/20,13:31:00,0,23.06
3/6/20,13:31:00,0,23.14
3/6/20,13:31:00,0,23.19
3/6/20,13:31:00,0,23.2
3/6/20,13:31:00,0,23.05
3/6/20,13:31:00,0,23.06
3/6/20,13:32:00,0,23.1
3/6/20,13:32:00,0,23.15
3/6/20,13:32:00,0,23.2
3/6/20,13:32:00,0,23.23
3/6/20,13:32:00,0,23.24
3/6/20,13:32:00,0,23.19
3/6/20,13:33:00,0,23.06
3/6/20,13:33:00,0,23.14
3/6/20,13:33:00,0,23.05
3/6/20,13:33:00,0,22.59
3/6/20,13:33:00,0,22.61
3/6/20,13:33:00,0,22.59
3/6/20,13:34:00,0,22.85
3/6/20,13:34:00,0,22.91
3/6/20,13:34:00,0,22.98
3/6/20,13:34:00,0,23
3/6/20,13:34:00,0,23
3/6/20,13:34:00,0,23
3/6/20,13:35:00,0,23.01
3/6/20,13:35:00,0,23.03
3/6/20,13:35:00,0,23.03
3/6/20,13:35:00,0,23.04
3/6/20,13:35:00,0,23.05
3/6/20,13:35:00,0,23.06
3/6/20,13:36:00,0,23.06
3/6/20,13:36:00,0,23.08
3/6/20,13:36:00,0,23.09
3/6/20,13:36:00,0,23.1
3/6/20,13:36:00,0,23.09
3/6/20,13:36:00,0,23.1
3/6/20,13:37:00,0,23.11
3/6/20,13:37:00,0,23.11
3/6/20,13:37:00,0,23.11
3/6/20,13:37:00,0,23.09
3/6/20,13:37:00,0,23.09
3/6/20,13:37:00,0,23.03
3/6/20,13:38:00,0,22.96
3/6/20,13:38:00,0,23.03
3/6/20,13:38:00,0,23.06
3/6/20,13:38:00,0,23.09
3/6/20,13:38:00,0,23.09
3/6/20,13:38:00,0,23.11
3/6/20,13:39:00,0,23.13
3/6/20,13:39:00,0,23.15
3/6/20,13:39:00,0,23.15
3/6/20,13:39:00,0,23.18
3/6/20,13:39:00,0,23.2
3/6/20,13:39:00,0,23.21
3/6/20,13:40:00,0,23.21
3/6/20,13:40:00,0,23.24
3/6/20,13:40:00,0,23.25
3/6/20,13:40:00,0,23.26
3/6/20,13:40:00,0,23.28
3/6/20,13:40:00,0,23.29
3/6/20,13:41:00,0,23.3
3/6/20,13:41:00,0,23.31
3/6/20,13:41:00,0,23.33
3/6/20,13:41:00,0,23.34
3/6/20,13:41:00,0,23.35
3/6/20,13:41:00,0,23.36
3/6/20,13:42:00,0,23.36
3/6/20,13:42:00,0,23.38
3/6/20,13:42:00,0,23.39
3/6/20,13:42:00,0,23.39
3/6/20,13:42:00,0,23.4
3/6/20,13:42:00,0,23.4
3/6/20,13:43:00,0,23.39
3/6/20,13:43:00,0,23.38
3/6/20,13:43:00,0,23.38
3/6/20,13:43:00,0,23.39
3/6/20,13:43:00,0,23.4
3/6/20,13:43:00,0,23.4
3/6/20,13:44:00,0,23.39
3/6/20,13:44:00,0,23.39
3/6/20,13:44:00,0,23.39
3/6/20,13:44:00,0,23.4
3/6/20,13:44:00,0,23.4
3/6/20,13:44:00,0,23.4
3/6/20,13:45:00,0,23.4
3/6/20,13:45:00,0,23.4
3/6/20,13:45:00,0,23.4
3/6/20,13:45:00,0,23.4
3/6/20,13:45:00,0,23.4
3/6/20,13:45:00,0,23.4
3/6/20,13:46:00,0,23.4
3/6/20,13:46:00,0,23.39
3/6/20,13:46:00,0,23.38
3/6/20,13:46:00,0,23.36
3/6/20,13:46:00,0,23.34
3/6/20,13:46:00,0,23.35
3/6/20,13:47:00,0,23.35
3/6/20,13:47:00,0,23.34
3/6/20,13:47:00,0,23.34
3/6/20,13:47:00,0,23.33
3/6/20,13:47:00,0,23.31
3/6/20,13:47:00,0,23.31
3/6/20,13:48:00,0,23.3
3/6/20,13:48:00,0,23.28
3/6/20,13:48:00,0,23.25
3/6/20,13:48:00,0,23.24
3/6/20,13:48:00,0,23.24
3/6/20,13:48:00,0,23.24
3/6/20,13:49:00,0,23.21
3/6/20,13:49:00,0,23.2
3/6/20,13:49:00,0,23.19
3/6/20,13:49:00,0,23.18
3/6/20,13:49:00,0,23.18
3/6/20,13:49:00,0,23.15
3/6/20,13:50:00,0,23.14
3/6/20,13:50:00,0,23.14
3/6/20,13:50:00,0,23.13
3/6/20,13:50:00,0,23.11
3/6/20,13:50:00,0,23.1
3/6/20,13:50:00,0,23.1
3/6/20,13:51:00,0,23.09
3/6/20,13:51:00,0,23.08
3/6/20,13:51:00,0,23.06
3/6/20,13:51:00,0,23.05
3/6/20,13:51:00,0,23.05
3/6/20,13:51:00,0,23.04
3/6/20,13:52:00,0,23.03
3/6/20,13:52:00,0,23.01
3/6/20,13:52:00,0,23
3/6/20,13:52:00,0,22.99
3/6/20,13:52:00,0,22.99
3/6/20,13:52:00,0,22.96
3/6/20,13:53:00,0,22.96
3/6/20,13:53:00,0,22.95
3/6/20,13:53:00,0,22.94
3/6/20,13:53:00,0,22.91
3/6/20,13:53:00,0,22.91
3/6/20,13:53:00,0,22.89
3/6/20,13:54:00,0,22.89
3/6/20,13:54:00,0,22.87
3/6/20,13:54:00,0,22.87
3/6/20,13:54:00,0,22.86
3/6/20,13:54:00,0,22.85
3/6/20,13:54:00,0,22.84
3/6/20,13:55:00,0,22.82
3/6/20,13:55:00,0,22.81
3/6/20,13:55:00,0,22.81
3/6/20,13:55:00,0,22.8
3/6/20,13:55:00,0,22.8
3/6/20,13:55:00,0,22.79
3/6/20,13:56:00,0,22.77
3/6/20,13:56:00,0,22.77
3/6/20,13:56:00,0,22.76
3/6/20,13:56:00,0,22.75
3/6/20,13:56:00,0,22.75
3/6/20,13:56:00,0,22.74
3/6/20,13:57:00,0,22.72
3/6/20,13:57:00,0,22.71
3/6/20,13:57:00,0,22.71
3/6/20,13:57:00,0,22.7
3/6/20,13:57:00,0,22.67
3/6/20,13:57:00,0,22.67
3/6/20,13:58:00,0,22.67
3/6/20,13:58:00,0,22.64
3/6/20,13:58:00,0,22.67
3/6/20,13:58:00,0,22.69
3/6/20,13:58:00,0,22.72
3/6/20,13:58:00,0,22.74
3/6/20,13:59:00,0,22.76
3/6/20,13:59:00,0,22.79
3/6/20,13:59:00,0,22.81
3/6/20,13:59:00,0,22.77
3/6/20,13:59:00,0,22.75
3/6/20,13:59:00,0,22.74
3/6/20,14:00:00,0,22.72
3/6/20,14:00:00,0,22.72
3/6/20,14:00:00,0,22.71
3/6/20,14:00:00,0,22.71
3/6/20,14:00:00,0,22.71
3/6/20,14:00:00,0,22.7
3/6/20,14:01:00,0,22.71
3/6/20,14:01:00,0,22.7
3/6/20,14:01:00,0,22.69
3/6/20,14:01:00,0,22.7
3/6/20,14:01:00,0,22.69
3/6/20,14:01:00,0,22.69
3/6/20,14:02:00,0,22.69
3/6/20,14:02:00,0,22.69
3/6/20,14:02:00,0,22.67
3/6/20,14:02:00,0,22.69
3/6/20,14:02:00,0,22.67
3/6/20,14:02:00,0,22.67
3/6/20,14:03:00,0,22.67
3/6/20,14:03:00,0,22.67
3/6/20,14:03:00,0,22.67
3/6/20,14:03:00,0,22.66
3/6/20,14:03:00,0,22.65
3/6/20,14:03:00,0,22.64
3/6/20,14:04:00,0,22.62
3/6/20,14:04:00,0,22.61
3/6/20,14:04:00,0,22.62
3/6/20,14:04:00,0,22.6
3/6/20,14:04:00,0,22.6
3/6/20,14:04:00,0,22.59
3/6/20,14:05:00,0,22.56
3/6/20,14:05:00,0,22.54
3/6/20,14:05:00,0,22.52
3/6/20,14:05:00,0,22.52
3/6/20,14:05:00,0,22.52
3/6/20,14:05:00,0,22.49
3/6/20,14:06:00,0,22.49
3/6/20,14:06:00,0,22.46
3/6/20,14:06:00,0,22.44
3/6/20,14:06:00,0,22.42
3/6/20,14:06:00,0,22.42
3/6/20,14:06:00,0,22.41
3/6/20,14:07:00,0,22.41
3/6/20,14:07:00,0,22.45
3/6/20,14:07:00,0,22.42
3/6/20,14:07:00,0,22.41
3/6/20,14:07:00,0,22.41
3/6/20,14:07:00,0,22.44
3/6/20,14:08:00,0,22.45
3/6/20,14:08:00,0,22.45
3/6/20,14:08:00,0,22.45
3/6/20,14:08:00,0,22.46
3/6/20,14:08:00,0,22.45
3/6/20,14:08:00,0,22.46
3/6/20,14:09:00,0,22.45
3/6/20,14:09:00,0,22.45
3/6/20,14:09:00,0,22.42
3/6/20,14:09:00,0,22.41
3/6/20,14:09:00,0,22.39
3/6/20,14:09:00,0,22.4
3/6/20,14:10:00,0,22.4
3/6/20,14:10:00,0,22.41
3/6/20,14:10:00,0,22.42
3/6/20,14:10:00,0,22.44
3/6/20,14:10:00,0,22.42
3/6/20,14:10:00,0,22.44
3/6/20,14:11:00,0,22.46
3/6/20,14:11:00,0,22.51
3/6/20,14:11:00,0,22.55
3/6/20,14:11:00,0,22.59
3/6/20,14:11:00,0,22.57
3/6/20,14:11:00,0,22.59
3/6/20,14:12:00,0,22.59
3/6/20,14:12:00,0,22.56
3/6/20,14:12:00,0,22.56
3/6/20,14:12:00,0,22.55
3/6/20,14:12:00,0,22.51
3/6/20,14:12:00,0,22.49
3/6/20,14:13:00,0,22.5
3/6/20,14:13:00,0,22.5
3/6/20,14:13:00,0,22.46
3/6/20,14:13:00,0,22.42
3/6/20,14:13:00,0,22.51
3/6/20,14:13:00,0,22.54
3/6/20,14:14:00,0,22.56
3/6/20,14:14:00,0,22.59
