"¥éË""Plot Title: CT_20739332""",,,,
#,"Date Time, GMT-08:00","Temp, C (LGR S/N: 20739332, SEN S/N: 20739332)","Specific Conductance, uS/cm (LGR S/N: 20739332)","Salinity, ppt (LGR S/N: 20739332)"
160,3/8/20 13:12,20.66,0,0.0123
161,3/8/20 13:12,20.66,0,0.0123
162,3/8/20 13:13,20.66,0,0.0123
163,3/8/20 13:13,20.67,0,0.0123
164,3/8/20 13:13,20.64,0,0.0123
165,3/8/20 13:13,20.63,0,0.0123
166,3/8/20 13:13,20.62,0,0.0123
167,3/8/20 13:13,20.62,0,0.0123
168,3/8/20 13:14,20.62,0,0.0123
169,3/8/20 13:14,20.62,0,0.0123
170,3/8/20 13:14,20.61,0,0.0123
171,3/8/20 13:14,20.61,0,0.0123
172,3/8/20 13:14,20.61,0,0.0123
173,3/8/20 13:14,20.61,0,0.0123
174,3/8/20 13:15,20.61,0,0.0123
175,3/8/20 13:15,20.59,0,0.0123
176,3/8/20 13:15,20.58,0,0.0123
177,3/8/20 13:15,20.58,0,0.0123
178,3/8/20 13:15,20.58,0,0.0123
179,3/8/20 13:15,20.57,0,0.0123
180,3/8/20 13:16,20.57,0,0.0123
181,3/8/20 13:16,20.56,0,0.0123
182,3/8/20 13:16,20.54,0,0.0123
183,3/8/20 13:16,20.53,0,0.0123
184,3/8/20 13:16,20.53,0,0.0123
185,3/8/20 13:16,20.53,0,0.0123
186,3/8/20 13:17,20.52,0,0.0123
187,3/8/20 13:17,20.52,0,0.0123
188,3/8/20 13:17,20.51,0,0.0123
189,3/8/20 13:17,20.51,0,0.0123
190,3/8/20 13:17,20.49,0,0.0123
191,3/8/20 13:17,20.49,0,0.0123
192,3/8/20 13:18,20.48,0,0.0123
193,3/8/20 13:18,20.47,0,0.0123
194,3/8/20 13:18,20.46,0,0.0123
195,3/8/20 13:18,20.43,0,0.0123
196,3/8/20 13:18,20.39,0,0.0123
197,3/8/20 13:18,20.39,0,0.0123
198,3/8/20 13:19,20.38,0,0.0123
199,3/8/20 13:19,20.37,0,0.0123
200,3/8/20 13:19,20.36,0,0.0123
201,3/8/20 13:19,20.36,0,0.0123
202,3/8/20 13:19,20.36,0,0.0123
203,3/8/20 13:19,20.36,0,0.0123
204,3/8/20 13:20,20.34,0,0.0123
205,3/8/20 13:20,20.34,0,0.0123
206,3/8/20 13:20,20.33,0,0.0123
207,3/8/20 13:20,20.32,0,0.0123
208,3/8/20 13:20,20.32,0,0.0123
209,3/8/20 13:20,20.3,0,0.0123
210,3/8/20 13:21,20.29,0,0.0123
211,3/8/20 13:21,20.28,0,0.0123
212,3/8/20 13:21,20.27,0,0.0123
213,3/8/20 13:21,20.27,0,0.0123
214,3/8/20 13:21,20.27,0,0.0123
215,3/8/20 13:21,20.25,0,0.0123
216,3/8/20 13:22,20.25,0,0.0123
217,3/8/20 13:22,20.27,0,0.0123
218,3/8/20 13:22,20.27,0,0.0123
219,3/8/20 13:22,20.27,0,0.0123
220,3/8/20 13:22,20.25,0,0.0123
221,3/8/20 13:22,20.25,0,0.0123
222,3/8/20 13:23,20.25,0,0.0123
223,3/8/20 13:23,20.25,0,0.0123
224,3/8/20 13:23,20.25,0,0.0123
225,3/8/20 13:23,20.25,0,0.0123
226,3/8/20 13:23,20.25,0,0.0123
227,3/8/20 13:23,20.24,0,0.0123
228,3/8/20 13:24,20.25,0,0.0123
229,3/8/20 13:24,20.24,0,0.0123
230,3/8/20 13:24,20.24,0,0.0123
231,3/8/20 13:24,20.24,0,0.0123
232,3/8/20 13:24,20.23,0,0.0123
233,3/8/20 13:24,20.23,0,0.0123
234,3/8/20 13:25,20.23,0,0.0123
235,3/8/20 13:25,20.23,0,0.0123
236,3/8/20 13:25,20.23,0,0.0123
237,3/8/20 13:25,20.23,0,0.0123
238,3/8/20 13:25,20.23,0,0.0123
239,3/8/20 13:25,20.23,0,0.0123
240,3/8/20 13:26,20.22,0,0.0123
241,3/8/20 13:26,20.22,0,0.0123
242,3/8/20 13:26,20.22,0,0.0123
243,3/8/20 13:26,20.22,0,0.0123
244,3/8/20 13:26,20.22,0,0.0123
245,3/8/20 13:26,20.22,0,0.0123
246,3/8/20 13:27,20.19,0,0.0123
247,3/8/20 13:27,20.19,0,0.0123
248,3/8/20 13:27,20.18,0,0.0123
249,3/8/20 13:27,20.17,0,0.0123
250,3/8/20 13:27,20.15,0,0.0123
251,3/8/20 13:27,20.17,0,0.0123
252,3/8/20 13:28,20.17,0,0.0123
253,3/8/20 13:28,20.15,0,0.0123
254,3/8/20 13:28,20.15,0,0.0123
255,3/8/20 13:28,20.15,0,0.0123
256,3/8/20 13:28,20.15,0,0.0123
257,3/8/20 13:28,20.15,0,0.0123
258,3/8/20 13:29,20.14,0,0.0123
259,3/8/20 13:29,20.14,0,0.0123
260,3/8/20 13:29,20.13,0,0.0123
261,3/8/20 13:29,20.13,0,0.0123
262,3/8/20 13:29,20.13,0,0.0123
263,3/8/20 13:29,19.97,0,0.0123
264,3/8/20 13:30,19.89,0,0.0123
265,3/8/20 13:30,19.95,0,0.0123
266,3/8/20 13:30,19.99,0,0.0123
267,3/8/20 13:30,20.02,0,0.0123
268,3/8/20 13:30,20.03,0,0.0123
269,3/8/20 13:30,20.03,0,0.0123
270,3/8/20 13:31,20.03,0,0.0123
271,3/8/20 13:31,20.03,0,0.0123
272,3/8/20 13:31,20.03,0,0.0123
273,3/8/20 13:31,20.03,0,0.0123
274,3/8/20 13:31,20,0,0.0123
275,3/8/20 13:31,19.99,0,0.0123
276,3/8/20 13:32,19.99,0,0.0123
277,3/8/20 13:32,20,0,0.0123
278,3/8/20 13:32,19.99,0,0.0123
279,3/8/20 13:32,19.99,0,0.0123
280,3/8/20 13:32,19.98,0,0.0123
281,3/8/20 13:32,19.98,0,0.0123
282,3/8/20 13:33,19.98,0,0.0123
283,3/8/20 13:33,19.98,0,0.0123
284,3/8/20 13:33,19.98,0,0.0123
285,3/8/20 13:33,19.98,0,0.0123
286,3/8/20 13:33,19.97,0,0.0123
287,3/8/20 13:33,19.97,0,0.0123
288,3/8/20 13:34,19.97,0,0.0123
289,3/8/20 13:34,19.97,0,0.0123
290,3/8/20 13:34,19.98,0,0.0123
291,3/8/20 13:34,19.98,0,0.0123
292,3/8/20 13:34,19.99,0,0.0123
293,3/8/20 13:34,19.99,0,0.0123
294,3/8/20 13:35,20,0,0.0123
295,3/8/20 13:35,20,0,0.0123
296,3/8/20 13:35,20.02,0,0.0123
297,3/8/20 13:35,20.03,0,0.0123
298,3/8/20 13:35,20.04,0,0.0123
299,3/8/20 13:35,20.04,0,0.0123
300,3/8/20 13:36,20.04,0,0.0123
301,3/8/20 13:36,20.05,0,0.0123
302,3/8/20 13:36,20.07,0,0.0123
303,3/8/20 13:36,20.08,0,0.0123
304,3/8/20 13:36,20.09,0,0.0123
305,3/8/20 13:36,20.09,0,0.0123
306,3/8/20 13:37,20.1,0,0.0123
307,3/8/20 13:37,20.12,0,0.0123
308,3/8/20 13:37,20.13,0,0.0123
309,3/8/20 13:37,20.14,0,0.0123
310,3/8/20 13:37,20.15,0,0.0123
311,3/8/20 13:37,20.17,0,0.0123
312,3/8/20 13:38,20.18,0,0.0123
313,3/8/20 13:38,20.19,0,0.0123
314,3/8/20 13:38,20.22,0,0.0123
315,3/8/20 13:38,20.24,0,0.0123
316,3/8/20 13:38,20.27,0,0.0123
317,3/8/20 13:38,20.27,0,0.0123
318,3/8/20 13:39,20.22,0,0.0123
319,3/8/20 13:39,20.37,0,0.0123
320,3/8/20 13:39,20.49,0,0.0123
321,3/8/20 13:39,20.39,0,0.0123
322,3/8/20 13:39,20.53,0,0.0123
323,3/8/20 13:39,20.57,0,0.0123
324,3/8/20 13:40,20.61,0,0.0123
325,3/8/20 13:40,20.69,0,0.0123
326,3/8/20 13:40,20.77,0,0.0123
327,3/8/20 13:40,20.85,0,0.0123
328,3/8/20 13:40,20.85,0,0.0123
329,3/8/20 13:40,20.88,0,0.0123
330,3/8/20 13:41,20.93,0,0.0123
331,3/8/20 13:41,20.97,0,0.0123
332,3/8/20 13:41,21.01,0,0.0123
333,3/8/20 13:41,21.01,0,0.0123
334,3/8/20 13:41,21.05,0,0.0123
335,3/8/20 13:41,21.08,0,0.0123
336,3/8/20 13:42,21.1,0,0.0123
337,3/8/20 13:42,21.1,0,0.0123
338,3/8/20 13:42,21.17,0,0.0123
339,3/8/20 13:42,21.17,0,0.0123
340,3/8/20 13:42,21.2,0,0.0123
341,3/8/20 13:42,21.21,0,0.0123
342,3/8/20 13:43,21.2,0,0.0123
343,3/8/20 13:43,21.2,0,0.0123
344,3/8/20 13:43,21.22,0,0.0123
345,3/8/20 13:43,21.16,0,0.0123
346,3/8/20 13:43,21.1,0,0.0123
347,3/8/20 13:43,21.1,0,0.0123
348,3/8/20 13:44,21.1,0,0.0123
349,3/8/20 13:44,20.93,0,0.0123
350,3/8/20 13:44,20.9,0,0.0123
351,3/8/20 13:44,20.88,0,0.0123
352,3/8/20 13:44,20.81,0,0.0123
353,3/8/20 13:44,20.68,0,0.0123
354,3/8/20 13:45,20.69,0,0.0123
355,3/8/20 13:45,20.73,0,0.0123
356,3/8/20 13:45,20.76,0,0.0123
357,3/8/20 13:45,20.8,0,0.0123
358,3/8/20 13:45,20.82,0,0.0123
359,3/8/20 13:45,20.85,0,0.0123
360,3/8/20 13:46,20.83,0,0.0123
361,3/8/20 13:46,20.81,0,0.0123
362,3/8/20 13:46,20.77,0,0.0123
363,3/8/20 13:46,20.72,0,0.0123
364,3/8/20 13:46,20.69,0,0.0123
365,3/8/20 13:46,20.71,0,0.0123
366,3/8/20 13:47,20.67,0,0.0123
367,3/8/20 13:47,20.66,0,0.0123
368,3/8/20 13:47,20.66,0,0.0123
369,3/8/20 13:47,20.66,0,0.0123
370,3/8/20 13:47,20.69,0,0.0123
371,3/8/20 13:47,20.67,0,0.0123
372,3/8/20 13:48,20.61,0,0.0123
373,3/8/20 13:48,20.54,0,0.0123
374,3/8/20 13:48,20.56,0,0.0123
375,3/8/20 13:48,20.56,0,0.0123
376,3/8/20 13:48,20.56,0,0.0123
377,3/8/20 13:48,20.54,0,0.0123
378,3/8/20 13:49,20.56,0,0.0123
379,3/8/20 13:49,20.54,0,0.0123
380,3/8/20 13:49,20.51,0,0.0123
381,3/8/20 13:49,20.43,0,0.0123
382,3/8/20 13:49,20.38,0,0.0123
383,3/8/20 13:49,20.33,0,0.0123
384,3/8/20 13:50,20.39,0,0.0123
385,3/8/20 13:50,20.39,0,0.0123
386,3/8/20 13:50,20.42,0,0.0123
387,3/8/20 13:50,20.44,0,0.0123
388,3/8/20 13:50,20.43,0,0.0123
389,3/8/20 13:50,20.43,0,0.0123
390,3/8/20 13:51,20.42,0,0.0123
391,3/8/20 13:51,20.41,0,0.0123
392,3/8/20 13:51,20.41,0,0.0123
393,3/8/20 13:51,20.36,0,0.0123
394,3/8/20 13:51,20.29,0,0.0123
395,3/8/20 13:51,20.28,0,0.0123
396,3/8/20 13:52,20.25,0,0.0123
397,3/8/20 13:52,20.25,0,0.0123
398,3/8/20 13:52,20.28,0,0.0123
399,3/8/20 13:52,20.22,0,0.0123
400,3/8/20 13:52,20.2,0,0.0123
401,3/8/20 13:52,20.19,0,0.0123
402,3/8/20 13:53,20.2,0,0.0123
403,3/8/20 13:53,20.2,0,0.0123
404,3/8/20 13:53,20.2,0,0.0123
405,3/8/20 13:53,20.23,0,0.0123
406,3/8/20 13:53,20.19,0,0.0123
407,3/8/20 13:53,20.22,0,0.0123
408,3/8/20 13:54,20.25,0,0.0123
409,3/8/20 13:54,20.14,0,0.0123
410,3/8/20 13:54,20.15,0,0.0123
411,3/8/20 13:54,20.07,0,0.0123
412,3/8/20 13:54,19.98,0,0.0123
413,3/8/20 13:54,20,0,0.0123
414,3/8/20 13:55,20.07,0,0.0123
415,3/8/20 13:55,20.09,0,0.0123
416,3/8/20 13:55,20.03,0,0.0123
417,3/8/20 13:55,20.08,0,0.0123
418,3/8/20 13:55,20.04,0,0.0123
419,3/8/20 13:55,20.07,0,0.0123
420,3/8/20 13:56,19.97,0,0.0123
421,3/8/20 13:56,19.97,0,0.0123
422,3/8/20 13:56,19.99,0,0.0123
423,3/8/20 13:56,19.93,0,0.0123
424,3/8/20 13:56,19.99,0,0.0123
425,3/8/20 13:56,20.07,0,0.0123
426,3/8/20 13:57,20.08,0,0.0123
427,3/8/20 13:57,20.09,0,0.0123
428,3/8/20 13:57,20.12,0,0.0123
429,3/8/20 13:57,20.18,0,0.0123
430,3/8/20 13:57,20.13,0,0.0123
431,3/8/20 13:57,20.13,0,0.0123
432,3/8/20 13:58,20.12,0,0.0123
433,3/8/20 13:58,20.09,0,0.0123
434,3/8/20 13:58,20.04,0,0.0123
435,3/8/20 13:58,19.99,0,0.0123
436,3/8/20 13:58,20,0,0.0123
437,3/8/20 13:58,20.07,0,0.0123
438,3/8/20 13:59,20.05,0,0.0123
439,3/8/20 13:59,20.02,0,0.0123
440,3/8/20 13:59,19.99,0,0.0123
441,3/8/20 13:59,19.97,0,0.0123
442,3/8/20 13:59,19.92,0,0.0123
443,3/8/20 13:59,19.86,0,0.0123
444,3/8/20 14:00,19.85,0,0.0123
445,3/8/20 14:00,19.81,0,0.0123
446,3/8/20 14:00,19.83,0,0.0123
447,3/8/20 14:00,19.83,0,0.0123
448,3/8/20 14:00,19.83,0,0.0123
449,3/8/20 14:00,19.8,0,0.0123
450,3/8/20 14:01,19.8,0,0.0123
451,3/8/20 14:01,19.78,0,0.0123
452,3/8/20 14:01,19.78,0,0.0123
453,3/8/20 14:01,19.76,0,0.0123
454,3/8/20 14:01,19.74,0,0.0123
455,3/8/20 14:01,19.75,0,0.0123
456,3/8/20 14:02,19.73,0,0.0123
457,3/8/20 14:02,19.73,0,0.0123
458,3/8/20 14:02,19.71,0,0.0123
459,3/8/20 14:02,19.71,0,0.0123
460,3/8/20 14:02,19.73,0,0.0123
461,3/8/20 14:02,19.76,0,0.0123
462,3/8/20 14:03,19.7,0,0.0123
463,3/8/20 14:03,19.71,0,0.0123
464,3/8/20 14:03,19.75,0,0.0123
465,3/8/20 14:03,19.73,0,0.0123
466,3/8/20 14:03,19.69,0,0.0123
467,3/8/20 14:03,19.69,0,0.0123
468,3/8/20 14:04,19.63,0,0.0123
469,3/8/20 14:04,19.65,0,0.0123
470,3/8/20 14:04,19.58,0,0.0123
471,3/8/20 14:04,19.59,0,0.0123
472,3/8/20 14:04,19.55,0,0.0123
473,3/8/20 14:04,19.56,0,0.0123
474,3/8/20 14:05,19.51,0,0.0123
475,3/8/20 14:05,19.47,0,0.0123
476,3/8/20 14:05,19.47,0,0.0123
477,3/8/20 14:05,19.53,0,0.0123
478,3/8/20 14:05,19.5,0,0.0123
479,3/8/20 14:05,19.55,0,0.0123
480,3/8/20 14:06,19.59,0,0.0123
481,3/8/20 14:06,19.6,0,0.0123
482,3/8/20 14:06,19.63,0,0.0123
483,3/8/20 14:06,19.6,0,0.0123
484,3/8/20 14:06,19.63,0,0.0123
485,3/8/20 14:06,19.63,0,0.0123
486,3/8/20 14:07,19.63,0,0.0123
487,3/8/20 14:07,19.63,0,0.0123
488,3/8/20 14:07,19.66,0,0.0123
489,3/8/20 14:07,19.69,0,0.0123
490,3/8/20 14:07,19.74,0,0.0123
491,3/8/20 14:07,19.74,0,0.0123
492,3/8/20 14:08,19.73,0,0.0123
493,3/8/20 14:08,19.79,0,0.0123
494,3/8/20 14:08,19.78,0,0.0123
495,3/8/20 14:08,19.8,0,0.0123
496,3/8/20 14:08,19.79,0,0.0123
497,3/8/20 14:08,19.79,0,0.0123
498,3/8/20 14:09,19.83,0,0.0123
499,3/8/20 14:09,19.81,0,0.0123
500,3/8/20 14:09,19.7,0,0.0123
501,3/8/20 14:09,19.7,0,0.0123
502,3/8/20 14:09,19.65,0,0.0123
503,3/8/20 14:09,19.66,0,0.0123
504,3/8/20 14:10,19.6,0,0.0123
505,3/8/20 14:10,19.53,0,0.0123
506,3/8/20 14:10,19.46,0,0.0123
507,3/8/20 14:10,19.35,0,0.0123
508,3/8/20 14:10,19.37,0,0.0123
509,3/8/20 14:10,19.37,0,0.0123
510,3/8/20 14:11,19.39,0,0.0123
511,3/8/20 14:11,19.37,0,0.0123
512,3/8/20 14:11,19.39,0,0.0123
513,3/8/20 14:11,19.39,0,0.0123
514,3/8/20 14:11,19.4,0,0.0123
515,3/8/20 14:11,19.35,0,0.0123
516,3/8/20 14:12,19.31,0,0.0123
517,3/8/20 14:12,19.31,0,0.0123
518,3/8/20 14:12,19.25,0,0.0123
519,3/8/20 14:12,19.19,0,0.0123
520,3/8/20 14:12,19.27,0,0.0123
521,3/8/20 14:12,19.27,0,0.0123
522,3/8/20 14:13,19.3,0,0.0123
523,3/8/20 14:13,19.35,0,0.0123
524,3/8/20 14:13,19.35,0,0.0123
525,3/8/20 14:13,19.37,0,0.0123
526,3/8/20 14:13,19.39,0,0.0123
527,3/8/20 14:13,19.4,0,0.0123
528,3/8/20 14:14,19.42,0,0.0123
529,3/8/20 14:14,19.41,0,0.0123
530,3/8/20 14:14,19.42,0,0.0123
531,3/8/20 14:14,19.45,0,0.0123
532,3/8/20 14:14,19.37,0,0.0123
533,3/8/20 14:14,19.3,0,0.0123
534,3/8/20 14:15,19.22,0,0.0123
535,3/8/20 14:15,19.22,0,0.0123
536,3/8/20 14:15,19.24,0,0.0123
537,3/8/20 14:15,19.24,0,0.0123
538,3/8/20 14:15,19.25,0,0.0123
539,3/8/20 14:15,19.31,0,0.0123
540,3/8/20 14:16,19.35,0,0.0123
541,3/8/20 14:16,19.36,0,0.0123
542,3/8/20 14:16,19.39,0,0.0123
543,3/8/20 14:16,19.39,0,0.0123
544,3/8/20 14:16,19.41,0,0.0123
545,3/8/20 14:16,19.41,0,0.0123
546,3/8/20 14:17,19.41,0,0.0123
547,3/8/20 14:17,19.42,0,0.0123
548,3/8/20 14:17,19.45,0,0.0123
549,3/8/20 14:17,19.47,0,0.0123
550,3/8/20 14:17,19.46,0,0.0123
551,3/8/20 14:17,19.45,0,0.0123
552,3/8/20 14:18,19.47,0,0.0123
553,3/8/20 14:18,19.42,0,0.0123
554,3/8/20 14:18,19.44,0,0.0123
555,3/8/20 14:18,19.4,0,0.0123
556,3/8/20 14:18,19.37,0,0.0123
557,3/8/20 14:18,19.36,0,0.0123
558,3/8/20 14:19,19.34,0,0.0123
559,3/8/20 14:19,19.4,0,0.0123
560,3/8/20 14:19,19.39,0,0.0123
561,3/8/20 14:19,19.39,0,0.0123
562,3/8/20 14:19,19.42,0,0.0123
563,3/8/20 14:19,19.41,0,0.0123
564,3/8/20 14:20,19.4,0,0.0123
565,3/8/20 14:20,19.36,0,0.0123
566,3/8/20 14:20,19.37,0,0.0123
567,3/8/20 14:20,19.39,0,0.0123
568,3/8/20 14:20,19.35,0,0.0123
569,3/8/20 14:20,19.36,0,0.0123
570,3/8/20 14:21,19.35,0,0.0123
571,3/8/20 14:21,19.34,0,0.0123
572,3/8/20 14:21,19.37,0,0.0123
573,3/8/20 14:21,19.41,0,0.0123
574,3/8/20 14:21,19.4,0,0.0123
575,3/8/20 14:21,19.4,0,0.0123
576,3/8/20 14:22,19.39,0,0.0123
577,3/8/20 14:22,19.45,0,0.0123
578,3/8/20 14:22,19.45,0,0.0123
579,3/8/20 14:22,19.44,0,0.0123
580,3/8/20 14:22,19.45,0,0.0123
581,3/8/20 14:22,19.46,0,0.0123
582,3/8/20 14:23,19.41,0,0.0123
583,3/8/20 14:23,19.46,0,0.0123
584,3/8/20 14:23,19.5,0,0.0123
585,3/8/20 14:23,19.51,0,0.0123
586,3/8/20 14:23,19.5,0,0.0123
587,3/8/20 14:23,19.54,0,0.0123
588,3/8/20 14:24,19.46,0,0.0123
589,3/8/20 14:24,19.41,0,0.0123
590,3/8/20 14:24,19.46,0,0.0123
591,3/8/20 14:24,19.46,0,0.0123
592,3/8/20 14:24,19.41,0,0.0123
593,3/8/20 14:24,19.42,0,0.0123
594,3/8/20 14:25,19.47,0,0.0123
595,3/8/20 14:25,19.45,0,0.0123
596,3/8/20 14:25,19.41,0,0.0123
597,3/8/20 14:25,19.41,0,0.0123
598,3/8/20 14:25,19.42,0,0.0123
