"¥éË""Plot Title: CT_20739332""",,,,
#,"Date Time, GMT-08:00","Temp, C (LGR S/N: 20739332, SEN S/N: 20739332)","Specific Conductance, uS/cm (LGR S/N: 20739332)","Salinity, ppt (LGR S/N: 20739332)"
1909,3/8/20 18:04,19.42,0,0.0123
1910,3/8/20 18:04,19.42,0,0.0123
1911,3/8/20 18:04,19.41,0,0.0123
1912,3/8/20 18:04,19.4,0,0.0123
1913,3/8/20 18:04,19.39,0,0.0123
1914,3/8/20 18:05,19.37,0,0.0123
1915,3/8/20 18:05,19.37,0,0.0123
1916,3/8/20 18:05,19.36,0,0.0123
1917,3/8/20 18:05,19.35,0,0.0123
1918,3/8/20 18:05,19.35,0,0.0123
1919,3/8/20 18:05,19.34,0,0.0123
1920,3/8/20 18:06,19.32,0,0.0123
1921,3/8/20 18:06,19.31,0,0.0123
1922,3/8/20 18:06,19.3,0,0.0123
1923,3/8/20 18:06,19.3,0,0.0123
1924,3/8/20 18:06,19.29,0,0.0123
1925,3/8/20 18:06,19.27,0,0.0123
1926,3/8/20 18:07,19.26,0,0.0123
1927,3/8/20 18:07,19.25,0,0.0123
1928,3/8/20 18:07,19.25,0,0.0123
1929,3/8/20 18:07,19.24,0,0.0123
1930,3/8/20 18:07,19.22,0,0.0123
1931,3/8/20 18:07,19.21,0,0.0123
1932,3/8/20 18:08,19.21,0,0.0123
1933,3/8/20 18:08,19.2,0,0.0123
1934,3/8/20 18:08,19.19,0,0.0123
1935,3/8/20 18:08,19.17,0,0.0123
1936,3/8/20 18:08,19.16,0,0.0123
1937,3/8/20 18:08,19.16,0,0.0123
1938,3/8/20 18:09,19.15,0,0.0123
1939,3/8/20 18:09,19.14,0,0.0123
1940,3/8/20 18:09,19.12,0,0.0123
1941,3/8/20 18:09,19.11,0,0.0123
1942,3/8/20 18:09,19.11,0,0.0123
1943,3/8/20 18:09,19.11,0,0.0123
1944,3/8/20 18:10,19.1,0,0.0123
1945,3/8/20 18:10,19.09,0,0.0123
1946,3/8/20 18:10,19.09,0,0.0123
1947,3/8/20 18:10,19.07,0,0.0123
1948,3/8/20 18:10,19.06,0,0.0123
1949,3/8/20 18:10,19.05,0,0.0123
1950,3/8/20 18:11,19.05,0,0.0123
1951,3/8/20 18:11,19.03,0,0.0123
1952,3/8/20 18:11,19.03,0,0.0123
1953,3/8/20 18:11,19.02,0,0.0123
1954,3/8/20 18:11,19.01,0,0.0123
1955,3/8/20 18:11,19,0,0.0123
1956,3/8/20 18:12,19,0,0.0123
1957,3/8/20 18:12,18.98,0,0.0123
1958,3/8/20 18:12,18.97,0,0.0123
1959,3/8/20 18:12,18.97,0,0.0123
1960,3/8/20 18:12,18.96,0,0.0123
1961,3/8/20 18:12,18.96,0,0.0123
1962,3/8/20 18:13,18.96,0,0.0123
1963,3/8/20 18:13,18.95,0,0.0123
1964,3/8/20 18:13,18.93,0,0.0123
1965,3/8/20 18:13,18.93,0,0.0123
1966,3/8/20 18:13,18.92,0,0.0123
1967,3/8/20 18:13,18.92,0,0.0123
1968,3/8/20 18:14,18.91,0,0.0123
1969,3/8/20 18:14,18.91,0,0.0123
1970,3/8/20 18:14,18.9,0,0.0123
1971,3/8/20 18:14,18.9,0,0.0123
1972,3/8/20 18:14,18.9,0,0.0123
1973,3/8/20 18:14,18.88,0,0.0123
1974,3/8/20 18:15,18.87,0,0.0123
1975,3/8/20 18:15,18.87,0,0.0123
1976,3/8/20 18:15,18.86,0,0.0123
1977,3/8/20 18:15,18.87,0,0.0123
1978,3/8/20 18:15,18.85,0,0.0123
1979,3/8/20 18:15,18.85,0,0.0123
1980,3/8/20 18:16,18.85,0,0.0123
1981,3/8/20 18:16,18.83,0,0.0123
1982,3/8/20 18:16,18.83,0,0.0123
1983,3/8/20 18:16,18.83,0,0.0123
1984,3/8/20 18:16,18.83,0,0.0123
1985,3/8/20 18:16,18.83,0,0.0123
1986,3/8/20 18:17,18.81,0,0.0123
1987,3/8/20 18:17,18.82,0,0.0123
1988,3/8/20 18:17,18.81,0,0.0123
1989,3/8/20 18:17,18.81,0,0.0123
1990,3/8/20 18:17,18.8,0,0.0123
1991,3/8/20 18:17,18.8,0,0.0123
1992,3/8/20 18:18,18.8,0,0.0123
1993,3/8/20 18:18,18.8,0,0.0123
1994,3/8/20 18:18,18.78,0,0.0123
1995,3/8/20 18:18,18.78,0,0.0123
1996,3/8/20 18:18,18.78,0,0.0123
1997,3/8/20 18:18,18.77,0,0.0123
1998,3/8/20 18:19,18.77,0,0.0123
1999,3/8/20 18:19,18.77,0,0.0123
2000,3/8/20 18:19,18.75,0,0.0123
2001,3/8/20 18:19,18.76,0,0.0123
2002,3/8/20 18:19,18.75,0,0.0123
2003,3/8/20 18:19,18.75,0,0.0123
2004,3/8/20 18:20,18.73,0,0.0123
2005,3/8/20 18:20,18.73,0,0.0123
2006,3/8/20 18:20,18.73,0,0.0123
2007,3/8/20 18:20,18.72,0,0.0123
2008,3/8/20 18:20,18.72,0,0.0123
2009,3/8/20 18:20,18.72,0,0.0123
2010,3/8/20 18:21,18.71,0,0.0123
2011,3/8/20 18:21,18.71,0,0.0123
2012,3/8/20 18:21,18.7,0,0.0123
2013,3/8/20 18:21,18.7,0,0.0123
2014,3/8/20 18:21,18.7,0,0.0123
2015,3/8/20 18:21,18.68,0,0.0123
2016,3/8/20 18:22,18.68,0,0.0123
2017,3/8/20 18:22,18.68,0,0.0123
2018,3/8/20 18:22,18.67,0,0.0123
2019,3/8/20 18:22,18.67,0,0.0123
2020,3/8/20 18:22,18.67,0,0.0123
2021,3/8/20 18:22,18.66,0,0.0123
2022,3/8/20 18:23,18.66,0,0.0123
2023,3/8/20 18:23,18.65,0,0.0123
2024,3/8/20 18:23,18.65,0,0.0123
2025,3/8/20 18:23,18.63,0,0.0123
2026,3/8/20 18:23,18.63,0,0.0123
2027,3/8/20 18:23,18.63,0,0.0123
2028,3/8/20 18:24,18.63,0,0.0123
2029,3/8/20 18:24,18.62,0,0.0123
2030,3/8/20 18:24,18.62,0,0.0123
2031,3/8/20 18:24,18.61,0,0.0123
2032,3/8/20 18:24,18.61,0,0.0123
2033,3/8/20 18:24,18.61,0,0.0123
2034,3/8/20 18:25,18.61,0,0.0123
2035,3/8/20 18:25,18.59,0,0.0123
2036,3/8/20 18:25,18.59,0,0.0123
2037,3/8/20 18:25,18.59,0,0.0123
2038,3/8/20 18:25,18.58,0,0.0123
2039,3/8/20 18:25,18.58,0,0.0123
2040,3/8/20 18:26,18.58,0,0.0123
2041,3/8/20 18:26,18.58,0,0.0123
2042,3/8/20 18:26,18.57,0,0.0123
2043,3/8/20 18:26,18.57,0,0.0123
2044,3/8/20 18:26,18.57,0,0.0123
2045,3/8/20 18:26,18.56,0,0.0123
2046,3/8/20 18:27,18.56,0,0.0123
2047,3/8/20 18:27,18.56,0,0.0123
2048,3/8/20 18:27,18.54,0,0.0123
2049,3/8/20 18:27,18.54,0,0.0123
2050,3/8/20 18:27,18.54,0,0.0123
2051,3/8/20 18:27,18.53,0,0.0123
2052,3/8/20 18:28,18.53,0,0.0123
2053,3/8/20 18:28,18.53,0,0.0123
2054,3/8/20 18:28,18.53,0,0.0123
2055,3/8/20 18:28,18.52,0,0.0123
2056,3/8/20 18:28,18.52,0,0.0123
2057,3/8/20 18:28,18.52,0,0.0123
2058,3/8/20 18:29,18.51,0,0.0123
2059,3/8/20 18:29,18.51,0,0.0123
2060,3/8/20 18:29,18.51,0,0.0123
2061,3/8/20 18:29,18.49,0,0.0123
2062,3/8/20 18:29,18.49,0,0.0123
2063,3/8/20 18:29,18.49,0,0.0123
2064,3/8/20 18:30,18.48,0,0.0123
2065,3/8/20 18:30,18.48,0,0.0123
2066,3/8/20 18:30,18.48,0,0.0123
2067,3/8/20 18:30,18.48,0,0.0123
2068,3/8/20 18:30,18.47,0,0.0123
2069,3/8/20 18:30,18.47,0,0.0123
2070,3/8/20 18:31,18.47,0,0.0123
2071,3/8/20 18:31,18.46,0,0.0123
2072,3/8/20 18:31,18.46,0,0.0123
2073,3/8/20 18:31,18.46,0,0.0123
2074,3/8/20 18:31,18.46,0,0.0123
2075,3/8/20 18:31,18.44,0,0.0123
2076,3/8/20 18:32,18.43,0,0.0123
2077,3/8/20 18:32,18.43,0,0.0123
2078,3/8/20 18:32,18.43,0,0.0123
2079,3/8/20 18:32,18.42,0,0.0123
2080,3/8/20 18:32,18.42,0,0.0123
2081,3/8/20 18:32,18.42,0,0.0123
2082,3/8/20 18:33,18.42,0,0.0123
2083,3/8/20 18:33,18.41,0,0.0123
2084,3/8/20 18:33,18.39,0,0.0123
2085,3/8/20 18:33,18.39,0,0.0123
2086,3/8/20 18:33,18.39,0,0.0123
2087,3/8/20 18:33,18.38,0,0.0123
2088,3/8/20 18:34,18.38,0,0.0123
2089,3/8/20 18:34,18.37,0,0.0123
2090,3/8/20 18:34,18.37,0,0.0123
2091,3/8/20 18:34,18.36,0,0.0123
2092,3/8/20 18:34,18.36,0,0.0123
2093,3/8/20 18:34,18.34,0,0.0123
2094,3/8/20 18:35,18.34,0,0.0123
2095,3/8/20 18:35,18.33,0,0.0123
2096,3/8/20 18:35,18.33,0,0.0123
2097,3/8/20 18:35,18.32,0,0.0123
2098,3/8/20 18:35,18.32,0,0.0123
2099,3/8/20 18:35,18.32,0,0.0123
2100,3/8/20 18:36,18.32,0,0.0123
2101,3/8/20 18:36,18.31,0,0.0123
2102,3/8/20 18:36,18.29,0,0.0123
2103,3/8/20 18:36,18.31,0,0.0123
2104,3/8/20 18:36,18.28,0,0.0123
2105,3/8/20 18:36,18.29,0,0.0123
2106,3/8/20 18:37,18.27,0,0.0123
2107,3/8/20 18:37,18.27,0,0.0123
2108,3/8/20 18:37,18.27,0,0.0123
2109,3/8/20 18:37,18.26,0,0.0123
2110,3/8/20 18:37,18.26,0,0.0123
2111,3/8/20 18:37,18.24,0,0.0123
2112,3/8/20 18:38,18.24,0,0.0123
2113,3/8/20 18:38,18.24,0,0.0123
2114,3/8/20 18:38,18.24,0,0.0123
2115,3/8/20 18:38,18.23,0,0.0123
2116,3/8/20 18:38,18.23,0,0.0123
2117,3/8/20 18:38,18.23,0,0.0123
2118,3/8/20 18:39,18.23,0,0.0123
2119,3/8/20 18:39,18.23,0,0.0123
2120,3/8/20 18:39,18.22,0,0.0123
2121,3/8/20 18:39,18.22,0,0.0123
2122,3/8/20 18:39,18.23,0,0.0123
2123,3/8/20 18:39,18.23,0,0.0123
2124,3/8/20 18:40,18.22,0,0.0123
2125,3/8/20 18:40,18.22,0,0.0123
2126,3/8/20 18:40,18.22,0,0.0123
2127,3/8/20 18:40,18.2,0,0.0123
2128,3/8/20 18:40,18.22,0,0.0123
2129,3/8/20 18:40,18.2,0,0.0123
2130,3/8/20 18:41,18.2,0,0.0123
2131,3/8/20 18:41,18.2,0,0.0123
2132,3/8/20 18:41,18.2,0,0.0123
2133,3/8/20 18:41,18.2,0,0.0123
2134,3/8/20 18:41,18.2,0,0.0123
2135,3/8/20 18:41,18.2,0,0.0123
2136,3/8/20 18:42,18.22,0,0.0123
2137,3/8/20 18:42,18.2,0,0.0123
2138,3/8/20 18:42,18.2,0,0.0123
2139,3/8/20 18:42,18.2,0,0.0123
2140,3/8/20 18:42,18.2,0,0.0123
2141,3/8/20 18:42,18.2,0,0.0123
2142,3/8/20 18:43,18.2,0,0.0123
2143,3/8/20 18:43,18.2,0,0.0123
2144,3/8/20 18:43,18.22,0,0.0123
2145,3/8/20 18:43,18.22,0,0.0123
2146,3/8/20 18:43,18.22,0,0.0123
2147,3/8/20 18:43,18.22,0,0.0123
2148,3/8/20 18:44,18.22,0,0.0123
2149,3/8/20 18:44,18.22,0,0.0123
2150,3/8/20 18:44,18.22,0,0.0123
2151,3/8/20 18:44,18.23,0,0.0123
2152,3/8/20 18:44,18.23,0,0.0123
2153,3/8/20 18:44,18.24,0,0.0123
2154,3/8/20 18:45,18.24,0,0.0123
2155,3/8/20 18:45,18.24,0,0.0123
2156,3/8/20 18:45,18.24,0,0.0123
2157,3/8/20 18:45,18.26,0,0.0123
2158,3/8/20 18:45,18.26,0,0.0123
2159,3/8/20 18:45,18.26,0,0.0123
2160,3/8/20 18:46,18.27,0,0.0123
2161,3/8/20 18:46,18.27,0,0.0123
2162,3/8/20 18:46,18.27,0,0.0123
2163,3/8/20 18:46,18.28,0,0.0123
2164,3/8/20 18:46,18.28,0,0.0123
2165,3/8/20 18:46,18.28,0,0.0123
2166,3/8/20 18:47,18.29,0,0.0123
2167,3/8/20 18:47,18.29,0,0.0123
2168,3/8/20 18:47,18.31,0,0.0123
2169,3/8/20 18:47,18.31,0,0.0123
2170,3/8/20 18:47,18.31,0,0.0123
2171,3/8/20 18:47,18.31,0,0.0123
2172,3/8/20 18:48,18.32,0,0.0123
2173,3/8/20 18:48,18.32,0,0.0123
2174,3/8/20 18:48,18.33,0,0.0123
2175,3/8/20 18:48,18.33,0,0.0123
2176,3/8/20 18:48,18.33,0,0.0123
2177,3/8/20 18:48,18.34,0,0.0123
2178,3/8/20 18:49,18.36,0,0.0123
2179,3/8/20 18:49,18.36,0,0.0123
2180,3/8/20 18:49,18.37,0,0.0123
2181,3/8/20 18:49,18.38,0,0.0123
2182,3/8/20 18:49,18.38,0,0.0123
2183,3/8/20 18:49,18.38,0,0.0123
2184,3/8/20 18:50,18.39,0,0.0123
2185,3/8/20 18:50,18.41,0,0.0123
2186,3/8/20 18:50,18.41,0,0.0123
2187,3/8/20 18:50,18.42,0,0.0123
2188,3/8/20 18:50,18.42,0,0.0123
2189,3/8/20 18:50,18.42,0,0.0123
2190,3/8/20 18:51,18.43,0,0.0123
2191,3/8/20 18:51,18.44,0,0.0123
2192,3/8/20 18:51,18.46,0,0.0123
2193,3/8/20 18:51,18.46,0,0.0123
2194,3/8/20 18:51,18.47,0,0.0123
2195,3/8/20 18:51,18.48,0,0.0123
2196,3/8/20 18:52,18.48,0,0.0123
2197,3/8/20 18:52,18.49,0,0.0123
2198,3/8/20 18:52,18.51,0,0.0123
2199,3/8/20 18:52,18.51,0,0.0123
2200,3/8/20 18:52,18.52,0,0.0123
2201,3/8/20 18:52,18.52,0,0.0123
2202,3/8/20 18:53,18.53,0,0.0123
2203,3/8/20 18:53,18.53,0,0.0123
2204,3/8/20 18:53,18.54,0,0.0123
2205,3/8/20 18:53,18.56,0,0.0123
2206,3/8/20 18:53,18.56,0,0.0123
2207,3/8/20 18:53,18.57,0,0.0123
2208,3/8/20 18:54,18.58,0,0.0123
2209,3/8/20 18:54,18.58,0,0.0123
2210,3/8/20 18:54,18.59,0,0.0123
2211,3/8/20 18:54,18.59,0,0.0123
2212,3/8/20 18:54,18.61,0,0.0123
2213,3/8/20 18:54,18.62,0,0.0123
2214,3/8/20 18:55,18.62,0,0.0123
2215,3/8/20 18:55,18.63,0,0.0123
2216,3/8/20 18:55,18.65,0,0.0123
2217,3/8/20 18:55,18.65,0,0.0123
2218,3/8/20 18:55,18.66,0,0.0123
2219,3/8/20 18:55,18.66,0,0.0123
2220,3/8/20 18:56,18.67,0,0.0123
2221,3/8/20 18:56,18.68,0,0.0123
2222,3/8/20 18:56,18.68,0,0.0123
2223,3/8/20 18:56,18.71,0,0.0123
2224,3/8/20 18:56,18.7,0,0.0123
2225,3/8/20 18:56,18.72,0,0.0123
2226,3/8/20 18:57,18.72,0,0.0123
2227,3/8/20 18:57,18.73,0,0.0123
2228,3/8/20 18:57,18.75,0,0.0123
2229,3/8/20 18:57,18.75,0,0.0123
2230,3/8/20 18:57,18.76,0,0.0123
2231,3/8/20 18:57,18.77,0,0.0123
2232,3/8/20 18:58,18.78,0,0.0123
2233,3/8/20 18:58,18.78,0,0.0123
2234,3/8/20 18:58,18.8,0,0.0123
2235,3/8/20 18:58,18.8,0,0.0123
2236,3/8/20 18:58,18.8,0,0.0123
2237,3/8/20 18:58,18.81,0,0.0123
2238,3/8/20 18:59,18.82,0,0.0123
2239,3/8/20 18:59,18.83,0,0.0123
2240,3/8/20 18:59,18.83,0,0.0123
2241,3/8/20 18:59,18.85,0,0.0123
2242,3/8/20 18:59,18.86,0,0.0123
2243,3/8/20 18:59,18.86,0,0.0123
2244,3/8/20 19:00,18.87,0,0.0123
2245,3/8/20 19:00,18.88,0,0.0123
2246,3/8/20 19:00,18.88,0,0.0123
2247,3/8/20 19:00,18.9,0,0.0123
2248,3/8/20 19:00,18.91,0,0.0123
2249,3/8/20 19:00,18.91,0,0.0123
2250,3/8/20 19:01,18.92,0,0.0123
2251,3/8/20 19:01,18.92,0,0.0123
2252,3/8/20 19:01,18.93,0,0.0123
2253,3/8/20 19:01,18.93,0,0.0123
2254,3/8/20 19:01,18.95,0,0.0123
2255,3/8/20 19:01,18.96,0,0.0123
2256,3/8/20 19:02,18.96,0,0.0123
2257,3/8/20 19:02,18.98,0,0.0123
2258,3/8/20 19:02,18.98,0,0.0123
2259,3/8/20 19:02,18.98,0,0.0123
2260,3/8/20 19:02,19,0,0.0123
2261,3/8/20 19:02,19,0,0.0123
2262,3/8/20 19:03,19.01,0,0.0123
2263,3/8/20 19:03,19.01,0,0.0123
2264,3/8/20 19:03,19.02,0,0.0123
2265,3/8/20 19:03,19.02,0,0.0123
2266,3/8/20 19:03,19.03,0,0.0123
2267,3/8/20 19:03,19.05,0,0.0123
2268,3/8/20 19:04,19.05,0,0.0123
2269,3/8/20 19:04,19.07,0,0.0123
2270,3/8/20 19:04,19.07,0,0.0123
2271,3/8/20 19:04,19.07,0,0.0123
2272,3/8/20 19:04,19.09,0,0.0123
2273,3/8/20 19:04,19.1,0,0.0123
2274,3/8/20 19:05,19.1,0,0.0123
2275,3/8/20 19:05,19.1,0,0.0123
2276,3/8/20 19:05,19.11,0,0.0123
2277,3/8/20 19:05,19.11,0,0.0123
2278,3/8/20 19:05,19.14,0,0.0123
2279,3/8/20 19:05,19.14,0,0.0123
2280,3/8/20 19:06,19.14,0,0.0123
2281,3/8/20 19:06,19.15,0,0.0123
2282,3/8/20 19:06,19.15,0,0.0123
2283,3/8/20 19:06,19.16,0,0.0123
2284,3/8/20 19:06,19.16,0,0.0123
2285,3/8/20 19:06,19.17,0,0.0123
2286,3/8/20 19:07,19.17,0,0.0123
2287,3/8/20 19:07,19.19,0,0.0123
2288,3/8/20 19:07,19.19,0,0.0123
2289,3/8/20 19:07,19.2,0,0.0123
2290,3/8/20 19:07,19.2,0,0.0123
2291,3/8/20 19:07,19.22,0,0.0123
2292,3/8/20 19:08,19.22,0,0.0123
2293,3/8/20 19:08,19.24,0,0.0123
2294,3/8/20 19:08,19.24,0,0.0123
2295,3/8/20 19:08,19.25,0,0.0123
2296,3/8/20 19:08,19.25,0,0.0123
2297,3/8/20 19:08,19.25,0,0.0123
2298,3/8/20 19:09,19.26,0,0.0123
2299,3/8/20 19:09,19.27,0,0.0123
2300,3/8/20 19:09,19.27,0,0.0123
2301,3/8/20 19:09,19.29,0,0.0123
2302,3/8/20 19:09,19.29,0,0.0123
2303,3/8/20 19:09,19.3,0,0.0123
2304,3/8/20 19:10,19.3,0,0.0123
2305,3/8/20 19:10,19.31,0,0.0123
2306,3/8/20 19:10,19.31,0,0.0123
2307,3/8/20 19:10,19.31,0,0.0123
2308,3/8/20 19:10,19.32,0,0.0123
2309,3/8/20 19:10,19.32,0,0.0123
2310,3/8/20 19:11,19.34,0,0.0123
2311,3/8/20 19:11,19.35,0,0.0123
2312,3/8/20 19:11,19.35,0,0.0123
2313,3/8/20 19:11,19.35,0,0.0123
2314,3/8/20 19:11,19.36,0,0.0123
2315,3/8/20 19:11,19.36,0,0.0123
2316,3/8/20 19:12,19.37,0,0.0123
2317,3/8/20 19:12,19.39,0,0.0123
2318,3/8/20 19:12,19.39,0,0.0123
2319,3/8/20 19:12,19.39,0,0.0123
2320,3/8/20 19:12,19.4,0,0.0123
2321,3/8/20 19:12,19.4,0,0.0123
2322,3/8/20 19:13,19.41,0,0.0123
2323,3/8/20 19:13,19.42,0,0.0123
2324,3/8/20 19:13,19.42,0,0.0123
2325,3/8/20 19:13,19.42,0,0.0123
2326,3/8/20 19:13,19.44,0,0.0123
2327,3/8/20 19:13,19.44,0,0.0123
2328,3/8/20 19:14,19.45,0,0.0123
2329,3/8/20 19:14,19.45,0,0.0123
2330,3/8/20 19:14,19.46,0,0.0123
2331,3/8/20 19:14,19.46,0,0.0123
2332,3/8/20 19:14,19.47,0,0.0123
2333,3/8/20 19:14,19.47,0,0.0123
2334,3/8/20 19:15,19.49,0,0.0123
2335,3/8/20 19:15,19.49,0,0.0123
2336,3/8/20 19:15,19.5,0,0.0123
2337,3/8/20 19:15,19.5,0,0.0123
2338,3/8/20 19:15,19.51,0,0.0123
2339,3/8/20 19:15,19.51,0,0.0123
2340,3/8/20 19:16,19.53,0,0.0123
2341,3/8/20 19:16,19.53,0,0.0123
2342,3/8/20 19:16,19.53,0,0.0123
2343,3/8/20 19:16,19.54,0,0.0123
2344,3/8/20 19:16,19.55,0,0.0123
2345,3/8/20 19:16,19.55,0,0.0123
2346,3/8/20 19:17,19.55,0,0.0123
2347,3/8/20 19:17,19.55,0,0.0123
2348,3/8/20 19:17,19.58,0,0.0123
2349,3/8/20 19:17,19.58,0,0.0123
2350,3/8/20 19:17,19.58,0,0.0123
2351,3/8/20 19:17,19.59,0,0.0123
2352,3/8/20 19:18,19.59,0,0.0123
2353,3/8/20 19:18,19.6,0,0.0123
2354,3/8/20 19:18,19.6,0,0.0123
2355,3/8/20 19:18,19.6,0,0.0123
2356,3/8/20 19:18,19.61,0,0.0123
2357,3/8/20 19:18,19.61,0,0.0123
2358,3/8/20 19:19,19.61,0,0.0123
2359,3/8/20 19:19,19.63,0,0.0123
2360,3/8/20 19:19,19.63,0,0.0123
2361,3/8/20 19:19,19.64,0,0.0123
2362,3/8/20 19:19,19.64,0,0.0123
2363,3/8/20 19:19,19.64,0,0.0123
2364,3/8/20 19:20,19.65,0,0.0123
2365,3/8/20 19:20,19.65,0,0.0123
2366,3/8/20 19:20,19.65,0,0.0123
2367,3/8/20 19:20,19.66,0,0.0123
2368,3/8/20 19:20,19.66,0,0.0123
2369,3/8/20 19:20,19.68,0,0.0123
2370,3/8/20 19:21,19.68,0,0.0123
2371,3/8/20 19:21,19.68,0,0.0123
2372,3/8/20 19:21,19.69,0,0.0123
2373,3/8/20 19:21,19.69,0,0.0123
2374,3/8/20 19:21,19.7,0,0.0123
2375,3/8/20 19:21,19.7,0,0.0123
2376,3/8/20 19:22,19.7,0,0.0123
2377,3/8/20 19:22,19.71,0,0.0123
2378,3/8/20 19:22,19.71,0,0.0123
2379,3/8/20 19:22,19.71,0,0.0123
2380,3/8/20 19:22,19.71,0,0.0123
2381,3/8/20 19:22,19.73,0,0.0123
2382,3/8/20 19:23,19.74,0,0.0123
2383,3/8/20 19:23,19.74,0,0.0123
2384,3/8/20 19:23,19.74,0,0.0123
2385,3/8/20 19:23,19.75,0,0.0123
2386,3/8/20 19:23,19.75,0,0.0123
2387,3/8/20 19:23,19.75,0,0.0123
2388,3/8/20 19:24,19.76,0,0.0123
2389,3/8/20 19:24,19.76,0,0.0123
2390,3/8/20 19:24,19.78,0,0.0123
2391,3/8/20 19:24,19.78,0,0.0123
2392,3/8/20 19:24,19.78,0,0.0123
2393,3/8/20 19:24,19.78,0,0.0123
2394,3/8/20 19:25,19.79,0,0.0123
2395,3/8/20 19:25,19.79,0,0.0123
2396,3/8/20 19:25,19.8,0,0.0123
2397,3/8/20 19:25,19.8,0,0.0123
2398,3/8/20 19:25,19.8,0,0.0123
2399,3/8/20 19:25,19.8,0,0.0123
2400,3/8/20 19:26,19.81,0,0.0123
2401,3/8/20 19:26,19.83,0,0.0123
2402,3/8/20 19:26,19.83,0,0.0123
2403,3/8/20 19:26,19.83,0,0.0123
2404,3/8/20 19:26,19.83,0,0.0123
2405,3/8/20 19:26,19.84,0,0.0123
2406,3/8/20 19:27,19.84,0,0.0123
2407,3/8/20 19:27,19.84,0,0.0123
2408,3/8/20 19:27,19.86,0,0.0123
2409,3/8/20 19:27,19.85,0,0.0123
2410,3/8/20 19:27,19.85,0,0.0123
2411,3/8/20 19:27,19.86,0,0.0123
2412,3/8/20 19:28,19.86,0,0.0123
2413,3/8/20 19:28,19.86,0,0.0123
2414,3/8/20 19:28,19.88,0,0.0123
2415,3/8/20 19:28,19.89,0,0.0123
2416,3/8/20 19:28,19.88,0,0.0123
2417,3/8/20 19:28,19.89,0,0.0123
2418,3/8/20 19:29,19.89,0,0.0123
2419,3/8/20 19:29,19.89,0,0.0123
2420,3/8/20 19:29,19.89,0,0.0123
2421,3/8/20 19:29,19.9,0,0.0123
2422,3/8/20 19:29,19.89,0,0.0123
2423,3/8/20 19:29,19.9,0,0.0123
2424,3/8/20 19:30,19.9,0,0.0123
2425,3/8/20 19:30,19.9,0,0.0123
2426,3/8/20 19:30,19.9,0,0.0123
2427,3/8/20 19:30,19.92,0,0.0123
2428,3/8/20 19:30,19.92,0,0.0123
2429,3/8/20 19:30,19.92,0,0.0123
2430,3/8/20 19:31,19.92,0,0.0123
2431,3/8/20 19:31,19.93,0,0.0123
2432,3/8/20 19:31,19.92,0,0.0123
2433,3/8/20 19:31,19.93,0,0.0123
2434,3/8/20 19:31,19.93,0,0.0123
2435,3/8/20 19:31,19.93,0,0.0123
2436,3/8/20 19:32,19.94,0,0.0123
2437,3/8/20 19:32,19.94,0,0.0123
2438,3/8/20 19:32,19.94,0,0.0123
2439,3/8/20 19:32,19.94,0,0.0123
2440,3/8/20 19:32,19.95,0,0.0123
2441,3/8/20 19:32,19.94,0,0.0123
2442,3/8/20 19:33,19.95,0,0.0123
2443,3/8/20 19:33,19.95,0,0.0123
2444,3/8/20 19:33,19.95,0,0.0123
2445,3/8/20 19:33,19.97,0,0.0123
2446,3/8/20 19:33,19.95,0,0.0123
2447,3/8/20 19:33,19.97,0,0.0123
2448,3/8/20 19:34,19.97,0,0.0123
2449,3/8/20 19:34,19.97,0,0.0123
2450,3/8/20 19:34,19.97,0,0.0123
2451,3/8/20 19:34,19.97,0,0.0123
2452,3/8/20 19:34,19.97,0,0.0123
2453,3/8/20 19:34,19.97,0,0.0123
2454,3/8/20 19:35,19.97,0,0.0123
2455,3/8/20 19:35,19.98,0,0.0123
2456,3/8/20 19:35,19.98,0,0.0123
2457,3/8/20 19:35,19.99,0,0.0123
2458,3/8/20 19:35,19.98,0,0.0123
2459,3/8/20 19:35,19.99,0,0.0123
2460,3/8/20 19:36,19.99,0,0.0123
2461,3/8/20 19:36,19.99,0,0.0123
2462,3/8/20 19:36,19.99,0,0.0123
2463,3/8/20 19:36,20,0,0.0123
2464,3/8/20 19:36,19.99,0,0.0123
2465,3/8/20 19:36,19.99,0,0.0123
2466,3/8/20 19:37,20,0,0.0123
2467,3/8/20 19:37,19.99,0,0.0123
2468,3/8/20 19:37,19.99,0,0.0123
2469,3/8/20 19:37,20,0,0.0123
2470,3/8/20 19:37,20,0,0.0123
2471,3/8/20 19:37,20,0,0.0123
2472,3/8/20 19:38,20.02,0,0.0123
2473,3/8/20 19:38,20,0,0.0123
2474,3/8/20 19:38,20,0,0.0123
2475,3/8/20 19:38,20.02,0,0.0123
2476,3/8/20 19:38,20.02,0,0.0123
2477,3/8/20 19:38,20.02,0,0.0123
2478,3/8/20 19:39,20.02,0,0.0123
2479,3/8/20 19:39,20.02,0,0.0123
2480,3/8/20 19:39,20.02,0,0.0123
2481,3/8/20 19:39,20.02,0,0.0123
2482,3/8/20 19:39,20.03,0,0.0123
2483,3/8/20 19:39,20.03,0,0.0123
2484,3/8/20 19:40,20.03,0,0.0123
2485,3/8/20 19:40,20.03,0,0.0123
2486,3/8/20 19:40,20.03,0,0.0123
2487,3/8/20 19:40,20.03,0,0.0123
