MiniDOT Logger Concatenated Data File
Sensor:             7450-735719
Concatenation Date: 2020Mar09 16:09:36 PDT

DO concentration compensated for salinity: 32.4 (ppt)
Saturation computed at elevation: 0.0 (meter)

"            Unix Timestamp,               UTC_Date_&_Time,         Pacific Standard Time,       Battery,   Temperature,  Dissolved Oxygen,  Dissolved Oxygen Saturation,             Q"
"                1583377740,           2020-03-05 03:09:00,           2020-03-04 19:09:00,      3.410000,     20.436000,          7.107002,                    95.397060,      0.979000"
"                1583377800,           2020-03-05 03:10:00,           2020-03-04 19:10:00,      3.410000,     20.436000,          7.107829,                    95.408154,      0.979000"
"                1583377860,           2020-03-05 03:11:00,           2020-03-04 19:11:00,      3.410000,     20.444000,          7.109563,                    95.445407,      0.979000"
"                1583377920,           2020-03-05 03:12:00,           2020-03-04 19:12:00,      3.410000,     20.444000,          7.113696,                    95.500885,      0.980000"
"                1583377980,           2020-03-05 03:13:00,           2020-03-04 19:13:00,      3.410000,     20.444000,          7.107084,                    95.412120,      0.979000"
"                1583378040,           2020-03-05 03:14:00,           2020-03-04 19:14:00,      3.410000,     20.436000,          7.109482,                    95.430342,      0.979000"
"                1583378100,           2020-03-05 03:15:00,           2020-03-04 19:15:00,      3.410000,     20.436000,          7.116094,                    95.519094,      0.980000"
"                1583378160,           2020-03-05 03:16:00,           2020-03-04 19:16:00,      3.410000,     20.461000,          7.108083,                    95.455222,      0.979000"
"                1583378220,           2020-03-05 03:17:00,           2020-03-04 19:17:00,      3.410000,     20.453000,          7.106349,                    95.417965,      0.979000"
"                1583378280,           2020-03-05 03:18:00,           2020-03-04 19:18:00,      3.410000,     20.453000,          7.101390,                    95.351378,      0.979000"
"                1583378340,           2020-03-05 03:19:00,           2020-03-04 19:19:00,      3.410000,     20.453000,          7.102216,                    95.362476,      0.979000"
"                1583378400,           2020-03-05 03:20:00,           2020-03-04 19:20:00,      3.420000,     20.428000,          7.116839,                    95.515107,      0.980000"
"                1583378460,           2020-03-05 03:21:00,           2020-03-04 19:21:00,      3.420000,     20.453000,          7.108828,                    95.451258,      0.979000"
"                1583378520,           2020-03-05 03:22:00,           2020-03-04 19:22:00,      3.420000,     20.453000,          7.106349,                    95.417965,      0.979000"
"                1583378580,           2020-03-05 03:23:00,           2020-03-04 19:23:00,      3.420000,     20.461000,          7.099818,                    95.344228,      0.979000"
"                1583378640,           2020-03-05 03:24:00,           2020-03-04 19:24:00,      3.420000,     20.444000,          7.104604,                    95.378832,      0.979000"
"                1583378700,           2020-03-05 03:25:00,           2020-03-04 19:25:00,      3.420000,     20.461000,          7.108083,                    95.455222,      0.979000"
"                1583378760,           2020-03-05 03:26:00,           2020-03-04 19:26:00,      3.420000,     20.453000,          7.112134,                    95.495648,      0.979000"
"                1583378820,           2020-03-05 03:27:00,           2020-03-04 19:27:00,      3.420000,     20.461000,          7.105604,                    95.421924,      0.979000"
"                1583378880,           2020-03-05 03:28:00,           2020-03-04 19:28:00,      3.420000,     20.453000,          7.103869,                    95.384672,      0.979000"
"                1583378940,           2020-03-05 03:29:00,           2020-03-04 19:29:00,      3.420000,     20.453000,          7.103869,                    95.384672,      0.979000"
"                1583379000,           2020-03-05 03:30:00,           2020-03-04 19:30:00,      3.420000,     20.461000,          7.106430,                    95.433023,      0.979000"
"                1583379060,           2020-03-05 03:31:00,           2020-03-04 19:31:00,      3.420000,     20.453000,          7.108828,                    95.451258,      0.979000"
"                1583379120,           2020-03-05 03:32:00,           2020-03-04 19:32:00,      3.420000,     20.461000,          7.099818,                    95.344228,      0.978000"
"                1583379180,           2020-03-05 03:33:00,           2020-03-04 19:33:00,      3.420000,     20.453000,          7.106349,                    95.417965,      0.979000"
"                1583379240,           2020-03-05 03:34:00,           2020-03-04 19:34:00,      3.420000,     20.453000,          7.109655,                    95.462355,      0.979000"
"                1583379300,           2020-03-05 03:35:00,           2020-03-04 19:35:00,      3.420000,     20.453000,          7.105522,                    95.406867,      0.979000"
"                1583379360,           2020-03-05 03:36:00,           2020-03-04 19:36:00,      3.420000,     20.469000,          7.099073,                    95.348172,      0.979000"
"                1583379420,           2020-03-05 03:37:00,           2020-03-04 19:37:00,      3.420000,     20.453000,          7.108002,                    95.440160,      0.979000"
"                1583379480,           2020-03-05 03:38:00,           2020-03-04 19:38:00,      3.420000,     20.461000,          7.096512,                    95.299830,      0.978000"
"                1583379540,           2020-03-05 03:39:00,           2020-03-04 19:39:00,      3.420000,     20.478000,          7.107429,                    95.476128,      0.979000"
"                1583379600,           2020-03-05 03:40:00,           2020-03-04 19:40:00,      3.420000,     20.478000,          7.097511,                    95.342890,      0.979000"
"                1583379660,           2020-03-05 03:41:00,           2020-03-04 19:41:00,      3.420000,     20.469000,          7.108991,                    95.481386,      0.979000"
"                1583379720,           2020-03-05 03:42:00,           2020-03-04 19:42:00,      3.420000,     20.461000,          7.105604,                    95.421924,      0.979000"
"                1583379780,           2020-03-05 03:43:00,           2020-03-04 19:43:00,      3.420000,     20.461000,          7.107257,                    95.444123,      0.979000"
"                1583379840,           2020-03-05 03:44:00,           2020-03-04 19:44:00,      3.420000,     20.461000,          7.113042,                    95.521819,      0.979000"
"                1583379900,           2020-03-05 03:45:00,           2020-03-04 19:45:00,      3.420000,     20.486000,          7.094286,                    95.313512,      0.978000"
"                1583379960,           2020-03-05 03:46:00,           2020-03-04 19:46:00,      3.420000,     20.469000,          7.114777,                    95.559095,      0.980000"
"                1583380020,           2020-03-05 03:47:00,           2020-03-04 19:47:00,      3.420000,     20.469000,          7.110644,                    95.503589,      0.979000"
"                1583380080,           2020-03-05 03:48:00,           2020-03-04 19:48:00,      3.420000,     20.469000,          7.112297,                    95.525791,      0.979000"
"                1583380140,           2020-03-05 03:49:00,           2020-03-04 19:49:00,      3.420000,     20.478000,          7.107429,                    95.476128,      0.979000"
"                1583380200,           2020-03-05 03:50:00,           2020-03-04 19:50:00,      3.420000,     20.469000,          7.104858,                    95.425880,      0.979000"
"                1583380260,           2020-03-05 03:51:00,           2020-03-04 19:51:00,      3.420000,     20.478000,          7.106603,                    95.465025,      0.979000"
"                1583380320,           2020-03-05 03:52:00,           2020-03-04 19:52:00,      3.420000,     20.478000,          7.103297,                    95.420613,      0.979000"
"                1583380380,           2020-03-05 03:53:00,           2020-03-04 19:53:00,      3.420000,     20.469000,          7.113124,                    95.536892,      0.979000"
"                1583380440,           2020-03-05 03:54:00,           2020-03-04 19:54:00,      3.420000,     20.478000,          7.104123,                    95.431716,      0.979000"
"                1583380500,           2020-03-05 03:55:00,           2020-03-04 19:55:00,      3.420000,     20.486000,          7.109990,                    95.524505,      0.979000"
"                1583380560,           2020-03-05 03:56:00,           2020-03-04 19:56:00,      3.420000,     20.486000,          7.110817,                    95.535610,      0.979000"
"                1583380620,           2020-03-05 03:57:00,           2020-03-04 19:57:00,      3.420000,     20.478000,          7.104950,                    95.442819,      0.979000"
"                1583380680,           2020-03-05 03:58:00,           2020-03-04 19:58:00,      3.420000,     20.478000,          7.109082,                    95.498335,      0.979000"
"                1583380740,           2020-03-05 03:59:00,           2020-03-04 19:59:00,      3.420000,     20.486000,          7.099245,                    95.380141,      0.978000"
"                1583380800,           2020-03-05 04:00:00,           2020-03-04 20:00:00,      3.420000,     20.478000,          7.114868,                    95.576057,      0.980000"
"                1583380860,           2020-03-05 04:01:00,           2020-03-04 20:01:00,      3.420000,     20.486000,          7.103378,                    95.435666,      0.979000"
"                1583380920,           2020-03-05 04:02:00,           2020-03-04 20:02:00,      3.420000,     20.478000,          7.104950,                    95.442819,      0.979000"
"                1583380980,           2020-03-05 04:03:00,           2020-03-04 20:03:00,      3.420000,     20.486000,          7.106684,                    95.480086,      0.979000"
"                1583381040,           2020-03-05 04:04:00,           2020-03-04 20:04:00,      3.420000,     20.486000,          7.102551,                    95.424561,      0.979000"
"                1583381100,           2020-03-05 04:05:00,           2020-03-04 20:05:00,      3.420000,     20.495000,          7.105122,                    95.474815,      0.979000"
"                1583381160,           2020-03-05 04:06:00,           2020-03-04 20:06:00,      3.420000,     20.486000,          7.100898,                    95.402351,      0.978000"
"                1583381220,           2020-03-05 04:07:00,           2020-03-04 20:07:00,      3.420000,     20.495000,          7.109255,                    95.530350,      0.979000"
"                1583381280,           2020-03-05 04:08:00,           2020-03-04 20:08:00,      3.420000,     20.495000,          7.101816,                    95.430388,      0.979000"
"                1583381340,           2020-03-05 04:09:00,           2020-03-04 20:09:00,      3.430000,     20.478000,          7.107429,                    95.476128,      0.979000"
"                1583381400,           2020-03-05 04:10:00,           2020-03-04 20:10:00,      3.420000,     20.503000,          7.101897,                    95.445439,      0.979000"
"                1583381460,           2020-03-05 04:11:00,           2020-03-04 20:11:00,      3.430000,     20.495000,          7.100990,                    95.419281,      0.979000"
"                1583381520,           2020-03-05 04:12:00,           2020-03-04 20:12:00,      3.420000,     20.495000,          7.105122,                    95.474815,      0.979000"
"                1583381580,           2020-03-05 04:13:00,           2020-03-04 20:13:00,      3.430000,     20.486000,          7.096766,                    95.346827,      0.978000"
"                1583381640,           2020-03-05 04:14:00,           2020-03-04 20:14:00,      3.430000,     20.511000,          7.099499,                    95.427159,      0.979000"
"                1583381700,           2020-03-05 04:15:00,           2020-03-04 20:15:00,      3.430000,     20.503000,          7.110990,                    95.567634,      0.980000"
"                1583381760,           2020-03-05 04:16:00,           2020-03-04 20:16:00,      3.430000,     20.503000,          7.095285,                    95.356570,      0.978000"
"                1583381820,           2020-03-05 04:17:00,           2020-03-04 20:17:00,      3.430000,     20.495000,          7.104296,                    95.463708,      0.979000"
"                1583381880,           2020-03-05 04:18:00,           2020-03-04 20:18:00,      3.430000,     20.511000,          7.097019,                    95.393828,      0.979000"
"                1583381940,           2020-03-05 04:19:00,           2020-03-04 20:19:00,      3.430000,     20.495000,          7.109255,                    95.530350,      0.979000"
"                1583382000,           2020-03-05 04:20:00,           2020-03-04 20:20:00,      3.430000,     20.520000,          7.097937,                    95.421861,      0.979000"
"                1583382060,           2020-03-05 04:21:00,           2020-03-04 20:21:00,      3.430000,     20.520000,          7.104550,                    95.510760,      0.979000"
"                1583382120,           2020-03-05 04:22:00,           2020-03-04 20:22:00,      3.430000,     20.503000,          7.111816,                    95.578742,      0.979000"
"                1583382180,           2020-03-05 04:23:00,           2020-03-04 20:23:00,      3.430000,     20.503000,          7.110163,                    95.556525,      0.979000"
"                1583382240,           2020-03-05 04:24:00,           2020-03-04 20:24:00,      3.430000,     20.495000,          7.105122,                    95.474815,      0.979000"
"                1583382300,           2020-03-05 04:25:00,           2020-03-04 20:25:00,      3.430000,     20.511000,          7.104458,                    95.493821,      0.979000"
"                1583382360,           2020-03-05 04:26:00,           2020-03-04 20:26:00,      3.430000,     20.495000,          7.108429,                    95.519243,      0.979000"
"                1583382420,           2020-03-05 04:27:00,           2020-03-04 20:27:00,      3.430000,     20.503000,          7.108510,                    95.534308,      0.979000"
"                1583382480,           2020-03-05 04:28:00,           2020-03-04 20:28:00,      3.430000,     20.503000,          7.104377,                    95.478765,      0.979000"
"                1583382540,           2020-03-05 04:29:00,           2020-03-04 20:29:00,      3.430000,     20.520000,          7.104550,                    95.510760,      0.979000"
"                1583382600,           2020-03-05 04:30:00,           2020-03-04 20:30:00,      3.430000,     20.520000,          7.097110,                    95.410749,      0.979000"
"                1583382660,           2020-03-05 04:31:00,           2020-03-04 20:31:00,      3.430000,     20.520000,          7.101243,                    95.466311,      0.979000"
"                1583382720,           2020-03-05 04:32:00,           2020-03-04 20:32:00,      3.430000,     20.528000,          7.100498,                    95.470247,      0.979000"
"                1583382780,           2020-03-05 04:33:00,           2020-03-04 20:33:00,      3.430000,     20.511000,          7.105285,                    95.504932,      0.979000"
"                1583382840,           2020-03-05 04:34:00,           2020-03-04 20:34:00,      3.430000,     20.511000,          7.105285,                    95.504932,      0.979000"
"                1583382900,           2020-03-05 04:35:00,           2020-03-04 20:35:00,      3.430000,     20.511000,          7.114377,                    95.627146,      0.980000"
"                1583382960,           2020-03-05 04:36:00,           2020-03-04 20:36:00,      3.430000,     20.520000,          7.104550,                    95.510760,      0.979000"
"                1583383020,           2020-03-05 04:37:00,           2020-03-04 20:37:00,      3.430000,     20.511000,          7.106938,                    95.527152,      0.979000"
"                1583383080,           2020-03-05 04:38:00,           2020-03-04 20:38:00,      3.430000,     20.520000,          7.096284,                    95.399637,      0.978000"
"                1583383140,           2020-03-05 04:39:00,           2020-03-04 20:39:00,      3.430000,     20.520000,          7.102896,                    95.488536,      0.979000"
"                1583383200,           2020-03-05 04:40:00,           2020-03-04 20:40:00,      3.430000,     20.520000,          7.104550,                    95.510760,      0.979000"
"                1583383260,           2020-03-05 04:41:00,           2020-03-04 20:41:00,      3.430000,     20.528000,          7.113723,                    95.648073,      0.980000"
"                1583383320,           2020-03-05 04:42:00,           2020-03-04 20:42:00,      3.430000,     20.511000,          7.111071,                    95.582704,      0.979000"
"                1583383380,           2020-03-05 04:43:00,           2020-03-04 20:43:00,      3.430000,     20.528000,          7.102978,                    95.503590,      0.979000"
"                1583383440,           2020-03-05 04:44:00,           2020-03-04 20:44:00,      3.430000,     20.536000,          7.101406,                    95.496413,      0.979000"
"                1583383500,           2020-03-05 04:45:00,           2020-03-04 20:45:00,      3.430000,     20.503000,          7.110163,                    95.556525,      0.979000"
"                1583383560,           2020-03-05 04:46:00,           2020-03-04 20:46:00,      3.430000,     20.511000,          7.106111,                    95.516042,      0.979000"
"                1583383620,           2020-03-05 04:47:00,           2020-03-04 20:47:00,      3.430000,     20.528000,          7.105457,                    95.536932,      0.979000"
"                1583383680,           2020-03-05 04:48:00,           2020-03-04 20:48:00,      3.430000,     20.520000,          7.104550,                    95.510760,      0.979000"
"                1583383740,           2020-03-05 04:49:00,           2020-03-04 20:49:00,      3.430000,     20.536000,          7.100579,                    95.485297,      0.979000"
"                1583383800,           2020-03-05 04:50:00,           2020-03-04 20:50:00,      3.430000,     20.528000,          7.107937,                    95.570274,      0.979000"
"                1583383860,           2020-03-05 04:51:00,           2020-03-04 20:51:00,      3.430000,     20.520000,          7.107029,                    95.544097,      0.979000"
"                1583383920,           2020-03-05 04:52:00,           2020-03-04 20:52:00,      3.430000,     20.520000,          7.115295,                    95.655221,      0.979000"
"                1583383980,           2020-03-05 04:53:00,           2020-03-04 20:53:00,      3.430000,     20.545000,          7.103150,                    95.535581,      0.979000"
"                1583384040,           2020-03-05 04:54:00,           2020-03-04 20:54:00,      3.430000,     20.528000,          7.108764,                    95.581389,      0.979000"
"                1583384100,           2020-03-05 04:55:00,           2020-03-04 20:55:00,      3.430000,     20.536000,          7.106365,                    95.563108,      0.979000"
"                1583384160,           2020-03-05 04:56:00,           2020-03-04 20:56:00,      3.430000,     20.528000,          7.096365,                    95.414677,      0.978000"
"                1583384220,           2020-03-05 04:57:00,           2020-03-04 20:57:00,      3.430000,     20.528000,          7.102151,                    95.492476,      0.979000"
"                1583384280,           2020-03-05 04:58:00,           2020-03-04 20:58:00,      3.430000,     20.545000,          7.103150,                    95.535581,      0.979000"
"                1583384340,           2020-03-05 04:59:00,           2020-03-04 20:59:00,      3.430000,     20.536000,          7.108018,                    95.585340,      0.979000"
"                1583384400,           2020-03-05 05:00:00,           2020-03-04 21:00:00,      3.430000,     20.528000,          7.108764,                    95.581389,      0.979000"
"                1583384460,           2020-03-05 05:01:00,           2020-03-04 21:01:00,      3.430000,     20.528000,          7.114550,                    95.659187,      0.980000"
"                1583384520,           2020-03-05 05:02:00,           2020-03-04 21:02:00,      3.430000,     20.520000,          7.109509,                    95.577435,      0.979000"
"                1583384580,           2020-03-05 05:03:00,           2020-03-04 21:03:00,      3.430000,     20.536000,          7.103885,                    95.529760,      0.979000"
"                1583384640,           2020-03-05 05:04:00,           2020-03-04 21:04:00,      3.430000,     20.536000,          7.105539,                    95.551992,      0.979000"
"                1583384700,           2020-03-05 05:05:00,           2020-03-04 21:05:00,      3.430000,     20.536000,          7.108018,                    95.585340,      0.979000"
"                1583384760,           2020-03-05 05:06:00,           2020-03-04 21:06:00,      3.430000,     20.553000,          7.104884,                    95.572876,      0.979000"
"                1583384820,           2020-03-05 05:07:00,           2020-03-04 21:07:00,      3.430000,     20.536000,          7.108845,                    95.596455,      0.979000"
"                1583384880,           2020-03-05 05:08:00,           2020-03-04 21:08:00,      3.430000,     20.520000,          7.111162,                    95.599659,      0.979000"
"                1583384940,           2020-03-05 05:09:00,           2020-03-04 21:09:00,      3.430000,     20.528000,          7.107937,                    95.570274,      0.979000"
"                1583385000,           2020-03-05 05:10:00,           2020-03-04 21:10:00,      3.430000,     20.545000,          7.103150,                    95.535581,      0.979000"
"                1583385060,           2020-03-05 05:11:00,           2020-03-04 21:11:00,      3.430000,     20.545000,          7.100670,                    95.502228,      0.979000"
"                1583385120,           2020-03-05 05:12:00,           2020-03-04 21:12:00,      3.430000,     20.545000,          7.098190,                    95.468874,      0.978000"
"                1583385180,           2020-03-05 05:13:00,           2020-03-04 21:13:00,      3.430000,     20.545000,          7.106457,                    95.580053,      0.979000"
"                1583385240,           2020-03-05 05:14:00,           2020-03-04 21:14:00,      3.430000,     20.528000,          7.103804,                    95.514704,      0.979000"
"                1583385300,           2020-03-05 05:15:00,           2020-03-04 21:15:00,      3.430000,     20.536000,          7.101406,                    95.496413,      0.978000"
"                1583385360,           2020-03-05 05:16:00,           2020-03-04 21:16:00,      3.430000,     20.545000,          7.102323,                    95.524463,      0.979000"
"                1583385420,           2020-03-05 05:17:00,           2020-03-04 21:17:00,      3.430000,     20.536000,          7.111325,                    95.629803,      0.979000"
"                1583385480,           2020-03-05 05:18:00,           2020-03-04 21:18:00,      3.430000,     20.545000,          7.103977,                    95.546699,      0.979000"
"                1583385540,           2020-03-05 05:19:00,           2020-03-04 21:19:00,      3.430000,     20.553000,          7.096618,                    95.461680,      0.978000"
"                1583385600,           2020-03-05 05:20:00,           2020-03-04 21:20:00,      3.430000,     20.536000,          7.113805,                    95.663151,      0.980000"
"                1583385660,           2020-03-05 05:21:00,           2020-03-04 21:21:00,      3.430000,     20.553000,          7.095791,                    95.450561,      0.978000"
"                1583385720,           2020-03-05 05:22:00,           2020-03-04 21:22:00,      3.430000,     20.553000,          7.104058,                    95.561756,      0.979000"
"                1583385780,           2020-03-05 05:23:00,           2020-03-04 21:23:00,      3.430000,     20.545000,          7.104803,                    95.557817,      0.979000"
"                1583385840,           2020-03-05 05:24:00,           2020-03-04 21:24:00,      3.430000,     20.553000,          7.104884,                    95.572876,      0.979000"
"                1583385900,           2020-03-05 05:25:00,           2020-03-04 21:25:00,      3.430000,     20.570000,          7.106710,                    95.627125,      0.980000"
"                1583385960,           2020-03-05 05:26:00,           2020-03-04 21:26:00,      3.430000,     20.545000,          7.102323,                    95.524463,      0.979000"
"                1583386020,           2020-03-05 05:27:00,           2020-03-04 21:27:00,      3.430000,     20.545000,          7.102323,                    95.524463,      0.979000"
"                1583386080,           2020-03-05 05:28:00,           2020-03-04 21:28:00,      3.430000,     20.553000,          7.113977,                    95.695192,      0.980000"
"                1583386140,           2020-03-05 05:29:00,           2020-03-04 21:29:00,      3.430000,     20.545000,          7.109763,                    95.624524,      0.979000"
"                1583386200,           2020-03-05 05:30:00,           2020-03-04 21:30:00,      3.430000,     20.562000,          7.105802,                    95.600940,      0.979000"
"                1583386260,           2020-03-05 05:31:00,           2020-03-04 21:31:00,      3.430000,     20.545000,          7.109763,                    95.624524,      0.979000"
"                1583386320,           2020-03-05 05:32:00,           2020-03-04 21:32:00,      3.430000,     20.545000,          7.108110,                    95.602288,      0.979000"
"                1583386380,           2020-03-05 05:33:00,           2020-03-04 21:33:00,      3.430000,     20.562000,          7.105802,                    95.600940,      0.979000"
"                1583386440,           2020-03-05 05:34:00,           2020-03-04 21:34:00,      3.430000,     20.553000,          7.107364,                    95.606235,      0.979000"
