"Plot Title: Depth_20810872"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20810872, SEN S/N: 20810872)","Temp, °C (LGR S/N: 20810872, SEN S/N: 20810872)","Water Level, meters (LGR S/N: 20810872)"
73,03/06/20 12:23:40 PM,101.242,25.028,-0.018
74,03/06/20 12:23:50 PM,101.242,25.028,-0.018
75,03/06/20 12:24:00 PM,101.242,25.028,-0.018
76,03/06/20 12:24:10 PM,101.226,25.028,-0.020
77,03/06/20 12:24:20 PM,101.242,25.028,-0.018
78,03/06/20 12:24:30 PM,101.242,25.028,-0.018
79,03/06/20 12:24:40 PM,101.226,25.028,-0.020
80,03/06/20 12:24:50 PM,101.226,25.028,-0.020
81,03/06/20 12:25:00 PM,101.242,25.028,-0.018
82,03/06/20 12:25:10 PM,101.224,24.931,-0.020
83,03/06/20 12:25:20 PM,101.224,24.931,-0.020
84,03/06/20 12:25:30 PM,101.224,24.931,-0.020
85,03/06/20 12:25:40 PM,101.208,24.931,-0.022
86,03/06/20 12:25:50 PM,101.224,24.931,-0.020
87,03/06/20 12:26:00 PM,101.224,24.931,-0.020
88,03/06/20 12:26:10 PM,101.240,24.931,-0.019
89,03/06/20 12:26:20 PM,101.240,24.931,-0.019
90,03/06/20 12:26:30 PM,101.240,24.931,-0.019
91,03/06/20 12:26:40 PM,101.240,24.931,-0.019
92,03/06/20 12:26:50 PM,101.224,24.931,-0.020
93,03/06/20 12:27:00 PM,101.221,24.835,-0.020
94,03/06/20 12:27:10 PM,101.221,24.835,-0.020
95,03/06/20 12:27:20 PM,101.221,24.835,-0.020
96,03/06/20 12:27:30 PM,101.221,24.835,-0.020
97,03/06/20 12:27:40 PM,101.205,24.835,-0.022
98,03/06/20 12:27:50 PM,101.221,24.835,-0.020
99,03/06/20 12:28:00 PM,101.221,24.835,-0.020
100,03/06/20 12:28:10 PM,101.221,24.835,-0.020
101,03/06/20 12:28:20 PM,101.221,24.835,-0.020
102,03/06/20 12:28:30 PM,101.205,24.835,-0.022
103,03/06/20 12:28:40 PM,101.221,24.835,-0.020
104,03/06/20 12:28:50 PM,101.221,24.835,-0.020
105,03/06/20 12:29:00 PM,101.221,24.835,-0.020
106,03/06/20 12:29:10 PM,101.221,24.835,-0.020
107,03/06/20 12:29:20 PM,101.205,24.835,-0.022
108,03/06/20 12:29:30 PM,101.219,24.738,-0.021
109,03/06/20 12:29:40 PM,101.219,24.738,-0.021
110,03/06/20 12:29:50 PM,101.219,24.738,-0.021
111,03/06/20 12:30:00 PM,101.219,24.738,-0.021
112,03/06/20 12:30:10 PM,101.219,24.738,-0.021
113,03/06/20 12:30:20 PM,101.219,24.738,-0.021
114,03/06/20 12:30:30 PM,101.219,24.738,-0.021
115,03/06/20 12:30:40 PM,101.219,24.738,-0.021
116,03/06/20 12:30:50 PM,101.203,24.738,-0.022
117,03/06/20 12:31:00 PM,101.219,24.738,-0.021
118,03/06/20 12:31:10 PM,101.203,24.738,-0.022
119,03/06/20 12:31:20 PM,101.219,24.738,-0.021
120,03/06/20 12:31:30 PM,101.219,24.738,-0.021
121,03/06/20 12:31:40 PM,101.219,24.738,-0.021
122,03/06/20 12:31:50 PM,101.235,24.738,-0.019
123,03/06/20 12:32:00 PM,101.233,24.641,-0.019
124,03/06/20 12:32:10 PM,101.233,24.641,-0.019
125,03/06/20 12:32:20 PM,101.233,24.641,-0.019
126,03/06/20 12:32:30 PM,101.217,24.641,-0.021
127,03/06/20 12:32:40 PM,101.217,24.641,-0.021
128,03/06/20 12:32:50 PM,101.217,24.641,-0.021
129,03/06/20 12:33:00 PM,101.217,24.641,-0.021
130,03/06/20 12:33:10 PM,101.217,24.641,-0.021
131,03/06/20 12:33:20 PM,101.233,24.641,-0.019
132,03/06/20 12:33:30 PM,101.233,24.641,-0.019
133,03/06/20 12:33:40 PM,101.233,24.641,-0.019
134,03/06/20 12:33:50 PM,101.217,24.641,-0.021
135,03/06/20 12:34:00 PM,101.217,24.641,-0.021
136,03/06/20 12:34:10 PM,101.217,24.641,-0.021
137,03/06/20 12:34:20 PM,101.233,24.641,-0.019
138,03/06/20 12:34:30 PM,101.217,24.641,-0.021
139,03/06/20 12:34:40 PM,101.217,24.641,-0.021
140,03/06/20 12:34:50 PM,101.217,24.641,-0.021
141,03/06/20 12:35:00 PM,101.217,24.641,-0.021
142,03/06/20 12:35:10 PM,101.201,24.641,-0.022
143,03/06/20 12:35:20 PM,101.217,24.641,-0.021
144,03/06/20 12:35:30 PM,101.217,24.641,-0.021
145,03/06/20 12:35:40 PM,101.233,24.641,-0.019
146,03/06/20 12:35:50 PM,101.217,24.641,-0.021
147,03/06/20 12:36:00 PM,101.217,24.641,-0.021
148,03/06/20 12:36:10 PM,101.217,24.641,-0.021
149,03/06/20 12:36:20 PM,101.217,24.641,-0.021
150,03/06/20 12:36:30 PM,101.217,24.641,-0.021
151,03/06/20 12:36:40 PM,101.214,24.545,-0.021
152,03/06/20 12:36:50 PM,101.214,24.545,-0.021
153,03/06/20 12:37:00 PM,101.198,24.545,-0.023
154,03/06/20 12:37:10 PM,101.214,24.545,-0.021
155,03/06/20 12:37:20 PM,101.214,24.545,-0.021
156,03/06/20 12:37:30 PM,101.214,24.545,-0.021
157,03/06/20 12:37:40 PM,101.214,24.545,-0.021
158,03/06/20 12:37:50 PM,101.214,24.545,-0.021
159,03/06/20 12:38:00 PM,101.198,24.545,-0.023
160,03/06/20 12:38:10 PM,101.230,24.545,-0.020
161,03/06/20 12:38:20 PM,101.230,24.545,-0.020
162,03/06/20 12:38:30 PM,101.214,24.545,-0.021
163,03/06/20 12:38:40 PM,101.214,24.545,-0.021
164,03/06/20 12:38:50 PM,101.214,24.545,-0.021
165,03/06/20 12:39:00 PM,101.230,24.545,-0.020
166,03/06/20 12:39:10 PM,101.230,24.545,-0.020
167,03/06/20 12:39:20 PM,101.230,24.545,-0.020
168,03/06/20 12:39:30 PM,101.214,24.545,-0.021
169,03/06/20 12:39:40 PM,101.198,24.545,-0.023
170,03/06/20 12:39:50 PM,101.214,24.545,-0.021
171,03/06/20 12:40:00 PM,101.214,24.545,-0.021
172,03/06/20 12:40:10 PM,101.214,24.545,-0.021
173,03/06/20 12:40:20 PM,101.214,24.545,-0.021
174,03/06/20 12:40:30 PM,101.230,24.545,-0.020
175,03/06/20 12:40:40 PM,101.214,24.545,-0.021
176,03/06/20 12:40:50 PM,101.230,24.545,-0.020
177,03/06/20 12:41:00 PM,101.214,24.545,-0.021
178,03/06/20 12:41:10 PM,101.230,24.545,-0.020
179,03/06/20 12:41:20 PM,101.230,24.545,-0.020
180,03/06/20 12:41:30 PM,101.230,24.545,-0.020
181,03/06/20 12:41:40 PM,101.230,24.545,-0.020
182,03/06/20 12:41:50 PM,101.230,24.545,-0.020
183,03/06/20 12:42:00 PM,101.214,24.545,-0.021
184,03/06/20 12:42:10 PM,101.217,24.641,-0.021
185,03/06/20 12:42:20 PM,101.233,24.641,-0.019
186,03/06/20 12:42:30 PM,101.233,24.641,-0.019
187,03/06/20 12:42:40 PM,101.233,24.641,-0.019
188,03/06/20 12:42:50 PM,101.235,24.738,-0.019
189,03/06/20 12:43:00 PM,101.235,24.738,-0.019
190,03/06/20 12:43:10 PM,101.235,24.738,-0.019
191,03/06/20 12:43:20 PM,101.219,24.738,-0.021
192,03/06/20 12:43:30 PM,101.235,24.738,-0.019
193,03/06/20 12:43:40 PM,101.221,24.835,-0.020
194,03/06/20 12:43:50 PM,101.221,24.835,-0.020
195,03/06/20 12:44:00 PM,101.221,24.835,-0.020
196,03/06/20 12:44:10 PM,101.238,24.835,-0.019
197,03/06/20 12:44:20 PM,101.221,24.835,-0.020
198,03/06/20 12:44:30 PM,101.221,24.835,-0.020
199,03/06/20 12:44:40 PM,101.221,24.835,-0.020
200,03/06/20 12:44:50 PM,101.221,24.835,-0.020
201,03/06/20 12:45:00 PM,101.221,24.835,-0.020
202,03/06/20 12:45:10 PM,101.224,24.931,-0.020
203,03/06/20 12:45:20 PM,101.208,24.931,-0.022
204,03/06/20 12:45:30 PM,101.224,24.931,-0.020
205,03/06/20 12:45:40 PM,101.224,24.931,-0.020
206,03/06/20 12:45:50 PM,101.210,25.028,-0.022
207,03/06/20 12:46:00 PM,101.210,25.028,-0.022
208,03/06/20 12:46:10 PM,101.213,25.125,-0.021
209,03/06/20 12:46:20 PM,101.213,25.125,-0.021
210,03/06/20 12:46:30 PM,101.196,25.125,-0.023
211,03/06/20 12:46:40 PM,101.215,25.222,-0.021
212,03/06/20 12:46:50 PM,101.215,25.222,-0.021
213,03/06/20 12:47:00 PM,101.217,25.319,-0.021
214,03/06/20 12:47:10 PM,101.201,25.319,-0.022
215,03/06/20 12:47:20 PM,101.201,25.319,-0.022
216,03/06/20 12:47:30 PM,101.204,25.416,-0.022
217,03/06/20 12:47:40 PM,101.204,25.416,-0.022
218,03/06/20 12:47:50 PM,101.206,25.513,-0.022
219,03/06/20 12:48:00 PM,101.209,25.610,-0.022
220,03/06/20 12:48:10 PM,101.211,25.708,-0.021
221,03/06/20 12:48:20 PM,101.211,25.708,-0.021
222,03/06/20 12:48:30 PM,101.213,25.805,-0.021
223,03/06/20 12:48:40 PM,101.213,25.805,-0.021
224,03/06/20 12:48:50 PM,101.213,25.805,-0.021
225,03/06/20 12:49:00 PM,101.213,25.805,-0.021
226,03/06/20 12:49:10 PM,101.213,25.805,-0.021
227,03/06/20 12:49:20 PM,101.213,25.805,-0.021
228,03/06/20 12:49:30 PM,101.213,25.805,-0.021
229,03/06/20 12:49:40 PM,101.213,25.805,-0.021
230,03/06/20 12:49:50 PM,101.213,25.805,-0.021
231,03/06/20 12:50:00 PM,101.213,25.805,-0.021
232,03/06/20 12:50:10 PM,101.213,25.805,-0.021
233,03/06/20 12:50:20 PM,101.229,25.805,-0.020
234,03/06/20 12:50:30 PM,101.229,25.805,-0.020
235,03/06/20 12:50:40 PM,101.229,25.805,-0.020
236,03/06/20 12:50:50 PM,101.213,25.805,-0.021
237,03/06/20 12:51:00 PM,101.213,25.805,-0.021
238,03/06/20 12:51:10 PM,101.213,25.805,-0.021
239,03/06/20 12:51:20 PM,101.213,25.805,-0.021
240,03/06/20 12:51:30 PM,101.213,25.805,-0.021
241,03/06/20 12:51:40 PM,101.213,25.805,-0.021
242,03/06/20 12:51:50 PM,101.213,25.805,-0.021
243,03/06/20 12:52:00 PM,101.213,25.805,-0.021
244,03/06/20 12:52:10 PM,101.213,25.805,-0.021
245,03/06/20 12:52:20 PM,101.213,25.805,-0.021
246,03/06/20 12:52:30 PM,101.213,25.805,-0.021
247,03/06/20 12:52:40 PM,101.229,25.805,-0.020
248,03/06/20 12:52:50 PM,101.213,25.805,-0.021
249,03/06/20 12:53:00 PM,101.211,25.708,-0.021
250,03/06/20 12:53:10 PM,101.211,25.708,-0.021
251,03/06/20 12:53:20 PM,101.211,25.708,-0.021
252,03/06/20 12:53:30 PM,101.211,25.708,-0.021
253,03/06/20 12:53:40 PM,101.211,25.708,-0.021
254,03/06/20 12:53:50 PM,101.211,25.708,-0.021
255,03/06/20 12:54:00 PM,101.211,25.708,-0.021
256,03/06/20 12:54:10 PM,101.211,25.708,-0.021
257,03/06/20 12:54:20 PM,101.211,25.708,-0.021
258,03/06/20 12:54:30 PM,101.211,25.708,-0.021
259,03/06/20 12:54:40 PM,101.227,25.708,-0.020
260,03/06/20 12:54:50 PM,101.227,25.708,-0.020
261,03/06/20 12:55:00 PM,101.211,25.708,-0.021
262,03/06/20 12:55:10 PM,101.211,25.708,-0.021
263,03/06/20 12:55:20 PM,101.211,25.708,-0.021
264,03/06/20 12:55:30 PM,101.227,25.708,-0.020
265,03/06/20 12:55:40 PM,101.211,25.708,-0.021
266,03/06/20 12:55:50 PM,101.211,25.708,-0.021
267,03/06/20 12:56:00 PM,101.211,25.708,-0.021
268,03/06/20 12:56:10 PM,101.211,25.708,-0.021
269,03/06/20 12:56:20 PM,101.209,25.610,-0.022
270,03/06/20 12:56:30 PM,101.225,25.610,-0.020
271,03/06/20 12:56:40 PM,101.209,25.610,-0.022
272,03/06/20 12:56:50 PM,101.225,25.610,-0.020
273,03/06/20 12:57:00 PM,101.209,25.610,-0.022
274,03/06/20 12:57:10 PM,101.209,25.610,-0.022
275,03/06/20 12:57:20 PM,101.209,25.610,-0.022
276,03/06/20 12:57:30 PM,101.225,25.610,-0.020
277,03/06/20 12:57:40 PM,101.209,25.610,-0.022
278,03/06/20 12:57:50 PM,101.209,25.610,-0.022
279,03/06/20 12:58:00 PM,101.209,25.610,-0.022
280,03/06/20 12:58:10 PM,101.209,25.610,-0.022
281,03/06/20 12:58:20 PM,101.225,25.610,-0.020
282,03/06/20 12:58:30 PM,101.225,25.610,-0.020
283,03/06/20 12:58:40 PM,101.209,25.610,-0.022
284,03/06/20 12:58:50 PM,101.225,25.610,-0.020
285,03/06/20 12:59:00 PM,101.225,25.610,-0.020
286,03/06/20 12:59:10 PM,101.225,25.610,-0.020
287,03/06/20 12:59:20 PM,101.209,25.610,-0.022
288,03/06/20 12:59:30 PM,101.225,25.610,-0.020
289,03/06/20 12:59:40 PM,101.209,25.610,-0.022
290,03/06/20 12:59:50 PM,101.209,25.610,-0.022
291,03/06/20 01:00:00 PM,101.209,25.610,-0.022
292,03/06/20 01:00:10 PM,101.225,25.610,-0.020
293,03/06/20 01:00:20 PM,101.209,25.610,-0.022
294,03/06/20 01:00:30 PM,101.225,25.610,-0.020
295,03/06/20 01:00:40 PM,101.225,25.610,-0.020
296,03/06/20 01:00:50 PM,101.225,25.610,-0.020
297,03/06/20 01:01:00 PM,101.225,25.610,-0.020
298,03/06/20 01:01:10 PM,101.225,25.610,-0.020
299,03/06/20 01:01:20 PM,101.222,25.513,-0.020
300,03/06/20 01:01:30 PM,101.222,25.513,-0.020
301,03/06/20 01:01:40 PM,101.222,25.513,-0.020
302,03/06/20 01:01:50 PM,101.222,25.513,-0.020
303,03/06/20 01:02:00 PM,101.222,25.513,-0.020
304,03/06/20 01:02:10 PM,101.206,25.513,-0.022
305,03/06/20 01:02:20 PM,101.222,25.513,-0.020
306,03/06/20 01:02:30 PM,101.222,25.513,-0.020
307,03/06/20 01:02:40 PM,101.222,25.513,-0.020
308,03/06/20 01:02:50 PM,101.238,25.513,-0.019
309,03/06/20 01:03:00 PM,101.222,25.513,-0.020
310,03/06/20 01:03:10 PM,101.222,25.513,-0.020
311,03/06/20 01:03:20 PM,101.238,25.513,-0.019
312,03/06/20 01:03:30 PM,101.238,25.513,-0.019
313,03/06/20 01:03:40 PM,101.222,25.513,-0.020
314,03/06/20 01:03:50 PM,101.222,25.513,-0.020
315,03/06/20 01:04:00 PM,101.238,25.513,-0.019
316,03/06/20 01:04:10 PM,101.220,25.416,-0.021
317,03/06/20 01:04:20 PM,101.220,25.416,-0.021
318,03/06/20 01:04:30 PM,101.220,25.416,-0.021
319,03/06/20 01:04:40 PM,101.204,25.416,-0.022
320,03/06/20 01:04:50 PM,101.236,25.416,-0.019
321,03/06/20 01:05:00 PM,101.236,25.416,-0.019
322,03/06/20 01:05:10 PM,101.236,25.416,-0.019
323,03/06/20 01:05:20 PM,101.236,25.416,-0.019
324,03/06/20 01:05:30 PM,101.236,25.416,-0.019
325,03/06/20 01:05:40 PM,101.236,25.416,-0.019
326,03/06/20 01:05:50 PM,101.236,25.416,-0.019
327,03/06/20 01:06:00 PM,101.236,25.416,-0.019
328,03/06/20 01:06:10 PM,101.236,25.416,-0.019
329,03/06/20 01:06:20 PM,101.252,25.416,-0.017
330,03/06/20 01:06:30 PM,101.220,25.416,-0.021
331,03/06/20 01:06:40 PM,101.236,25.416,-0.019
332,03/06/20 01:06:50 PM,101.236,25.416,-0.019
333,03/06/20 01:07:00 PM,101.236,25.416,-0.019
334,03/06/20 01:07:10 PM,101.236,25.416,-0.019
335,03/06/20 01:07:20 PM,101.236,25.416,-0.019
336,03/06/20 01:07:30 PM,101.220,25.416,-0.021
337,03/06/20 01:07:40 PM,101.236,25.416,-0.019
338,03/06/20 01:07:50 PM,101.220,25.416,-0.021
339,03/06/20 01:08:00 PM,101.220,25.416,-0.021
340,03/06/20 01:08:10 PM,101.220,25.416,-0.021
341,03/06/20 01:08:20 PM,101.220,25.416,-0.021
342,03/06/20 01:08:30 PM,101.220,25.416,-0.021
343,03/06/20 01:08:40 PM,101.220,25.416,-0.021
344,03/06/20 01:08:50 PM,101.204,25.416,-0.022
345,03/06/20 01:09:00 PM,101.220,25.416,-0.021
346,03/06/20 01:09:10 PM,101.220,25.416,-0.021
347,03/06/20 01:09:20 PM,101.220,25.416,-0.021
348,03/06/20 01:09:30 PM,101.220,25.416,-0.021
349,03/06/20 01:09:40 PM,101.204,25.416,-0.022
350,03/06/20 01:09:50 PM,101.220,25.416,-0.021
351,03/06/20 01:10:00 PM,101.220,25.416,-0.021
352,03/06/20 01:10:10 PM,101.204,25.416,-0.022
353,03/06/20 01:10:20 PM,101.220,25.416,-0.021
354,03/06/20 01:10:30 PM,101.220,25.416,-0.021
355,03/06/20 01:10:40 PM,101.204,25.416,-0.022
356,03/06/20 01:10:50 PM,101.220,25.416,-0.021
357,03/06/20 01:11:00 PM,101.204,25.416,-0.022
358,03/06/20 01:11:10 PM,101.220,25.416,-0.021
359,03/06/20 01:11:20 PM,101.220,25.416,-0.021
360,03/06/20 01:11:30 PM,101.204,25.416,-0.022
361,03/06/20 01:11:40 PM,101.204,25.416,-0.022
362,03/06/20 01:11:50 PM,101.204,25.416,-0.022
363,03/06/20 01:12:00 PM,101.188,25.416,-0.024
364,03/06/20 01:12:10 PM,101.220,25.416,-0.021
365,03/06/20 01:12:20 PM,101.204,25.416,-0.022
366,03/06/20 01:12:30 PM,101.204,25.416,-0.022
367,03/06/20 01:12:40 PM,101.204,25.416,-0.022
368,03/06/20 01:12:50 PM,101.206,25.513,-0.022
369,03/06/20 01:13:00 PM,101.220,25.416,-0.021
370,03/06/20 01:13:10 PM,101.206,25.513,-0.022
371,03/06/20 01:13:20 PM,101.206,25.513,-0.022
372,03/06/20 01:13:30 PM,101.190,25.513,-0.024
373,03/06/20 01:13:40 PM,101.190,25.513,-0.024
374,03/06/20 01:13:50 PM,101.190,25.513,-0.024
375,03/06/20 01:14:00 PM,101.206,25.513,-0.022
376,03/06/20 01:14:10 PM,101.206,25.513,-0.022
377,03/06/20 01:14:20 PM,101.206,25.513,-0.022
378,03/06/20 01:14:30 PM,101.190,25.513,-0.024
379,03/06/20 01:14:40 PM,101.206,25.513,-0.022
380,03/06/20 01:14:50 PM,101.190,25.513,-0.024
381,03/06/20 01:15:00 PM,101.190,25.513,-0.024
382,03/06/20 01:15:10 PM,101.190,25.513,-0.024
383,03/06/20 01:15:20 PM,101.190,25.513,-0.024
384,03/06/20 01:15:30 PM,101.190,25.513,-0.024
385,03/06/20 01:15:40 PM,101.206,25.513,-0.022
386,03/06/20 01:15:50 PM,101.190,25.513,-0.024
387,03/06/20 01:16:00 PM,101.206,25.513,-0.022
388,03/06/20 01:16:10 PM,101.190,25.513,-0.024
389,03/06/20 01:16:20 PM,101.192,25.610,-0.023
390,03/06/20 01:16:30 PM,101.209,25.610,-0.022
391,03/06/20 01:16:40 PM,101.209,25.610,-0.022
392,03/06/20 01:16:50 PM,101.209,25.610,-0.022
393,03/06/20 01:17:00 PM,101.192,25.610,-0.023
394,03/06/20 01:17:10 PM,101.192,25.610,-0.023
395,03/06/20 01:17:20 PM,101.176,25.610,-0.025
396,03/06/20 01:17:30 PM,101.192,25.610,-0.023
397,03/06/20 01:17:40 PM,101.192,25.610,-0.023
398,03/06/20 01:17:50 PM,101.192,25.610,-0.023
399,03/06/20 01:18:00 PM,101.192,25.610,-0.023
400,03/06/20 01:18:10 PM,101.176,25.610,-0.025
401,03/06/20 01:18:20 PM,101.192,25.610,-0.023
402,03/06/20 01:18:30 PM,101.209,25.610,-0.022
403,03/06/20 01:18:40 PM,101.195,25.708,-0.023
404,03/06/20 01:18:50 PM,101.195,25.708,-0.023
405,03/06/20 01:19:00 PM,101.195,25.708,-0.023
406,03/06/20 01:19:10 PM,101.195,25.708,-0.023
407,03/06/20 01:19:20 PM,101.195,25.708,-0.023
408,03/06/20 01:19:30 PM,101.195,25.708,-0.023
409,03/06/20 01:19:40 PM,101.195,25.708,-0.023
410,03/06/20 01:19:50 PM,101.195,25.708,-0.023
411,03/06/20 01:20:00 PM,101.179,25.708,-0.025
412,03/06/20 01:20:10 PM,101.195,25.708,-0.023
413,03/06/20 01:20:20 PM,101.179,25.708,-0.025
414,03/06/20 01:20:30 PM,101.179,25.708,-0.025
415,03/06/20 01:20:40 PM,101.179,25.708,-0.025
416,03/06/20 01:20:50 PM,101.179,25.708,-0.025
417,03/06/20 01:21:00 PM,101.179,25.708,-0.025
418,03/06/20 01:21:10 PM,101.195,25.708,-0.023
419,03/06/20 01:21:20 PM,101.179,25.708,-0.025
420,03/06/20 01:21:30 PM,101.179,25.708,-0.025
421,03/06/20 01:21:40 PM,101.195,25.708,-0.023
422,03/06/20 01:21:50 PM,101.195,25.708,-0.023
423,03/06/20 01:22:00 PM,101.179,25.708,-0.025
424,03/06/20 01:22:10 PM,101.179,25.708,-0.025
425,03/06/20 01:22:20 PM,101.179,25.708,-0.025
426,03/06/20 01:22:30 PM,101.179,25.708,-0.025
427,03/06/20 01:22:40 PM,101.179,25.708,-0.025
428,03/06/20 01:22:50 PM,101.195,25.708,-0.023
429,03/06/20 01:23:00 PM,101.195,25.708,-0.023
430,03/06/20 01:23:10 PM,101.179,25.708,-0.025
431,03/06/20 01:23:20 PM,101.179,25.708,-0.025
432,03/06/20 01:23:30 PM,101.181,25.805,-0.024
433,03/06/20 01:23:40 PM,101.181,25.805,-0.024
434,03/06/20 01:23:50 PM,101.181,25.805,-0.024
435,03/06/20 01:24:00 PM,101.165,25.805,-0.026
436,03/06/20 01:24:10 PM,101.165,25.805,-0.026
437,03/06/20 01:24:20 PM,101.165,25.805,-0.026
438,03/06/20 01:24:30 PM,101.165,25.805,-0.026
439,03/06/20 01:24:40 PM,101.165,25.805,-0.026
440,03/06/20 01:24:50 PM,101.181,25.805,-0.024
441,03/06/20 01:25:00 PM,101.181,25.805,-0.024
442,03/06/20 01:25:10 PM,101.181,25.805,-0.024
443,03/06/20 01:25:20 PM,101.181,25.805,-0.024
444,03/06/20 01:25:30 PM,101.197,25.805,-0.023
445,03/06/20 01:25:40 PM,101.211,25.708,-0.021
446,03/06/20 01:25:50 PM,101.211,25.708,-0.021
447,03/06/20 01:26:00 PM,101.192,25.610,-0.023
448,03/06/20 01:26:10 PM,101.206,25.513,-0.022
449,03/06/20 01:26:20 PM,101.206,25.513,-0.022
450,03/06/20 01:26:30 PM,101.220,25.416,-0.021
451,03/06/20 01:26:40 PM,101.201,25.319,-0.022
452,03/06/20 01:26:50 PM,101.215,25.222,-0.021
453,03/06/20 01:27:00 PM,101.215,25.222,-0.021
454,03/06/20 01:27:10 PM,101.245,25.125,-0.018
455,03/06/20 01:27:20 PM,101.256,24.931,-0.017
456,03/06/20 01:27:30 PM,101.270,24.835,-0.016
457,03/06/20 01:27:40 PM,101.267,24.738,-0.016
458,03/06/20 01:27:50 PM,101.267,24.738,-0.016
