Serial Number:20555870 --

"Date Time, GMT -0800","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2020-03-02 17:48:00,17.24,"3,041", , , , , 
2020-03-02 17:49:00,17.29,"3,032", , , , , 
2020-03-02 17:50:00,17.24,"3,073", , , , , 
2020-03-02 17:51:00,17.20,"3,016", , , , , 
2020-03-02 17:52:00,17.24,"3,004", , , , , 
2020-03-02 17:53:00,17.24,"2,980", , , , , 
2020-03-02 17:54:00,17.24,"2,985", , , , , 
2020-03-02 17:55:00,17.24,"2,984", , , , , 
2020-03-02 17:56:00,17.20,"2,962", , , , , 
2020-03-02 17:57:00,17.20,"3,000", , , , , 
2020-03-02 17:58:00,17.16,"2,998", , , , , 
2020-03-02 17:59:00,17.20,"2,966", , , , , 
2020-03-02 18:00:00,17.24,"2,975", , , , , 
2020-03-02 18:01:00,17.20,"2,279", , , , , 
2020-03-02 18:02:00,17.24,"2,290", , , , , 
2020-03-02 18:03:00,17.24,"2,304", , , , , 
2020-03-02 18:04:00,17.20,"2,269", , , , , 
2020-03-02 18:05:00,17.20,"2,313", , , , , 
2020-03-02 18:06:00,17.16,"2,281", , , , , 
2020-03-02 18:07:00,17.16,"2,269", , , , , 
2020-03-02 18:08:00,17.20,"2,283", , , , , 
2020-03-02 18:09:00,17.20,"2,244", , , , , 
2020-03-02 18:10:00,17.16,"2,281", , , , , 
2020-03-02 18:11:00,17.20,"2,272", , , , , 
2020-03-02 18:12:00,17.20,"2,276", , , , , 
2020-03-02 18:13:00,17.16,"2,262", , , , , 
2020-03-02 18:14:00,17.24,"2,283", , , , , 
2020-03-02 18:15:00,17.20,"2,276", , , , , 
2020-03-02 18:16:00,17.16,"2,269", , , , , 
2020-03-02 18:17:00,17.16,"2,277", , , , , 
2020-03-02 18:18:00,17.20,"2,277", , , , , 
2020-03-02 18:19:00,17.16,"2,247", , , , , 
2020-03-02 18:20:00,17.16,"2,295", , , , , 
2020-03-02 18:21:00,17.20,"2,270", , , , , 
2020-03-02 18:22:00,17.16,"2,286", , , , , 
2020-03-02 18:23:00,17.20,"2,251", , , , , 
2020-03-02 18:24:00,17.24,"2,269", , , , , 
2020-03-02 18:25:00,17.20,"2,281", , , , , 
2020-03-02 18:26:00,17.20,"2,315", , , , , 
2020-03-02 18:27:00,17.16,"2,262", , , , , 
2020-03-02 18:28:00,17.24,"2,270", , , , , 
2020-03-02 18:29:00,17.16,"2,258", , , , , 
2020-03-02 18:30:00,17.16,"2,270", , , , , 
2020-03-02 18:31:00,17.24,"2,277", , , , , 
2020-03-02 18:32:00,17.16,"2,274", , , , , 
2020-03-02 18:33:00,17.20,"2,260", , , , , 
2020-03-02 18:34:00,17.20,"2,277", , , , , 
2020-03-02 18:35:00,17.20,"2,254", , , , , 
2020-03-02 18:36:00,17.20,"2,272", , , , , 
2020-03-02 18:37:00,17.20,"2,260", , , , , 
2020-03-02 18:38:00,17.20,"2,274", , , , , 
2020-03-02 18:39:00,17.20,"2,262", , , , , 
2020-03-02 18:40:00,17.20,"2,237", , , , , 
2020-03-02 18:41:00,17.20,"2,283", , , , , 
2020-03-02 18:42:00,17.16,"2,270", , , , , 
2020-03-02 18:43:00,17.20,"2,295", , , , , 
2020-03-02 18:44:00,17.20,"2,270", , , , , 
2020-03-02 18:45:00,17.24,"2,249", , , , , 
2020-03-02 18:46:00,17.20,"2,270", , , , , 
2020-03-02 18:47:00,17.24,"2,283", , , , , 
2020-03-02 18:48:00,17.24,"2,270", , , , , 
2020-03-02 18:49:00,17.20,"2,244", , , , , 
2020-03-02 18:50:00,17.11,"2,262", , , , , 
2020-03-02 18:51:00,17.20,"2,258", , , , , 
2020-03-02 18:52:00,17.20,"2,258", , , , , 
2020-03-02 18:53:00,17.24,"2,276", , , , , 
2020-03-02 18:54:00,17.24,"2,251", , , , , 
2020-03-02 18:55:00,17.24,"2,274", , , , , 
2020-03-02 18:56:00,17.24,"2,300", , , , , 
2020-03-02 18:57:00,17.20,"2,265", , , , , 
2020-03-02 18:58:00,17.20,"2,279", , , , , 
2020-03-02 18:59:00,17.24,"2,247", , , , , 
2020-03-02 19:00:00,17.20,"2,270", , , , , 
2020-03-02 19:01:00,17.16,"1,514", , , , , 
2020-03-02 19:02:00,17.16,"1,509", , , , , 
2020-03-02 19:03:00,17.16,"1,506", , , , , 
2020-03-02 19:04:00,17.16,"1,510", , , , , 
2020-03-02 19:05:00,17.20,"1,529", , , , , 
2020-03-02 19:06:00,17.20,"1,502", , , , , 
2020-03-02 19:07:00,17.24,"1,512", , , , , 
2020-03-02 19:08:00,17.16,"1,484", , , , , 
2020-03-02 19:09:00,17.24,"1,519", , , , , 
2020-03-02 19:10:00,17.24,"1,515", , , , , 
2020-03-02 19:11:00,17.20,"1,522", , , , , 
2020-03-02 19:12:00,17.16,"1,526", , , , , 
2020-03-02 19:13:00,17.16,"1,510", , , , , 
2020-03-02 19:14:00,17.16,"1,502", , , , , 
2020-03-02 19:15:00,17.16,"1,511", , , , , 
2020-03-02 19:16:00,17.16,"1,500", , , , , 
2020-03-02 19:17:00,17.16,"1,514", , , , , 
2020-03-02 19:18:00,17.11,"1,506", , , , , 
2020-03-02 19:19:00,17.16,"1,530", , , , , 
2020-03-02 19:20:00,17.16,"1,521", , , , , 
2020-03-02 19:21:00,17.16,"1,510", , , , , 
2020-03-02 19:22:00,17.20,"1,516", , , , , 
2020-03-02 19:23:00,17.16,"1,511", , , , , 
2020-03-02 19:24:00,17.20,"1,516", , , , , 
2020-03-02 19:25:00,17.16,"1,519", , , , , 
2020-03-02 19:26:00,17.16,"1,507", , , , , 
2020-03-02 19:27:00,17.16,"1,508", , , , , 
2020-03-02 19:28:00,17.20,"1,512", , , , , 
2020-03-02 19:29:00,17.16,"1,495", , , , , 
2020-03-02 19:30:00,17.20,"1,510", , , , , 
2020-03-02 19:31:00,17.20,"1,508", , , , , 
2020-03-02 19:32:00,17.20,"1,510", , , , , 
2020-03-02 19:33:00,17.20,"1,495", , , , , 
2020-03-02 19:34:00,17.16,"1,520", , , , , 
2020-03-02 19:35:00,17.16,"1,503", , , , , 
2020-03-02 19:36:00,17.20,"1,518", , , , , 
2020-03-02 19:37:00,17.20,"1,511", , , , , 
2020-03-02 19:38:00,17.11,"1,525", , , , , 
2020-03-02 19:39:00,17.11,"1,523", , , , , 
2020-03-02 19:40:00,17.16,"1,514", , , , , 
2020-03-02 19:41:00,17.20,"1,522", , , , , 
2020-03-02 19:42:00,17.20,"1,498", , , , , 
2020-03-02 19:43:00,17.20,"1,514", , , , , 
2020-03-02 19:44:00,17.20,"1,515", , , , , 
2020-03-02 19:45:00,17.20,"1,526", , , , , 
2020-03-02 19:46:00,17.20,"1,522", , , , , 
2020-03-02 19:47:00,17.16,"1,502", , , , , 
2020-03-02 19:48:00,17.16,"1,516", , , , , 
2020-03-02 19:49:00,17.16,"1,508", , , , , 
2020-03-02 19:50:00,17.16,"1,517", , , , , 
2020-03-02 19:51:00,17.20,"1,509", , , , , 
2020-03-02 19:52:00,17.16,"1,514", , , , , 
2020-03-02 19:53:00,17.20,"1,522", , , , , 
2020-03-02 19:54:00,17.24,"1,513", , , , , 
2020-03-02 19:55:00,17.20,"1,516", , , , , 
2020-03-02 19:56:00,17.16,"1,531", , , , , 
2020-03-02 19:57:00,17.20,"1,503", , , , , 
2020-03-02 19:58:00,17.20,"1,535", , , , , 
2020-03-02 19:59:00,17.16,"1,514", , , , , 
2020-03-02 20:00:00,17.16,"1,511", , , , , 
2020-03-02 20:01:00,17.16,759, , , , , 
2020-03-02 20:02:00,17.11,763, , , , , 
2020-03-02 20:03:00,17.16,757, , , , , 
2020-03-02 20:04:00,17.16,761, , , , , 
2020-03-02 20:05:00,17.20,760, , , , , 
2020-03-02 20:06:00,17.16,763, , , , , 
2020-03-02 20:07:00,17.16,748, , , , , 
2020-03-02 20:08:00,17.11,761, , , , , 
2020-03-02 20:09:00,17.11,769, , , , , 
2020-03-02 20:10:00,17.11,757, , , , , 
2020-03-02 20:11:00,17.16,754, , , , , 
2020-03-02 20:12:00,17.11,763, , , , , 
2020-03-02 20:13:00,17.11,762, , , , , 
2020-03-02 20:14:00,17.11,756, , , , , 
2020-03-02 20:15:00,17.16,764, , , , , 
2020-03-02 20:16:00,17.16,760, , , , , 
2020-03-02 20:17:00,17.20,753, , , , , 
2020-03-02 20:18:00,17.16,767, , , , , 
2020-03-02 20:19:00,17.20,761, , , , , 
2020-03-02 20:20:00,17.20,760, , , , , 
2020-03-02 20:21:00,17.16,759, , , , , 
2020-03-02 20:22:00,17.16,760, , , , , 
2020-03-02 20:23:00,17.16,762, , , , , 
2020-03-02 20:24:00,17.24,760, , , , , 
2020-03-02 20:25:00,17.11,759, , , , , 
2020-03-02 20:26:00,17.11,761, , , , , 
2020-03-02 20:27:00,17.11,760, , , , , 
2020-03-02 20:28:00,17.16,756, , , , , 
2020-03-02 20:29:00,17.16,756, , , , , 
2020-03-02 20:30:00,17.16,756, , , , , 
2020-03-02 20:31:00,17.16,750, , , , , 
2020-03-02 20:32:00,17.11,756, , , , , 
2020-03-02 20:33:00,17.20,759, , , , , 
2020-03-02 20:34:00,17.16,760, , , , , 
2020-03-02 20:35:00,17.11,756, , , , , 
2020-03-02 20:36:00,17.16,751, , , , , 
2020-03-02 20:37:00,17.11,765, , , , , 
2020-03-02 20:38:00,17.16,758, , , , , 
2020-03-02 20:39:00,17.11,756, , , , , 
2020-03-02 20:40:00,17.11,754, , , , , 
2020-03-02 20:41:00,17.11,761, , , , , 
2020-03-02 20:42:00,17.16,762, , , , , 
2020-03-02 20:43:00,17.16,746, , , , , 
2020-03-02 20:44:00,17.11,764, , , , , 
2020-03-02 20:45:00,17.16,768, , , , , 
2020-03-02 20:46:00,17.20,761, , , , , 
2020-03-02 20:47:00,17.20,759, , , , , 
2020-03-02 20:48:00,17.16,758, , , , , 
2020-03-02 20:49:00,17.16,756, , , , , 
2020-03-02 20:50:00,17.16,760, , , , , 
2020-03-02 20:51:00,17.11,760, , , , , 
2020-03-02 20:52:00,17.16,760, , , , , 
2020-03-02 20:53:00,17.11,767, , , , , 
2020-03-02 20:54:00,17.20,754, , , , , 
2020-03-02 20:55:00,17.16,758, , , , , 
2020-03-02 20:56:00,17.16,745, , , , , 
2020-03-02 20:57:00,17.20,763, , , , , 
2020-03-02 20:58:00,17.16,752, , , , , 
2020-03-02 20:59:00,17.16,760, , , , , 
2020-03-02 21:00:00,17.16,759, , , , , 
2020-03-02 21:01:00,17.16,126, , , , , 
2020-03-02 21:02:00,17.11,126, , , , , 
2020-03-02 21:03:00,17.11,125, , , , , 
2020-03-02 21:04:00,17.16,126, , , , , 
2020-03-02 21:05:00,17.11,125, , , , , 
2020-03-02 21:06:00,17.07,126, , , , , 
2020-03-02 21:07:00,17.11,126, , , , , 
2020-03-02 21:08:00,17.16,126, , , , , 
2020-03-02 21:09:00,17.11,126, , , , , 
2020-03-02 21:10:00,17.11,125, , , , , 
2020-03-02 21:11:00,17.16,125, , , , , 
2020-03-02 21:12:00,17.11,125, , , , , 
2020-03-02 21:13:00,17.11,125, , , , , 
2020-03-02 21:14:00,17.16,125, , , , , 
2020-03-02 21:15:00,17.11,125, , , , , 
2020-03-02 21:16:00,17.11,125, , , , , 
2020-03-02 21:17:00,17.16,126, , , , , 
2020-03-02 21:18:00,17.11,125, , , , , 
2020-03-02 21:19:00,17.16,125, , , , , 
2020-03-02 21:20:00,17.11,125, , , , , 
2020-03-02 21:21:00,17.11,126, , , , , 
2020-03-02 21:22:00,17.16,127, , , , , 
2020-03-02 21:23:00,17.11,125, , , , , 
2020-03-02 21:24:00,17.07,125, , , , , 
2020-03-02 21:25:00,17.07,125, , , , , 
2020-03-02 21:26:00,17.11,125, , , , , 
2020-03-02 21:27:00,17.11,126, , , , , 
2020-03-02 21:28:00,17.11,125, , , , , 
2020-03-02 21:29:00,17.16,125, , , , , 
2020-03-02 21:30:00,17.11,125, , , , , 
2020-03-02 21:31:00,17.16,125, , , , , 
2020-03-02 21:32:00,17.11,125, , , , , 
2020-03-02 21:33:00,17.20,125, , , , , 
2020-03-02 21:34:00,17.16,125, , , , , 
2020-03-02 21:35:00,17.16,125, , , , , 
2020-03-02 21:36:00,17.16,125, , , , , 
2020-03-02 21:37:00,17.11,125, , , , , 
2020-03-02 21:38:00,17.11,125, , , , , 
2020-03-02 21:39:00,17.11,125, , , , , 
2020-03-02 21:40:00,17.16,125, , , , , 
2020-03-02 21:41:00,17.11,125, , , , , 
2020-03-02 21:42:00,17.11,123, , , , , 
2020-03-02 21:43:00,17.16,125, , , , , 
2020-03-02 21:44:00,17.16,125, , , , , 
2020-03-02 21:45:00,17.11,125, , , , , 
2020-03-02 21:46:00,17.11,125, , , , , 
2020-03-02 21:47:00,17.11,126, , , , , 
2020-03-02 21:48:00,17.11,125, , , , , 
2020-03-02 21:49:00,17.11,126, , , , , 
2020-03-02 21:50:00,17.11,125, , , , , 
2020-03-02 21:51:00,17.07,125, , , , , 
2020-03-02 21:52:00,17.11,125, , , , , 
2020-03-02 21:53:00,17.11,124, , , , , 
2020-03-02 21:54:00,17.11,125, , , , , 
2020-03-02 21:55:00,17.11,125, , , , , 
2020-03-02 21:56:00,17.11,125, , , , , 
2020-03-02 21:57:00,17.11,124, , , , , 
2020-03-02 21:58:00,17.11,124, , , , , 
2020-03-02 21:59:00,17.11,125, , , , , 
